experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,host,height,kind,balance_gas,epoch,sent_gas
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,33,sample,99.8042,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,36,sample,99.608,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,40,sample,99.3858,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,43,sample,99.163,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,45,sample,98.94,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,49,sample,98.717,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,52,sample,98.494,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,55,sample,98.3266,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,58,sample,98.1036,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,61,sample,97.881,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,64,sample,97.658,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,67,sample,97.4352,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,70,sample,97.2122,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,73,sample,97.045,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,77,sample,96.8218,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,80,sample,96.5988,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,82,sample,96.3758,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,86,sample,96.1528,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,88,sample,95.9298,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,92,sample,95.7628,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,94,sample,95.5396,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,98,sample,95.3166,1,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,101,sample,95.0934,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,103,sample,94.8698,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,107,sample,94.6466,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,110,sample,94.4786,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,113,sample,94.2548,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,116,sample,94.0302,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,119,sample,93.8054,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,122,sample,93.5806,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,125,sample,93.3564,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,128,sample,93.1878,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,131,sample,92.9632,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,134,sample,92.7384,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,137,sample,92.514,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,140,sample,92.2896,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,143,sample,92.0652,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,146,sample,91.8968,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,149,sample,91.6722,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,153,sample,91.4474,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,156,sample,91.223,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,158,sample,90.9986,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,161,sample,90.774,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,164,sample,90.6054,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,167,sample,90.3806,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,171,sample,90.156,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,173,sample,89.9312,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,175,sample,89.7064,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,179,sample,89.4818,2,
run6-tbt-10s,1,intercontinentale,10,none,true,100,c1,183,sample,89.3132,2,
