experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run6-tbt-10s,regionale,1,10,none,true,2,m1,35,0.15167336,0.35984923,0.95744119,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,2,m3,3,0.39243779,0.61565687,0.64444773,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,2,m2,9,0.23979015,0.59829123,0.9910678,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,3,m1,73,0.08315516,0.66267514,1.08299254,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,3,m2,20,0.17397401,0.52417707,1.11208784,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,3,m3,7,0.26846826,0.60224516,0.67556992,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,4,m2,17,0.15742106,0.73666014,0.94546,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,4,m1,73,0.11327174,0.28417602,1.07593666,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,4,m3,10,0.28259453,0.33564913,1.04471309,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,5,m1,63,0.07323204,0.86345356,1.03451927,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,5,m2,30,0.12445008,0.69549882,0.84514578,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,5,m3,7,0.4964196,0.04068245,2.00740089,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,6,m1,62,0.15861259,0.0789288,0.80984765,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,6,m2,25,0.24813046,0.07665546,0.74481748,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,6,m3,4,0.18313753,0.9956131,0.94786831,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,all,m1,306,0.03037116,0.9321143,1.00162595,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,all,m3,31,0.18689624,0.20186248,1.12750784,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,regionale,1,10,none,true,all,m2,101,0.07566216,0.58311091,0.90305938,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
