experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run3-tbt-5s,1,regionale,5,none,true,12,9,1,96,107,99,9,9,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,5,5.998101,0.666456,0.651992,0.678026,1,0.555556,62099,60602,62099.0,60602.0,9,4.9642,3.102,6.822,0.4928,6,1,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,9,1,96,107,99,9,9,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,3,2.224499,0.247167,0.268938,0.229749,1,0.333333,25615,20535,25615.0,20535.0,9,5.8286,2.557,7.516,0.6657,2,0,1,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,9,1,96,107,99,9,9,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,1,0.7774,0.086378,0.07907,0.092224,1,0.111111,7531,8243,7531.0,8243.0,9,6.9179,2.725,7.517,0.8836,1,0,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,10,1,108,119,108,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,12,8.129806,0.677484,0.678026,0.676724,1,1.0,60602,60602,60602.0,60602.0,12,5.3081,2.739,7.223,0.5616,9,0,3,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,10,1,108,119,108,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,0,2.76439,0.230366,0.229749,0.231229,1,0.0,20535,20707,20535.0,20707.0,12,6.6768,3.437,7.542,0.8354,3,3,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,10,1,108,119,108,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.105805,0.09215,0.092224,0.092047,1,0.0,8243,8243,8243.0,8243.0,12,7.1999,6.158,7.533,0.94,0,0,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,11,1,120,131,120,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,11,7.988659,0.665722,0.676724,0.650318,1,0.916667,60602,61643,60602.0,61643.0,12,4.2465,2.412,7.248,0.3493,11,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,11,1,120,131,120,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,0,2.96976,0.24748,0.231229,0.270232,1,0.0,20707,25615,20707.0,25615.0,12,6.5383,5.343,7.4,0.8077,0,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,11,1,120,131,120,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,1,1.04158,0.086798,0.092047,0.07945,1,0.083333,8243,7531,8243.0,7531.0,12,7.2522,5.394,7.517,0.9504,1,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,12,1,132,143,132,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,11,7.785678,0.648807,0.650318,0.64669,1,0.916667,61643,60602,61643.0,60602.0,12,4.9384,2.495,7.373,0.4877,7,0,4,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,12,1,132,143,132,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1,3.12739,0.260616,0.270232,0.247153,1,0.083333,25615,23161,25615.0,23161.0,12,6.298,3.315,7.56,0.7596,5,4,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,12,1,132,143,132,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.086932,0.090578,0.07945,0.106156,1,0.0,7531,9948,7531.0,9948.0,12,7.4404,7.043,7.55,0.9881,0,0,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,13,1,144,155,144,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,4,7.847528,0.653961,0.64669,0.664139,1,0.333333,60602,62099,60602.0,62099.0,12,5.0922,2.954,7.392,0.5184,4,0,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,13,1,144,155,144,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,8,2.968591,0.247383,0.247153,0.247703,1,0.666667,23161,23161,23161.0,23161.0,12,5.6241,2.697,7.448,0.6248,7,0,1,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,13,1,144,155,144,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.183881,0.098657,0.106156,0.088158,1,0.0,9948,8243,9948.0,8243.0,12,7.2314,6.01,7.5,0.9463,1,1,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,14,1,156,167,156,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,9,8.003428,0.666952,0.664139,0.670891,1,0.75,62099,62099,62099.0,62099.0,12,5.7898,3.004,7.303,0.658,6,0,3,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,14,1,156,167,156,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,3,2.842099,0.236842,0.247703,0.221635,1,0.25,23161,20515,23161.0,20515.0,12,5.9411,3.162,7.411,0.6882,4,1,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,14,1,156,167,156,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.154473,0.096206,0.088158,0.107474,1,0.0,8243,9948,8243.0,9948.0,12,7.1822,6.163,7.429,0.9364,2,2,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,15,1,168,179,168,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,10,7.927067,0.660589,0.670891,0.646166,1,0.833333,62099,69742,62099.0,69742.0,12,4.8763,2.374,7.097,0.4753,9,0,1,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,15,1,168,179,168,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1,2.85977,0.238314,0.221635,0.261665,1,0.083333,20515,28242,20515.0,28242.0,12,6.8056,3.845,7.365,0.8611,2,1,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,15,1,168,179,168,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,1,1.213163,0.101097,0.107474,0.092169,1,0.083333,9948,9948,9948.0,9948.0,12,7.1741,5.969,7.383,0.9348,1,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,16,1,180,191,180,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,8,7.931974,0.660998,0.646166,0.681762,1,0.666667,69742,62099,69742.0,62099.0,12,5.2811,2.87,7.156,0.5562,8,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,16,1,180,191,180,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,2,3.103034,0.258586,0.261665,0.254276,1,0.166667,28242,23161,28242.0,23161.0,12,6.0172,3.791,7.417,0.7034,2,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,16,1,180,191,180,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,2,0.964992,0.080416,0.092169,0.063962,1,0.166667,9948,5826,9948.0,5826.0,12,6.6283,3.678,7.466,0.8257,2,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,17,1,192,203,192,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,10,8.066906,0.672242,0.681762,0.658914,1,0.833333,62099,68701,62099.0,68701.0,12,4.9904,2.563,7.415,0.4981,11,1,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,17,1,192,203,192,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,2,3.008305,0.250692,0.254276,0.245674,1,0.166667,23161,25615,23161.0,25615.0,12,6.7127,3.658,7.426,0.8425,1,0,1,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,17,1,192,203,192,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,0.924789,0.077066,0.063962,0.095412,1,0.0,5826,9948,5826.0,9948.0,12,7.2868,6.628,7.433,0.9574,0,0,0,1,1,0
run3-tbt-5s,1,regionale,5,none,true,12,18,1,204,215,204,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,8,7.873625,0.656135,0.658914,0.652246,1,0.666667,68701,62099,68701.0,62099.0,12,5.601,2.57,7.312,0.6202,6,0,2,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,18,1,204,215,204,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,4,2.936058,0.244671,0.245674,0.243267,1,0.333333,25615,23161,25615.0,23161.0,12,5.876,2.583,7.4,0.6752,6,2,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,18,1,204,215,204,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.190317,0.099193,0.095412,0.104487,1,0.0,9948,9948,9948.0,9948.0,12,6.6308,4.501,7.417,0.8262,0,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,19,1,216,227,216,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,6,8.082067,0.673506,0.652246,0.70327,1,0.5,62099,68701,62099.0,68701.0,12,5.5379,2.857,7.396,0.6076,6,0,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,19,1,216,227,216,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,5,2.888329,0.240694,0.243267,0.237092,1,0.416667,23161,23161,23161.0,23161.0,12,6.2955,2.803,7.43,0.7591,4,0,1,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,19,1,216,227,216,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,1,1.029603,0.0858,0.104487,0.059639,1,0.083333,9948,5826,9948.0,5826.0,12,6.874,2.512,7.45,0.8748,2,1,0,0,0,0
run3-tbt-5s,1,regionale,5,none,true,12,20,1,228,239,228,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,11,8.277341,0.689778,0.70327,0.670891,1,0.916667,68701,62099,68701.0,62099.0,12,4.7176,2.487,7.483,0.4435,9,0,2,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,20,1,228,239,228,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1,2.767817,0.230651,0.237092,0.221635,1,0.083333,23161,20515,23161.0,20515.0,12,6.0401,3.266,7.515,0.708,2,1,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,20,1,228,239,228,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,0.954841,0.07957,0.059639,0.107474,1,0.0,5826,9948,5826.0,9948.0,12,7.1295,4.552,7.5,0.9259,1,1,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,21,1,240,251,240,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,11,8.016932,0.668078,0.670891,0.664139,1,0.916667,62099,62099,62099.0,62099.0,12,5.5636,2.953,7.386,0.6127,10,0,1,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,21,1,240,251,240,12,12,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1,2.789963,0.232497,0.221635,0.247703,1,0.083333,20515,23161,20515.0,23161.0,12,6.5868,4.101,7.418,0.8174,2,1,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,21,1,240,251,240,12,12,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0,1.193105,0.099425,0.107474,0.088158,1,0.0,9948,8243,9948.0,8243.0,12,7.128,4.328,7.45,0.9256,0,0,0,2,2,0
run3-tbt-5s,1,regionale,5,none,true,12,22,1,252,263,252,12,12,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,12,7.819714,0.651643,0.664139,0.634148,1,1.0,62099,61643,62099.0,61643.0,12,5.5166,2.433,7.224,0.6033,9,0,3,6,6,0
