experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,note,validator_i_host,validator_j_host
run5-tbt-2s,nazionale,1,2,none,true,18,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.88234757,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,18,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-0.9981847,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,18,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.88053226,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,19,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.86868651,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,19,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.10381152,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,19,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.97249803,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,20,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.69161789,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,20,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.04198089,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,20,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.73359878,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,21,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.64719433,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,21,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.14578609,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,21,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.79298042,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,22,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.95696393,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,22,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-0.99320428,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,22,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.95016821,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,23,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.93508984,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,23,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.13714886,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,23,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-2.07223871,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,24,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.73504351,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,24,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-0.83157614,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,24,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.56661966,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,25,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.75809661,0,4,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,25,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-0.83613058,0,8,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,25,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,-0.69314718,-1.5942272,4,8,12,,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,26,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.7529537,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,26,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.19534952,0,12,12,not computable: a zero count in the epoch,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,26,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.94830323,0,12,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,27,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.92907731,3,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,27,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,-1.09861229,-0.97117063,3,9,12,,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,27,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.90024794,0,9,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,28,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.62839107,7,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,28,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,0.33647224,-1.02478762,7,5,12,,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,28,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.65317869,0,5,12,not computable: a zero count in the epoch,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,29,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.40546511,0.79442367,3,2,12,,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,29,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,-0.84729786,-0.98997804,3,7,12,,m2,m1
run5-tbt-2s,nazionale,1,2,none,true,29,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,-1.25276297,-1.78440171,2,7,12,,m3,m1
run5-tbt-2s,nazionale,1,2,none,true,30,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,,0.92999756,0,0,12,not computable: a zero count in the epoch,m2,m3
run5-tbt-2s,nazionale,1,2,none,true,30,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,,-1.11843797,0,12,12,not computable: a zero count in the epoch,m2,m1
