experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,cluster_head_host,cluster_head_address,n_epoch_pairs,n_distinct_rho_values,n_pairs_rho_equal_1,spearman_rho_e_vs_w_next,spearman_p,spearman_rho_e_vs_w_next_over_W_raw_next,spearman_p_control,spearman_R_k_vs_rho_k,spearman_p_R_vs_rho,note
run5-tbt-2s,nazionale,1,2,none,true,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,40,2,36,0.53749,0.000348,0.478735,0.002049,0.520022,0.000583,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,nazionale,1,2,none,true,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,34,2,30,0.580441,0.00032,0.519899,0.001928,0.558718,0.000594,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,nazionale,1,2,none,true,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,39,2,35,0.53483,0.000452,0.448851,0.004705,0.525924,0.000585,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,nazionale,1,2,none,true,all clusters pooled,,113,2,101,0.454066,0.0,0.470097,0.0,0.53396,0.0,"pooled across clusters: w_k(e+1) mixes cluster sizes, so the pooled coefficient is dominated by the between-cluster ESG x activity differences, not by rho"
