experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run5-tbt-2s,nazionale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.61847043,0.13208466,2.3595845,2.87735635,-26.35568027,361.53305301,114,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,nazionale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.73594008,0.13500864,2.47132315,3.000557,2.4553231,336.95476835,114,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,nazionale,1,2,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.97815203,,,,0.17192239,,32,,"H0 of proportionality: slope = 1, intercept = 0",,0.6517144,5.332e-05,0.61350673,0.00018853
