experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch_first,epoch_last,validator_host,validator_address,p_theoretical_first,p_hat_first,wilson_low_first,wilson_high_first,p_theoretical_last,p_hat_last,wilson_low_last,wilson_high_last,gain_observed,gain_theoretical,intervals_overlap,mono_n_pairs_total,mono_n_pairs_informative,mono_n_concordant,mono_concordance_rate,mono_sign_test_p_greater,mono_note
run5-tbt-2s,nazionale,1,2,none,true,18,55,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0.242297,0.0,0.0,0.24249401,0.236661,0.25,0.08894167,0.53230533,0.25,-0.005636,1,37,21,9,0.42857143,0.80834484,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
run5-tbt-2s,nazionale,1,2,none,true,18,55,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0.100265,0.0,0.0,0.24249401,0.091819,0.0,0.0,0.24249401,0.0,-0.008446,1,37,8,7,0.875,0.03515625,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
run5-tbt-2s,nazionale,1,2,none,true,18,55,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,0.657437,1.0,0.75750599,1.0,0.67152,0.75,0.46769467,0.91105833,-0.25,0.014083,1,37,26,15,0.57692308,0.27859855,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
