tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
151,152,admin,12,9.667,10.000,+0.333,5.000,2000-01-01 00:25:26,5,run/data/admin/debug.log,704
151,152,m1,12,9.667,10.000,+0.333,5.000,2000-01-01 00:25:13,6,run/data/m1/debug.log,637
151,152,m2,12,9.667,10.000,+0.333,5.000,2000-01-01 00:25:12,6,run/data/m2/debug.log,616
151,152,m3,12,9.667,10.000,+0.333,5.000,2000-01-01 00:25:13,6,run/data/m3/debug.log,616
152,153,admin,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:42,5,run/data/admin/debug.log,734
152,153,m1,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:26,6,run/data/m1/debug.log,1247
152,153,m2,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:26,6,run/data/m2/debug.log,643
152,153,m3,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:27,6,run/data/m3/debug.log,647
153,154,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:25:50,2,run/data/admin/debug.log,764
153,154,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:25:41,3,run/data/m1/debug.log,1684
153,154,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:25:41,3,run/data/m2/debug.log,911
153,154,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:25:43,3,run/data/m3/debug.log,678
154,155,admin,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:58,2,run/data/admin/debug.log,785
154,155,m1,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:49,3,run/data/m1/debug.log,1931
154,155,m2,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:50,3,run/data/m2/debug.log,949
154,155,m3,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:50,3,run/data/m3/debug.log,693
155,156,admin,12,10.500,10.000,-0.500,5.000,2000-01-01 00:26:09,2,run/data/admin/debug.log,802
155,156,m1,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:58,3,run/data/m1/debug.log,2205
155,156,m2,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:59,3,run/data/m2/debug.log,964
155,156,m3,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:59,3,run/data/m3/debug.log,708
156,157,admin,12,10.583,10.000,-0.583,5.000,2000-01-01 00:26:21,2,run/data/admin/debug.log,816
156,157,m1,12,10.583,10.000,-0.583,5.000,2000-01-01 00:26:09,3,run/data/m1/debug.log,2776
156,157,m2,12,10.583,10.000,-0.583,5.000,2000-01-01 00:26:10,3,run/data/m2/debug.log,979
156,157,m3,12,10.583,10.000,-0.583,5.000,2000-01-01 00:26:10,3,run/data/m3/debug.log,723
157,158,admin,12,10.917,10.000,-0.917,5.000,2000-01-01 00:26:32,5,run/data/admin/debug.log,830
157,158,m1,12,10.917,10.000,-0.917,5.000,2000-01-01 00:26:21,6,run/data/m1/debug.log,2799
157,158,m2,12,10.917,10.000,-0.917,5.000,2000-01-01 00:26:22,6,run/data/m2/debug.log,994
157,158,m3,12,10.917,10.000,-0.917,5.000,2000-01-01 00:26:22,6,run/data/m3/debug.log,738
158,159,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:48,5,run/data/admin/debug.log,860
158,159,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:32,6,run/data/m1/debug.log,2824
158,159,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:33,6,run/data/m2/debug.log,1028
158,159,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:32,6,run/data/m3/debug.log,1010
159,160,admin,12,11.167,10.000,-1.167,5.000,2000-01-01 00:27:00,2,run/data/admin/debug.log,890
159,160,m1,12,11.167,10.000,-1.167,5.000,2000-01-01 00:26:47,3,run/data/m1/debug.log,2895
159,160,m2,12,11.167,10.000,-1.167,5.000,2000-01-01 00:26:48,3,run/data/m2/debug.log,1059
159,160,m3,12,11.250,10.000,-1.250,5.000,2000-01-01 00:26:48,3,run/data/m3/debug.log,1162
160,161,admin,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:11,2,run/data/admin/debug.log,904
160,161,m1,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:01,3,run/data/m1/debug.log,2926
160,161,m2,12,11.333,10.000,-1.333,5.000,2000-01-01 00:26:59,3,run/data/m2/debug.log,1091
160,161,m3,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:01,3,run/data/m3/debug.log,1200
161,162,admin,12,11.500,10.000,-1.500,5.000,2000-01-01 00:27:19,2,run/data/admin/debug.log,918
161,162,m1,12,11.500,10.000,-1.500,5.000,2000-01-01 00:27:12,3,run/data/m1/debug.log,2941
161,162,m2,12,11.500,10.000,-1.500,5.000,2000-01-01 00:27:10,3,run/data/m2/debug.log,2535
161,162,m3,12,11.500,10.000,-1.500,5.000,2000-01-01 00:27:12,3,run/data/m3/debug.log,1215
162,163,admin,12,11.250,10.000,-1.250,5.000,2000-01-01 00:27:34,5,run/data/admin/debug.log,932
162,163,m1,12,11.250,10.000,-1.250,5.000,2000-01-01 00:27:19,6,run/data/m1/debug.log,2956
162,163,m2,12,11.250,10.000,-1.250,5.000,2000-01-01 00:27:18,6,run/data/m2/debug.log,2762
162,163,m3,12,11.250,10.000,-1.250,5.000,2000-01-01 00:27:20,6,run/data/m3/debug.log,1230
163,164,admin,12,11.833,10.000,-1.833,5.000,2000-01-01 00:27:47,5,run/data/admin/debug.log,962
163,164,m1,12,11.833,10.000,-1.833,5.000,2000-01-01 00:27:34,6,run/data/m1/debug.log,3188
163,164,m2,12,11.833,10.000,-1.833,5.000,2000-01-01 00:27:34,6,run/data/m2/debug.log,2786
163,164,m3,12,11.833,10.000,-1.833,5.000,2000-01-01 00:27:35,6,run/data/m3/debug.log,1261
164,165,admin,12,11.750,10.000,-1.750,5.000,2000-01-01 00:27:54,2,run/data/admin/debug.log,992
164,165,m1,12,11.750,10.000,-1.750,5.000,2000-01-01 00:27:47,3,run/data/m1/debug.log,3352
164,165,m2,12,11.750,10.000,-1.750,5.000,2000-01-01 00:27:47,3,run/data/m2/debug.log,3102
164,165,m3,12,11.750,10.000,-1.750,5.000,2000-01-01 00:27:48,3,run/data/m3/debug.log,1292
165,166,admin,12,11.000,10.000,-1.000,5.000,2000-01-01 00:28:09,2,run/data/admin/debug.log,1009
165,166,m1,12,11.000,10.000,-1.000,5.000,2000-01-01 00:27:54,3,run/data/m1/debug.log,3390
165,166,m2,12,11.000,10.000,-1.000,5.000,2000-01-01 00:27:53,3,run/data/m2/debug.log,3162
165,166,m3,12,11.000,10.000,-1.000,5.000,2000-01-01 00:27:55,3,run/data/m3/debug.log,1314
166,167,admin,12,11.667,10.000,-1.667,5.000,2000-01-01 00:28:22,2,run/data/admin/debug.log,1023
166,167,m1,12,11.667,10.000,-1.667,5.000,2000-01-01 00:28:10,3,run/data/m1/debug.log,3405
166,167,m2,12,11.667,10.000,-1.667,5.000,2000-01-01 00:28:09,3,run/data/m2/debug.log,3287
166,167,m3,12,11.667,10.000,-1.667,5.000,2000-01-01 00:28:10,3,run/data/m3/debug.log,1329
167,168,admin,12,12.000,10.000,-2.000,5.000,2000-01-01 00:28:34,2,run/data/admin/debug.log,1037
167,168,m1,12,12.000,10.000,-2.000,5.000,2000-01-01 00:28:22,3,run/data/m1/debug.log,3788
167,168,m2,12,12.000,10.000,-2.000,5.000,2000-01-01 00:28:23,3,run/data/m2/debug.log,3302
167,168,m3,12,12.000,10.000,-2.000,5.000,2000-01-01 00:28:23,3,run/data/m3/debug.log,1344
168,169,admin,12,12.083,10.000,-2.083,5.000,2000-01-01 00:28:43,2,run/data/admin/debug.log,1051
