sample_height,host,balance_gas
34,c1,99.8042
34,c2,99.8046
34,c3,99.8042
34,c4,99.8042
34,c5,99.8044
34,m1,4.3493
34,m2,21.1108
34,m3,41.4892
34,ca,49.3564
37,c1,99.6078
37,c2,99.6642
37,c3,99.719
37,c4,99.7192
37,c5,99.7194
37,m1,104.3493
37,m2,21.1108
37,m3,42.4908
37,ca,49.3564
40,c1,99.3856
40,c2,99.4976
40,c3,99.6078
40,c4,99.608
40,c5,99.6638
40,m1,104.5455
40,m2,21.1108
40,m3,42.9352
40,ca,49.3564
42,c1,99.1626
42,c2,99.3864
42,c3,99.4966
42,c4,99.5524
42,c5,99.6082
42,m1,104.5455
42,m2,21.1108
42,m3,43.2688
42,ca,49.3564
46,c1,98.9398
46,c2,99.2194
46,c3,99.3854
46,c4,99.4412
46,c5,99.5526
46,m1,104.8793
46,m2,21.1108
46,m3,43.2688
46,ca,49.3564
49,c1,98.7168
49,c2,99.108
49,c3,99.274
49,c4,99.3856
49,c5,99.4414
49,m1,105.2689
49,m2,21.1108
49,m3,43.4916
49,ca,49.3564
51,c1,98.5494
51,c2,98.9406
51,c3,99.1624
51,c4,99.2742
51,c5,99.3858
51,m1,105.6589
51,m2,21.1108
51,m3,43.4916
51,ca,49.3564
55,c1,98.3262
55,c2,98.8292
55,c3,99.0508
55,c4,99.2184
55,c5,99.3302
55,m1,106.2165
55,m2,21.1108
55,m3,43.8818
55,ca,49.3564
58,c1,98.1034
58,c2,98.662
58,c3,98.9392
58,c4,99.1068
58,c5,99.2744
58,m1,106.2165
58,m2,21.6128
58,m3,43.8818
58,ca,49.3564
61,c1,97.8804
61,c2,98.5506
61,c3,98.8278
61,c4,99.051
61,c5,99.2188
61,m1,106.2165
61,m2,21.7242
61,m3,44.4392
61,ca,49.3564
64,c1,97.6576
64,c2,98.3834
64,c3,98.7162
64,c4,98.9394
64,c5,99.1072
64,m1,106.2165
64,m2,22.3376
64,m3,44.4392
64,ca,49.3564
67,c1,97.4904
67,c2,98.272
67,c3,98.6606
67,c4,98.8836
67,c5,99.0514
67,m1,106.4951
67,m2,22.3376
67,m3,44.6062
67,ca,49.3564
70,c1,97.2674
70,c2,98.1046
70,c3,98.5492
70,c4,98.7722
70,c5,98.9956
70,m1,106.4951
70,m2,22.3376
70,m3,44.9406
70,ca,49.3564
73,c1,97.0448
73,c2,97.993
73,c3,98.4378
73,c4,98.7166
73,c5,98.9398
73,m1,106.4951
73,m2,22.3376
73,m3,45.6092
73,ca,49.3564
76,c1,96.8218
76,c2,97.8256
76,c3,98.3262
76,c4,98.605
76,c5,98.8282
76,m1,106.4951
76,m2,22.3376
76,m3,45.6092
76,ca,49.3564
79,c1,96.5992
79,c2,97.6582
79,c3,98.215
79,c4,98.5494
79,c5,98.7724
79,m1,106.4951
79,m2,22.7278
79,m3,45.6092
79,ca,49.3564
82,c1,96.432
82,c2,97.5468
82,c3,98.1036
82,c4,98.4378
82,c5,98.7166
82,m1,106.4951
82,m2,22.7278
82,m3,45.8322
82,ca,49.3564
85,c1,96.2092
85,c2,97.3794
85,c3,97.992
85,c4,98.382
85,c5,98.6608
85,m1,106.4951
85,m2,22.7278
85,m3,46.1106
85,ca,49.3564
88,c1,95.9862
88,c2,97.268
88,c3,97.8804
88,c4,98.2706
88,c5,98.605
88,m1,106.4951
88,m2,23.2296
88,m3,46.1106
88,ca,49.3564
91,c1,95.7632
91,c2,97.1008
91,c3,97.7688
91,c4,98.2148
91,c5,98.4938
91,m1,106.4951
91,m2,23.3964
91,m3,46.1106
91,ca,49.3564
95,c1,95.5402
95,c2,96.9892
95,c3,97.6574
95,c4,98.1032
95,c5,98.4382
95,m1,106.4951
95,m2,23.3964
95,m3,46.501
95,ca,49.3564
98,c1,95.3732
98,c2,96.8218
98,c3,97.6016
98,c4,98.0474
98,c5,98.3826
98,m1,106.4951
98,m2,23.675
98,m3,46.501
98,ca,49.3564
100,c1,95.15
100,c2,96.71
100,c3,97.49
100,c4,97.9356
100,c5,98.3268
100,m1,7.1879
100,m2,10.6694
100,m3,37.5556
100,ca,49.3564
103,c1,94.926
103,c2,96.542
103,c3,97.3782
103,c4,97.8238
103,c5,98.215
103,m1,108.0605
103,m2,110.973
103,m3,37.5556
103,ca,49.3564
106,c1,94.7022
106,c2,96.43
106,c3,97.2664
106,c4,97.768
106,c5,98.159
106,m1,107.9547
106,m2,110.8672
106,m3,37.4496
106,ca,49.3564
110,c1,94.4784
110,c2,96.262
110,c3,97.1544
110,c4,97.6562
110,c5,98.103
110,m1,107.9547
110,m2,111.035
110,m3,37.4496
110,ca,49.3564
113,c1,94.3106
113,c2,96.15
113,c3,97.0424
113,c4,97.6002
113,c5,98.047
113,m1,107.9547
113,m2,111.203
113,m3,37.9532
113,ca,49.3564
116,c1,94.0858
116,c2,95.9822
116,c3,96.9306
116,c4,97.4884
116,c5,97.9912
116,m1,107.9547
116,m2,111.539
116,m3,38.121
116,ca,49.3564
119,c1,93.8612
119,c2,95.8142
119,c3,96.8188
119,c4,97.4326
119,c5,97.8794
119,m1,107.9547
119,m2,112.0992
119,m3,38.2888
119,ca,49.3564
121,c1,93.6364
121,c2,95.7022
121,c3,96.7068
121,c4,97.3206
121,c5,97.8234
121,m1,107.9547
121,m2,112.0992
121,m3,38.6252
121,ca,49.3564
125,c1,93.4118
125,c2,95.5342
125,c3,96.595
125,c4,97.2646
125,c5,97.7674
125,m1,107.9547
125,m2,112.0992
125,m3,38.6252
125,ca,49.3564
128,c1,93.2432
128,c2,95.4226
128,c3,96.539
128,c4,97.1526
128,c5,97.7114
128,m1,107.9547
128,m2,112.0992
128,m3,38.8492
128,ca,49.3564
131,c1,93.019
131,c2,95.2546
131,c3,96.4272
131,c4,97.0966
131,c5,97.6556
131,m1,107.9547
131,m2,112.435
131,m3,38.9612
131,ca,49.3564
133,c1,92.7946
133,c2,95.1426
133,c3,96.3154
133,c4,96.9848
133,c5,97.5436
133,m1,107.9547
133,m2,112.659
133,m3,39.2412
133,ca,49.3564
137,c1,92.5704
137,c2,94.9746
137,c3,96.2034
137,c4,96.9288
137,c5,97.4878
137,m1,107.9547
137,m2,112.827
137,m3,39.8012
137,ca,49.3564
139,c1,92.3458
139,c2,94.8626
139,c3,96.0916
139,c4,96.8168
139,c5,97.4318
139,m1,107.9547
139,m2,113.107
139,m3,40.1374
139,ca,49.3564
143,c1,92.1774
143,c2,94.695
143,c3,95.9796
143,c4,96.7608
143,c5,97.3758
143,m1,107.9547
143,m2,113.2192
143,m3,40.1374
143,ca,49.3564
146,c1,91.9526
146,c2,94.5832
146,c3,95.8676
146,c4,96.6488
146,c5,97.2638
146,m1,107.9547
146,m2,113.3872
146,m3,40.4736
146,ca,49.3564
149,c1,91.7282
149,c2,94.4154
149,c3,95.7558
149,c4,96.5928
149,c5,97.2078
149,m1,107.9547
149,m2,113.8914
149,m3,40.6418
149,ca,49.3564
152,c1,91.5036
152,c2,94.3036
152,c3,95.6438
152,c4,96.4808
152,c5,97.1518
152,m1,108.3469
152,m2,114.0594
152,m3,40.6418
152,ca,49.3564
154,c1,91.279
154,c2,94.1352
154,c3,95.5318
154,c4,96.4248
154,c5,97.096
154,m1,109.0755
154,m2,114.0594
154,m3,40.6418
154,ca,49.3564
157,c1,91.1104
157,c2,94.0228
157,c3,95.476
157,c4,96.3128
157,c5,97.04
157,m1,109.5243
157,m2,114.0594
157,m3,40.6418
157,ca,49.3564
159,c1,90.886
159,c2,93.8544
159,c3,95.3642
159,c4,96.2568
159,c5,96.9282
159,m1,110.0283
159,m2,114.0594
159,m3,40.8654
159,ca,49.3564
162,c1,90.6612
162,c2,93.6864
162,c3,95.2522
162,c4,96.145
162,c5,96.8722
162,m1,110.3087
162,m2,114.5082
162,m3,40.6418
162,ca,49.3564
165,c1,90.4366
165,c2,93.574
165,c3,95.1402
165,c4,96.089
165,c5,96.8162
165,m1,110.3087
165,m2,115.237
165,m3,40.6418
165,ca,49.3564
167,c1,90.2118
167,c2,93.4056
167,c3,95.0284
167,c4,95.977
167,c5,96.7602
167,m1,110.3087
167,m2,115.6856
167,m3,40.6418
167,ca,49.3564
170,c1,90.0434
170,c2,93.2932
170,c3,94.9164
170,c4,95.921
170,c5,96.7044
170,m1,111.0375
170,m2,115.6856
170,m3,40.6418
170,ca,49.3564
174,c1,89.8186
174,c2,93.1246
174,c3,94.8044
174,c4,95.809
174,c5,96.5924
174,m1,111.5987
174,m2,115.6856
174,m3,40.6418
174,ca,49.3564
176,c1,89.594
176,c2,93.0124
176,c3,94.6924
176,c4,95.6972
176,c5,96.5364
176,m1,111.5987
176,m2,116.1346
176,m3,40.6418
176,ca,49.3564
179,c1,89.3694
179,c2,92.8442
179,c3,94.5804
179,c4,95.6412
179,c5,96.4804
179,m1,112.2153
179,m2,116.527
179,m3,40.6418
179,ca,49.3564
182,c1,89.1448
182,c2,92.732
182,c3,94.4684
182,c4,95.5292
182,c5,96.4246
182,m1,112.7197
182,m2,116.527
182,m3,40.6418
182,ca,49.3564
185,c1,88.9764
185,c2,92.5636
185,c3,94.4124
185,c4,95.4732
185,c5,96.3128
185,m1,112.9997
185,m2,116.6954
185,m3,40.6418
185,ca,49.3564
188,c1,88.7516
188,c2,92.4516
188,c3,94.3004
188,c4,95.3616
188,c5,96.257
188,m1,113.5603
188,m2,116.9198
188,m3,40.6418
188,ca,49.3564
192,c1,88.5272
192,c2,92.283
192,c3,94.1882
192,c4,95.3058
192,c5,96.201
192,m1,114.2889
192,m2,116.9198
192,m3,40.6418
192,ca,49.3564
195,c1,88.3024
195,c2,92.1706
195,c3,94.0758
195,c4,95.1938
195,c5,96.145
195,m1,114.7379
195,m2,116.9198
195,m3,40.6418
195,ca,49.3564
199,c1,88.078
199,c2,92.0024
199,c3,93.9636
199,c4,95.1378
199,c5,96.089
199,m1,113.7029
199,m2,117.088
199,m3,40.6418
199,ca,49.3564
201,c1,87.9094
201,c2,91.89
201,c3,93.8514
201,c4,95.0258
201,c5,95.977
201,m1,7.9622
201,m2,47.99
201,m3,31.8656
201,ca,49.3564
204,c1,87.6848
204,c2,91.7214
204,c3,93.739
204,c4,94.9698
204,c5,95.921
204,m1,109.5946
204,m2,48.1586
204,m3,31.8656
204,ca,49.3564
206,c1,87.4606
206,c2,91.5528
206,c3,93.6268
206,c4,94.8578
206,c5,95.865
206,m1,109.5182
206,m2,48.3894
206,m3,31.981
206,ca,49.3564
209,c1,87.2362
209,c2,91.4404
209,c3,93.5146
209,c4,94.802
209,c5,95.8092
209,m1,109.6302
209,m2,48.6138
209,m3,32.4964
209,ca,49.3564
211,c1,87.0118
211,c2,91.272
211,c3,93.4022
211,c4,94.6902
211,c5,95.6972
211,m1,110.303
211,m2,48.6138
211,m3,32.4964
211,ca,49.3564
214,c1,86.8434
214,c2,91.1596
214,c3,93.346
214,c4,94.6342
214,c5,95.6412
214,m1,110.9202
214,m2,48.6138
214,m3,32.4964
214,ca,49.3564
217,c1,86.6186
217,c2,90.991
217,c3,93.2336
217,c4,94.5224
217,c5,95.5852
217,m1,111.5374
217,m2,48.6138
217,m3,32.4964
217,ca,49.3564
221,c1,86.3942
221,c2,90.8786
221,c3,93.1212
221,c4,94.4664
221,c5,95.5294
221,m1,113.5258
221,m2,47.5232
221,m3,32.4964
221,ca,49.3564
223,c1,86.1694
223,c2,90.7102
223,c3,93.0092
223,c4,94.3546
223,c5,95.4734
223,m1,113.9184
223,m2,47.5232
223,m3,32.4964
223,ca,49.3564
226,c1,85.9448
226,c2,90.5978
226,c3,92.8972
226,c4,94.2986
226,c5,95.3618
226,m1,114.3108
226,m2,47.8038
226,m3,32.4964
226,ca,49.3564
230,c1,85.7204
230,c2,90.4296
230,c3,92.785
230,c4,94.1864
230,c5,95.3058
230,m1,114.8152
230,m2,47.8038
230,m3,32.6644
230,ca,49.3564
232,c1,85.552
232,c2,90.3174
232,c3,92.6728
232,c4,94.1302
232,c5,95.2498
232,m1,115.04
232,m2,48.0284
232,m3,32.6644
232,ca,49.3564
235,c1,85.3276
235,c2,90.1488
235,c3,92.5606
235,c4,94.018
235,c5,95.1938
235,m1,115.5448
235,m2,48.1966
235,m3,32.6644
235,ca,49.3564
238,c1,85.103
238,c2,89.9802
238,c3,92.4482
238,c4,93.9056
238,c5,95.0818
238,m1,115.5448
238,m2,48.9826
238,m3,32.6644
238,ca,49.3564
240,c1,84.8784
240,c2,89.8678
240,c3,92.336
240,c4,93.8494
240,c5,95.0258
240,m1,115.5448
240,m2,49.3196
240,m3,32.6644
240,ca,49.3564
243,c1,84.6538
243,c2,89.6992
243,c3,92.2236
243,c4,93.7372
243,c5,94.9698
243,m1,116.05
243,m2,49.4882
243,m3,32.6644
243,ca,49.3564
246,c1,84.4854
246,c2,89.5868
246,c3,92.1112
246,c4,93.681
246,c5,94.9138
246,m1,116.05
246,m2,49.7688
246,m3,32.9452
246,ca,49.3564
249,c1,84.261
249,c2,89.4184
249,c3,92.055
249,c4,93.569
249,c5,94.8578
249,m1,116.7796
249,m2,49.7688
249,m3,32.9452
249,ca,49.3564
251,c1,84.0362
251,c2,89.306
251,c3,91.9428
251,c4,93.5128
251,c5,94.7458
251,m1,117.3968
251,m2,49.7688
251,m3,32.9452
251,ca,49.3564
254,c1,83.8116
254,c2,89.1376
254,c3,91.8306
254,c4,93.4006
254,c5,94.6898
254,m1,117.8458
254,m2,49.9936
254,m3,32.9452
254,ca,49.3564
257,c1,83.587
257,c2,89.0252
257,c3,91.7184
257,c4,93.3446
257,c5,94.6338
257,m1,118.1828
257,m2,50.1616
257,m3,32.9452
257,ca,49.3564
259,c1,83.4184
259,c2,88.857
259,c3,91.6062
259,c4,93.2324
259,c5,94.5778
259,m1,118.1828
259,m2,50.7788
259,m3,32.9452
259,ca,49.3564
262,c1,83.1938
262,c2,88.7448
262,c3,91.4942
262,c4,93.1762
262,c5,94.4658
262,m1,118.8562
262,m2,50.7788
262,m3,32.9452
262,ca,49.3564
265,c1,82.969
265,c2,88.5764
265,c3,91.382
265,c4,93.064
265,c5,94.4098
265,m1,119.4734
265,m2,50.7788
265,m3,32.9452
265,ca,49.3564
268,c1,82.7444
268,c2,88.4642
268,c3,91.2696
268,c4,93.0078
268,c5,94.3538
268,m1,120.2592
268,m2,50.7788
268,m3,32.9452
268,ca,49.3564
271,c1,82.5196
271,c2,88.296
271,c3,91.1572
271,c4,92.8954
271,c5,94.2978
271,m1,119.3922
271,m2,50.7788
271,m3,32.9452
271,ca,49.3564
273,c1,82.3514
273,c2,88.1274
273,c3,91.0448
273,c4,92.8392
273,c5,94.2416
273,m1,121.1014
273,m2,50.7788
273,m3,32.9452
273,ca,49.3564
277,c1,82.127
277,c2,88.0154
277,c3,90.9886
277,c4,92.7268
277,c5,94.1292
277,m1,121.5504
277,m2,51.172
277,m3,32.9452
277,ca,49.3564
280,c1,81.9024
280,c2,87.847
280,c3,90.8762
280,c4,92.6708
280,c5,94.073
280,m1,122.0556
280,m2,51.172
280,m3,33.226
280,ca,49.3564
283,c1,81.678
283,c2,87.7346
283,c3,90.7638
283,c4,92.5584
283,c5,94.017
283,m1,122.3926
283,m2,51.172
283,m3,33.226
283,ca,49.3564
286,c1,81.4532
286,c2,87.5664
286,c3,90.6516
286,c4,92.5022
286,c5,93.961
286,m1,122.5612
286,m2,51.3402
286,m3,33.5064
286,ca,49.3564
289,c1,81.2848
289,c2,87.4542
289,c3,90.5392
289,c4,92.39
289,c5,93.9048
289,m1,123.3472
289,m2,51.3402
289,m3,33.5064
289,ca,49.3564
292,c1,81.0604
292,c2,87.2856
292,c3,90.427
292,c4,92.2776
292,c5,93.7926
292,m1,123.9084
292,m2,51.3402
292,m3,33.5064
