txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
28ae49a3d498605a9c101efb07e9fda88a63dcad60e3a6dae7b29360e632fd35,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,199052,1,105,946685853,946685857,492,106,txs.log UpdateTx
a7780706a9bff7e4703dff54577c09a13990946031ce60d443d7177578e90809,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,502990,1,105,946685853,946685857,492,106,txs.log UpdateTx
bc90c2c680931ab7e1f272255925f63039c10fb4adfa00ebc501d4a7d7ded8ad,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,50861,1,105,946685853,946685857,492,106,txs.log UpdateTx
363ca30eaa670f18df888c06067a7df072cfb7fb2315d5f9147778c50ea6a1f0,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,74727,2,205,946686888,946686896,392,206,txs.log UpdateTx
37dd1ee7140c14c0678622f76244f61af6e24da4a41918c75567988146cf86b2,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,785078,2,205,946686888,946686896,392,206,txs.log UpdateTx
eea7a23b484fc4d19d987ccab9db6953bf05534cf5da6a27cb50228617971e8b,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,298559,2,205,946686888,946686896,392,206,txs.log UpdateTx
be1bca95798801e0a40012406559ee4339c035ee34f0ecb167adda00aae514be,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,268877,3,305,946687968,946687977,292,306,txs.log UpdateTx
0a3eba1fa5a6a509d943b8a56c81e6ce54290aaecd7b2ff301a853f2a0494987,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,823464,3,305,946687968,946687977,292,306,txs.log UpdateTx
48b1a3a2b3c22d4ef40828e3f18f6ab8ebda69d84b3f31629410e157d913d109,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,79841,3,305,946687968,946687977,292,306,txs.log UpdateTx
dec1a25c4a2edaaa112d2d54404f98651d39f8d0d879f316bc106e649789afae,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,820469,4,405,946689048,946689059,192,406,txs.log UpdateTx
5d3dbf16fcb910b69f1dee96dad1655e39abbd2e4539c9bc98d7cdcd9d099d05,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,313801,4,405,946689048,946689059,192,406,txs.log UpdateTx
ce0adfb2650404666745f6aa47bdab9bca3508c6cb862ff8f3515fb52ca5c52c,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,78137,4,405,946689048,946689059,192,406,txs.log UpdateTx
7c0d69716c5042632f3e973797c9abb59d4fa0468d80ef649320eafda92075c2,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,839662,5,505,946690131,946690145,92,506,txs.log UpdateTx
a6336e8002f6f99edc063c757e0ba0655ee9908f7ad078b432ae399d342d2250,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,324155,5,505,946690131,946690145,92,506,txs.log UpdateTx
c88bbb01f5f777b6d7c9db275e23362f7b73137c0bed2cb1a10f93e08515d789,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,79841,5,505,946690131,946690145,92,506,txs.log UpdateTx
