epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
13,True,3,0,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,11099,13,11099,ok
13,True,3,0,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,44664,13,44664,ok
13,True,3,0,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,91627,13,91627,ok
