txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
11c97a356ee6b27781f3e12a196afb85da0046d86e75bdb92728323d32e4a3c7,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,1,1,18,946685067,946685084,155,19,txs.log UpdateTx
07f17371ad585d789ba7bd52f74986a84f7c53f92ccbd3cb8532d67fb6fc2bf2,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1,1,18,946685067,946685084,155,19,txs.log UpdateTx
10f1ba5cd6b0667b39812cb3ccff3b9caa729f94b5ea58a56e580f9b91b8bf60,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,1,1,18,946685067,946685084,155,19,txs.log UpdateTx
904920a8b86cb33d72241e3772c6e6e311dde96f57cdaa89cdd1379c35e66cb1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,8637,2,29,946685232,946685240,144,30,txs.log UpdateTx
7dbbb9982527edc6f23ea8492b782256558b09a9f32b29454ea108864ba8263e,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,7572,2,29,946685232,946685240,144,30,txs.log UpdateTx
40fbc6000053c53c7bed3cb05d4d04121faf563f3f35660aae47cd3a65f20aa6,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,3961,2,29,946685232,946685240,144,30,txs.log UpdateTx
d705c34557e0069b6e991ee3173accf9b6dc13ed9636979f219c4a9b8456d528,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,43134,3,41,946685406,946685423,132,42,txs.log UpdateTx
50ac987b3d33541d47513cd33fa715cbddf3d9fdd630e18f187e54a5e3970ce2,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,86978,3,41,946685406,946685423,132,42,txs.log UpdateTx
470693e50aaea852fc8e1779c619a449800d756b1ba4b60f232137800de856d6,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,12849,3,41,946685406,946685423,132,42,txs.log UpdateTx
1e9ba2a327e43e291dc833a0cd369ad743b9d4907717066c6546fcfcce51db60,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,89605,4,53,946685598,946685606,120,54,txs.log UpdateTx
