height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
60,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1.2679518e-05,20,946685695,946685675,4,admin m1 m2 m3,8,2000-01-01 00:14:56,run/data/admin/debug.log,511
61,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,2.87323048e-08,7,946685703,946685695,4,admin m1 m2 m3,8,2000-01-01 00:15:04,run/data/admin/debug.log,525
62,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,1.41391945e-05,20,946685725,946685703,4,admin m1 m2 m3,8,2000-01-01 00:15:26,run/data/admin/debug.log,541
63,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,8.14011499e-06,17,946685745,946685725,4,admin m1 m2 m3,11,2000-01-01 00:15:45,run/data/admin/debug.log,555
63,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,1.0723984e-05,19,946685745,946685725,4,admin m1 m2 m3,9,2000-01-01 00:15:45,run/data/admin/debug.log,566
64,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1.67159702e-05,21,946685767,946685745,4,admin m1 m2 m3,8,2000-01-01 00:16:07,run/data/admin/debug.log,588
65,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,7.54091211e-06,17,946685786,946685767,4,admin m1 m2 m3,8,2000-01-01 00:16:26,run/data/admin/debug.log,602
66,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,2.12051001e-06,11,946685798,946685786,4,admin m1 m2 m3,8,2000-01-01 00:16:38,run/data/admin/debug.log,617
67,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1.88543028e-05,21,946685821,946685798,4,admin m1 m2 m3,11,2000-01-01 00:17:01,run/data/admin/debug.log,631
67,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,0.000139307241,22,946685821,946685798,4,admin m1 m2 m3,9,2000-01-01 00:17:02,run/data/admin/debug.log,642
68,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.6613419e-06,13,946685835,946685821,4,admin m1 m2 m3,8,2000-01-01 00:17:16,run/data/admin/debug.log,661
69,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,6.27066975e-07,8,946685844,946685835,4,admin m1 m2 m3,8,2000-01-01 00:17:24,run/data/admin/debug.log,675
70,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,1.57566672e-06,10,946685856,946685844,4,admin m1 m2 m3,8,2000-01-01 00:17:37,run/data/admin/debug.log,689
71,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,3.40508185e-06,13,946685870,946685856,4,admin m1 m2 m3,8,2000-01-01 00:17:51,run/data/admin/debug.log,703
72,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,5.83240724e-06,15,946685888,946685870,4,admin m1 m2 m3,11,2000-01-01 00:18:08,run/data/admin/debug.log,720
72,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,7.9065127e-06,17,946685888,946685870,4,admin m1 m2 m3,9,2000-01-01 00:18:08,run/data/admin/debug.log,731
73,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.32239445e-07,8,946685897,946685888,4,admin m1 m2 m3,8,2000-01-01 00:18:17,run/data/admin/debug.log,751
74,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,2.05773291e-06,11,946685910,946685897,4,admin m1 m2 m3,11,2000-01-01 00:18:31,run/data/admin/debug.log,765
74,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,2.2108721e-06,11,946685910,946685897,4,admin m1 m2 m3,9,2000-01-01 00:18:31,run/data/admin/debug.log,776
75,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1.81503346e-06,10,946685922,946685910,4,admin m1 m2 m3,8,2000-01-01 00:18:43,run/data/admin/debug.log,795
76,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.11789888e-06,13,946685935,946685922,4,admin m1 m2 m3,8,2000-01-01 00:18:56,run/data/admin/debug.log,809
77,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.68711589e-07,8,946685944,946685935,4,admin m1 m2 m3,8,2000-01-01 00:19:05,run/data/admin/debug.log,823
78,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,6.55855749e-06,17,946685963,946685944,2,admin m3,4,2000-01-01 00:19:23,run/data/admin/debug.log,838
78,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,5.66817595e-06,16,946685963,946685944,4,admin m1 m2 m3,10,2000-01-01 00:19:23,run/data/admin/debug.log,849
78,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,m3,5.13171869e-06,16,946685963,946685944,4,admin m1 m2 m3,6,2000-01-01 00:19:23,run/data/admin/debug.log,860
79,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,8.40923487e-07,9,946685974,946685963,4,admin m1 m2 m3,8,2000-01-01 00:19:34,run/data/admin/debug.log,868
80,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.85968894e-08,8,946685983,946685974,4,admin m1 m2 m3,8,2000-01-01 00:19:43,run/data/admin/debug.log,886
81,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,1.9373258e-06,12,946685995,946685983,4,admin m1 m2 m3,8,2000-01-01 00:19:55,run/data/admin/debug.log,900
82,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.44218741e-06,14,946686009,946685995,4,admin m1 m2 m3,8,2000-01-01 00:20:09,run/data/admin/debug.log,917
83,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,3.02166902e-07,8,946686018,946686009,4,admin m1 m2 m3,8,2000-01-01 00:20:18,run/data/admin/debug.log,931
84,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,m1,9.18772628e-06,19,946686038,946686018,4,admin m1 m2 m3,8,2000-01-01 00:20:38,run/data/admin/debug.log,945
85,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,m2,1.68989575e-05,21,946686061,946686038,4,admin m1 m2 m3,13,2000-01-01 00:21:01,run/data/admin/debug.log,961
