tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
59,60,admin,12,15.250,15.000,-0.250,7.500,2000-01-01 00:14:56,2,run/data/admin/debug.log,510
59,60,m1,12,15.250,15.000,-0.250,7.500,2000-01-01 00:14:35,3,run/data/m1/debug.log,457
59,60,m2,12,15.250,15.000,-0.250,7.500,2000-01-01 00:14:36,3,run/data/m2/debug.log,454
59,60,m3,12,15.250,15.000,-0.250,7.500,2000-01-01 00:14:36,3,run/data/m3/debug.log,470
60,61,admin,12,15.333,15.000,-0.333,7.500,2000-01-01 00:15:04,2,run/data/admin/debug.log,524
60,61,m1,12,15.333,15.000,-0.333,7.500,2000-01-01 00:14:55,3,run/data/m1/debug.log,674
60,61,m2,12,15.333,15.000,-0.333,7.500,2000-01-01 00:14:57,3,run/data/m2/debug.log,469
60,61,m3,12,15.333,15.000,-0.333,7.500,2000-01-01 00:14:57,3,run/data/m3/debug.log,485
61,62,admin,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:26,2,run/data/admin/debug.log,540
61,62,m1,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:03,3,run/data/m1/debug.log,978
61,62,m2,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:04,3,run/data/m2/debug.log,485
61,62,m3,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:04,3,run/data/m3/debug.log,501
62,63,admin,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:45,5,run/data/admin/debug.log,554
62,63,m1,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:26,6,run/data/m1/debug.log,993
62,63,m2,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:25,6,run/data/m2/debug.log,849
62,63,m3,12,15.167,15.000,-0.167,7.500,2000-01-01 00:15:26,6,run/data/m3/debug.log,516
63,64,admin,12,15.583,15.000,-0.583,7.500,2000-01-01 00:16:07,2,run/data/admin/debug.log,587
63,64,m1,12,15.583,15.000,-0.583,7.500,2000-01-01 00:15:45,3,run/data/m1/debug.log,1016
63,64,m2,12,15.583,15.000,-0.583,7.500,2000-01-01 00:15:45,3,run/data/m2/debug.log,1231
63,64,m3,12,15.583,15.000,-0.583,7.500,2000-01-01 00:15:46,3,run/data/m3/debug.log,547
64,65,admin,12,16.333,15.000,-1.333,7.500,2000-01-01 00:16:26,2,run/data/admin/debug.log,601
64,65,m1,12,16.333,15.000,-1.333,7.500,2000-01-01 00:16:07,3,run/data/m1/debug.log,1161
64,65,m2,12,16.333,15.000,-1.333,7.500,2000-01-01 00:16:08,3,run/data/m2/debug.log,1266
64,65,m3,12,16.333,15.000,-1.333,7.500,2000-01-01 00:16:08,3,run/data/m3/debug.log,562
65,66,admin,12,15.917,15.000,-0.917,7.500,2000-01-01 00:16:38,2,run/data/admin/debug.log,616
