experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run1-tbt-15s,nazionale,1,15,none,true,6,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,12849,11099,12849.0,11099.0,1.0,0.08245527,11,2,0.907008,0.18181818,0.05136769,0.47698056,1,0.09936291,1
run1-tbt-15s,nazionale,1,15,none,true,6,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,42596,47081,42596.0,47081.0,1.0,0.30498855,11,3,3.354874,0.27272727,0.09746059,0.5656453,1,0.03226127,1
run1-tbt-15s,nazionale,1,15,none,true,6,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,89605,89605,89605.0,89605.0,1.0,0.61255564,11,6,6.738112,0.54545455,0.28009154,0.78728728,1,0.06710109,1
run1-tbt-15s,nazionale,1,15,none,true,7,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,11099,14185,11099.0,14185.0,1.0,0.081057,12,0,0.972684,0.0,0.0,0.24249401,1,0.081057,1
run1-tbt-15s,nazionale,1,15,none,true,7,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,47081,48785,47081.0,48785.0,1.0,0.31393842,12,2,3.767261,0.16666667,0.04696514,0.44803086,1,0.14727175,1
run1-tbt-15s,nazionale,1,15,none,true,7,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,89605,95710,89605.0,95710.0,1.0,0.605005,12,10,7.26006,0.83333333,0.55196914,0.95303486,1,0.22832833,1
run1-tbt-15s,nazionale,1,15,none,true,8,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,14185,11514,14185.0,11514.0,1.0,0.09063608,12,0,1.087633,0.0,0.0,0.24249401,1,0.09063608,1
run1-tbt-15s,nazionale,1,15,none,true,8,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,48785,36945,48785.0,36945.0,1.0,0.30284342,12,4,3.634121,0.33333333,0.13812009,0.60937791,1,0.03048992,1
run1-tbt-15s,nazionale,1,15,none,true,8,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,95710,76185,95710.0,76185.0,1.0,0.60652108,12,8,7.278253,0.66666667,0.39062209,0.86187991,1,0.06014558,1
run1-tbt-15s,nazionale,1,15,none,true,9,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,11514,12849,11514.0,12849.0,1.0,0.09089333,12,2,1.09072,0.16666667,0.04696514,0.44803086,1,0.07577333,1
run1-tbt-15s,nazionale,1,15,none,true,9,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,36945,44838,36945.0,44838.0,1.0,0.30204567,12,1,3.624548,0.08333333,0.01486509,0.35387991,1,0.21871233,1
run1-tbt-15s,nazionale,1,15,none,true,9,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,76185,86978,76185.0,86978.0,1.0,0.607061,12,9,7.284732,0.75,0.46769467,0.91105833,1,0.142939,1
run1-tbt-15s,nazionale,1,15,none,true,10,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,12849,12849,12849.0,12849.0,1.0,0.0871315,12,0,1.045578,0.0,0.0,0.24249401,1,0.0871315,1
run1-tbt-15s,nazionale,1,15,none,true,10,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,44838,47081,44838.0,47081.0,1.0,0.3102215,12,4,3.722658,0.33333333,0.13812009,0.60937791,1,0.02311183,1
run1-tbt-15s,nazionale,1,15,none,true,10,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,86978,91646,86978.0,91646.0,1.0,0.602647,12,8,7.231764,0.66666667,0.39062209,0.86187991,1,0.06401967,1
run1-tbt-15s,nazionale,1,15,none,true,11,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,12849,11099,12849.0,11099.0,1.0,0.08023608,12,2,0.962833,0.16666667,0.04696514,0.44803086,1,0.08643058,1
run1-tbt-15s,nazionale,1,15,none,true,11,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,47081,44838,47081.0,44838.0,1.0,0.305565,12,3,3.66678,0.25,0.08894167,0.53230533,1,0.055565,1
run1-tbt-15s,nazionale,1,15,none,true,11,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,91646,94273,91646.0,94273.0,1.0,0.61419892,12,7,7.370387,0.58333333,0.31951131,0.80673969,1,0.03086558,1
run1-tbt-15s,nazionale,1,15,none,true,12,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,11099,14185,11099.0,14185.0,1.0,0.08020875,12,0,0.962505,0.0,0.0,0.24249401,1,0.08020875,1
run1-tbt-15s,nazionale,1,15,none,true,12,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,44838,48785,44838.0,48785.0,1.0,0.30174158,12,4,3.620899,0.33333333,0.13812009,0.60937791,1,0.03159175,1
run1-tbt-15s,nazionale,1,15,none,true,12,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,94273,96314,94273.0,96314.0,1.0,0.61804967,12,8,7.416596,0.66666667,0.39062209,0.86187991,1,0.048617,1
run1-tbt-15s,nazionale,1,15,none,true,13,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,14185,14185,14185.0,14185.0,1.0,0.089055,12,2,1.06866,0.16666667,0.04696514,0.44803086,1,0.07761167,0
run1-tbt-15s,nazionale,1,15,none,true,13,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,48785,48785,48785.0,48785.0,1.0,0.306277,12,4,3.675324,0.33333333,0.13812009,0.60937791,1,0.02705633,0
run1-tbt-15s,nazionale,1,15,none,true,13,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,96314,96314,96314.0,96314.0,1.0,0.604668,12,6,7.256016,0.5,0.2537816,0.7462184,1,0.104668,0
run1-tbt-15s,nazionale,1,15,none,true,14,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,14185,11099,14185.0,11099.0,1.0,0.08332542,12,1,0.999905,0.08333333,0.01486509,0.35387991,1,7.92e-06,1
run1-tbt-15s,nazionale,1,15,none,true,14,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,48785,44664,48785.0,44664.0,1.0,0.30492533,12,5,3.659104,0.41666667,0.19326031,0.68048869,1,0.11174133,1
run1-tbt-15s,nazionale,1,15,none,true,14,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,96314,91627,96314.0,91627.0,1.0,0.61174967,12,6,7.340996,0.5,0.2537816,0.7462184,1,0.11174967,1
run1-tbt-15s,nazionale,1,15,none,true,15,0,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,11099,11099,11099.0,11099.0,1.0,0.075304,6,0,0.451824,0.0,0.0,0.39033429,1,0.075304,0
run1-tbt-15s,nazionale,1,15,none,true,15,0,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,44664,44664,44664.0,44664.0,1.0,0.303033,6,1,1.818198,0.16666667,0.03005337,0.56350282,1,0.13636633,0
run1-tbt-15s,nazionale,1,15,none,true,15,0,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,91627,91627,91627.0,91627.0,1.0,0.621664,6,5,3.729984,0.83333333,0.43649718,0.96994663,1,0.21166933,0
run1-tbt-15s,nazionale,1,15,none,true,all,0,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,,,,,1.0,0.08450752,113,9,9.54935,0.07964602,0.04246618,0.14446626,1,0.0048615,
run1-tbt-15s,nazionale,1,15,none,true,all,0,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,,,,,1.0,0.30569705,113,31,34.543767,0.27433628,0.20051412,0.36299698,1,0.03136077,
run1-tbt-15s,nazionale,1,15,none,true,all,0,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,,,,,1.0,0.60979558,113,73,68.9069,0.6460177,0.55437552,0.72805848,1,0.03622212,
