experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run1-tbt-15s,nazionale,1,15,none,true,6,m1,6,0.15695422,0.99266299,1.04422497,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,6,m2,3,0.29869636,0.88952702,0.86715575,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,6,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,7,m1,10,0.23279049,0.57365505,1.00573449,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,7,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,8,m1,9,0.31147525,0.2831735,0.75021788,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,8,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,8,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,9,m1,8,0.36115521,0.19294183,0.48811684,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,9,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,9,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,10,m1,8,0.62325752,0.00157699,0.30985651,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,10,m2,4,0.27253504,0.85050099,0.91993445,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,11,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,11,m2,3,0.19273848,0.99914934,0.92797694,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,11,m1,7,0.2255612,0.79840118,1.16051565,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,12,m1,7,0.19847361,0.89920657,1.06669757,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,12,m2,5,0.36187312,0.42699458,0.63480053,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,13,m1,6,0.28760337,0.60856386,0.96431482,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,13,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,13,m2,4,0.39449366,0.45505562,0.46331237,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,14,m2,4,0.49558954,0.19486987,1.64461009,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,14,m1,7,0.28088682,0.54630692,0.92171951,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,14,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,15,m1,5,0.36877587,0.40322897,1.15509428,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,15,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run1-tbt-15s,nazionale,1,15,none,true,all,m1,73,0.1044219,0.37750845,0.86386756,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,all,m2,30,0.15662658,0.41115178,0.80052988,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run1-tbt-15s,nazionale,1,15,none,true,all,m3,10,0.24684326,0.50010217,1.30928227,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
