experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run1-tbt-15s,nazionale,1,15,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.63111754,0.2352468,1.17003381,2.09220126,-18.18692737,25.58348121,24,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run1-tbt-15s,nazionale,1,15,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.68112953,0.24158774,1.20761757,2.1546415,1.29322828,23.45007441,24,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run1-tbt-15s,nazionale,1,15,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.34192978,,,,-0.54284836,,16,,"H0 of proportionality: slope = 1, intercept = 0",,0.25888945,0.3329448,0.26558916,0.32013177
