run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run3-tbt-5s/continentale,continentale,5,1,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,00c08b4702dd07a7c7ea49af3c47c45bcef94db5af3d1e14bbe1436fdcd7766e,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run3-tbt-5s/continentale,continentale,5,11,1,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run3-tbt-5s/continentale,continentale,5,67,6,admin,1B9s9Z4UHEdH3WoiQxnpZPARMF8y4zhi7KbZp4,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
