host,address,esg
m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,85.56
m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,26.46
m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,24.17
c1,1aX4umCtKstiozYa4tVe1Rh9Aiqq9R5o1fVLcR,17.50
c2,11tWJUTEFZMnnqPqtXVqvWntL2Z9Yc8TTXPcp,77.16
c3,1VcizJ6rkG1itxGrpfDaZorcsMTcAUTf5j58ut,99.26
c4,1MRWzyWJDtxVbPS9TH4DS7DRkYwScoxFtS6gZ5,92.76
c5,1TTAcjy475TYbx7ZHNNnZKAPEUybttR3xS6jwt,70.53
