tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
63,64,admin,12,10.083,10.000,-0.083,5.000,2000-01-01 00:10:42,2,run/data/admin/debug.log,542
63,64,m1,12,10.083,10.000,-0.083,5.000,2000-01-01 00:10:28,3,run/data/m1/debug.log,473
63,64,m2,12,10.083,10.000,-0.083,5.000,2000-01-01 00:10:29,3,run/data/m2/debug.log,454
63,64,m3,12,10.083,10.000,-0.083,5.000,2000-01-01 00:10:30,3,run/data/m3/debug.log,463
64,65,admin,12,10.333,10.000,-0.333,5.000,2000-01-01 00:10:53,2,run/data/admin/debug.log,556
64,65,m1,12,10.333,10.000,-0.333,5.000,2000-01-01 00:10:41,3,run/data/m1/debug.log,827
64,65,m2,12,10.333,10.000,-0.333,5.000,2000-01-01 00:10:43,3,run/data/m2/debug.log,472
64,65,m3,12,10.333,10.000,-0.333,5.000,2000-01-01 00:10:43,3,run/data/m3/debug.log,481
65,66,admin,12,10.250,10.000,-0.250,5.000,2000-01-01 00:11:02,2,run/data/admin/debug.log,571
65,66,m1,12,10.250,10.000,-0.250,5.000,2000-01-01 00:10:52,3,run/data/m1/debug.log,1830
65,66,m2,12,10.250,10.000,-0.250,5.000,2000-01-01 00:10:54,3,run/data/m2/debug.log,487
65,66,m3,12,10.250,10.000,-0.250,5.000,2000-01-01 00:10:54,3,run/data/m3/debug.log,496
66,67,admin,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:16,2,run/data/admin/debug.log,585
66,67,m1,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:01,3,run/data/m1/debug.log,2928
66,67,m2,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:02,3,run/data/m2/debug.log,507
66,67,m3,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:03,3,run/data/m3/debug.log,515
67,68,admin,12,10.500,10.000,-0.500,5.000,2000-01-01 00:11:26,2,run/data/admin/debug.log,599
67,68,m1,12,10.500,10.000,-0.500,5.000,2000-01-01 00:11:16,3,run/data/m1/debug.log,3415
67,68,m2,12,10.500,10.000,-0.500,5.000,2000-01-01 00:11:17,3,run/data/m2/debug.log,522
67,68,m3,12,10.500,10.000,-0.500,5.000,2000-01-01 00:11:17,3,run/data/m3/debug.log,530
68,69,admin,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:33,2,run/data/admin/debug.log,613
68,69,m1,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:27,3,run/data/m1/debug.log,3430
68,69,m2,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:25,3,run/data/m2/debug.log,892
68,69,m3,12,10.417,10.000,-0.417,5.000,2000-01-01 00:11:27,3,run/data/m3/debug.log,545
69,70,admin,12,10.083,10.000,-0.083,5.000,2000-01-01 00:11:47,2,run/data/admin/debug.log,627
69,70,m1,12,10.083,10.000,-0.083,5.000,2000-01-01 00:11:33,3,run/data/m1/debug.log,3445
69,70,m2,12,10.083,10.000,-0.083,5.000,2000-01-01 00:11:32,3,run/data/m2/debug.log,1193
69,70,m3,12,10.083,10.000,-0.083,5.000,2000-01-01 00:11:33,3,run/data/m3/debug.log,560
