sample_height,host,balance_gas
34,c1,99.8042
34,c2,99.804
34,c3,99.8044
34,c4,99.8042
34,c5,99.8042
34,m1,4.3442
34,m2,21.0685
34,m3,40.182
34,ca,49.3564
36,c1,99.6082
36,c2,99.6634
36,c3,99.7196
36,c4,99.7192
36,c5,99.719
36,m1,7.1023
36,m2,9.8247
36,m3,32.5004
36,ca,49.3564
39,c1,99.386
39,c2,99.4966
39,c3,99.6086
39,c4,99.608
39,c5,99.6634
39,m1,106.4961
39,m2,110.9199
39,m3,32.5004
39,ca,49.3564
42,c1,99.1632
42,c2,99.3854
42,c3,99.4976
42,c4,99.5524
42,c5,99.6078
42,m1,106.3907
42,m2,110.9813
42,m3,32.3948
42,ca,49.3564
46,c1,98.94
46,c2,99.2184
46,c3,99.3866
46,c4,99.4412
46,c5,99.5524
46,m1,106.7243
46,m2,111.2593
46,m3,32.3948
46,ca,49.3564
49,c1,98.7172
49,c2,99.107
49,c3,99.2752
49,c4,99.3856
49,c5,99.4412
49,m1,7.3108
49,m2,45.6585
49,m3,26.5382
49,ca,49.3564
52,c1,98.55
52,c2,98.9396
52,c3,99.1636
52,c4,99.2742
52,c5,99.3856
52,m1,107.3108
52,m2,46.0379
52,m3,26.8964
52,ca,49.3564
55,c1,98.3272
55,c2,98.8282
55,c3,99.052
55,c4,99.2186
55,c5,99.33
55,m1,107.2344
55,m2,46.6361
55,m3,26.8204
55,ca,49.3564
58,c1,98.1044
58,c2,98.6612
58,c3,98.9406
58,c4,99.107
58,c5,99.2742
58,m1,107.2344
58,m2,47.0817
58,m3,27.0992
58,ca,49.3564
61,c1,97.8812
61,c2,98.5496
61,c3,98.829
61,c4,99.0512
61,c5,99.2184
61,m1,7.1871
61,m2,20.099
61,m3,22.3352
61,ca,49.3564
64,c1,97.6584
64,c2,98.3822
64,c3,98.7178
64,c4,98.9396
64,c5,99.107
64,m1,108.0107
64,m2,20.099
64,m3,22.3352
64,ca,49.3564
66,c1,97.491
66,c2,98.2706
66,c3,98.662
66,c4,98.8838
66,c5,99.0512
66,m1,108.3509
66,m2,20.0226
66,m3,22.3352
66,ca,49.3564
69,c1,97.268
69,c2,98.1034
69,c3,98.5508
69,c4,98.7722
69,c5,98.9954
69,m1,108.8677
69,m2,20.3012
69,m3,22.3352
69,ca,49.3564
72,c1,97.0448
72,c2,97.9922
72,c3,98.4392
72,c4,98.7164
72,c5,98.9396
72,m1,7.0622
72,m2,9.2618
72,m3,18.223
72,ca,49.3564
75,c1,96.8216
75,c2,97.8252
75,c3,98.3276
75,c4,98.605
75,c5,98.828
75,m1,108.4748
75,m2,109.2618
75,m3,118.223
75,ca,49.3564
78,c1,96.5986
78,c2,97.658
78,c3,98.216
