send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
34,3,m1,49.7838,45.3946,35
34,3,m2,49.7838,28.6703,35
34,3,m3,49.784,9.5568,35
36,4,m2,21.6747,11.8048,37
36,4,m3,40.182,7.6364,37
36,4,m1,104.9504,97.8029,37
48,5,m3,32.729,6.1458,49
48,5,m2,111.2593,65.5556,49
48,5,m1,106.8913,99.6467,49
60,6,m3,27.2662,5.0532,61
60,6,m2,47.3605,27.2163,61
60,6,m1,107.2344,99.9727,61
72,7,m3,22.3352,4.067,73
72,7,m2,20.8586,11.3152,73
72,7,m1,108.8677,101.5243,73
84,8,m3,118.4256,23.2851,85
84,8,m2,109.7486,64.6492,85
84,8,m1,109.9598,102.5618,85
96,9,m3,95.0193,18.6039,97
96,9,m2,45.2272,25.9363,97
96,9,m1,110.0572,102.6543,97
108,10,m3,76.265,14.853,109
108,10,m2,119.5871,70.5523,109
108,10,m1,109.7493,102.3618,109
120,11,m3,61.591,11.9182,121
120,11,m2,49.7942,28.6765,121
120,11,m1,108.9587,101.6108,121
132,12,m3,50.0556,9.6111,133
132,12,m2,21.6525,11.7915,133
132,12,m1,109.0525,101.6999,133
144,13,m3,40.3235,7.6647,145
144,13,m2,110.2248,64.9349,145
144,13,m1,109.496,102.1212,145
156,14,m3,32.6138,6.1228,157
156,14,m2,45.8113,26.2868,157
156,14,m1,109.8016,102.4115,157
168,15,m3,26.6498,4.93,169
168,15,m2,20.5861,11.1517,169
168,15,m1,108.6253,101.294,169
180,16,m3,22.6688,4.1338,181
180,16,m2,109.3666,64.42,181
180,16,m1,109.4553,102.0825,181
192,17,m3,118.6072,23.3214,193
192,17,m2,45.0494,25.8296,193
192,17,m1,109.7564,102.3686,193
204,18,m3,95.9768,18.7954,205
204,18,m2,119.7986,70.6792,205
204,18,m1,109.0698,101.7163,205
216,19,m3,77.6848,15.137,217
216,19,m2,49.8546,28.7128,217
216,19,m1,108.9083,101.5629,217
228,20,m3,62.4266,12.0853,229
228,20,m2,22.7832,12.4699,229
228,20,m1,108.508,101.1826,229
241,21,m3,50.1907,9.6381,242
241,21,m2,112.1105,66.0663,242
241,21,m1,108.6874,101.353,242
252,22,m3,40.5074,7.7015,253
252,22,m2,46.7348,26.8409,253
252,22,m1,108.9232,101.577,253
264,23,m3,32.6845,6.1369,265
264,23,m2,120.8729,71.3237,265
264,23,m1,109.441,102.069,265
276,24,m3,26.3966,4.8793,277
276,24,m2,49.623,28.5738,277
277,24,m1,110.1328,102.7262,278
288,25,m3,21.5645,3.9129,289
288,25,m2,21.3356,11.6014,289
288,25,m1,109.6444,102.2622,289
300,26,m3,117.858,23.1716,301
300,26,m2,109.755,64.653,301
300,26,m1,109.7044,102.3192,301
313,27,m3,95.041,18.6082,314
313,27,m2,44.9506,25.7704,314
313,27,m1,110.484,103.0598,314
324,28,m3,76.8366,14.9673,325
324,28,m2,120.0958,70.8575,325
324,28,m1,108.4974,101.1725,325
