height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
64,6,1,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,8.12427256e-06,12.290,12.290,2000-01-01 00:10:28,0,run/data/m1/debug.log,474
64,6,1,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.000128141244,14.983,14.983,2000-01-01 00:10:29,0,run/data/m2/debug.log,455
64,6,1,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,6.50453308e-05,14.983,14.983,2000-01-01 00:10:30,0,run/data/m3/debug.log,464
65,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,4.62008329e-06,10.191,10.191,2000-01-01 00:10:41,0,run/data/m1/debug.log,828
65,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,2.78761054e-05,14.822,14.822,2000-01-01 00:10:43,0,run/data/m2/debug.log,473
65,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,0.000218800679,14.933,14.933,2000-01-01 00:10:43,0,run/data/m3/debug.log,482
66,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,2.09153934e-06,7.816,7.816,2000-01-01 00:10:52,0,run/data/m1/debug.log,1831
66,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,2.93288398e-06,8.722,8.722,2000-01-01 00:10:54,0,run/data/m2/debug.log,488
66,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,0.000136681985,14.950,14.950,2000-01-01 00:10:54,0,run/data/m3/debug.log,497
67,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1.13562547e-05,13.363,13.363,2000-01-01 00:11:01,0,run/data/m1/debug.log,2929
67,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,4.66031134e-05,14.912,14.912,2000-01-01 00:11:02,0,run/data/m2/debug.log,508
67,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,2.3842796e-05,14.716,14.716,2000-01-01 00:11:03,0,run/data/m3/debug.log,516
68,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,7.08678959e-06,11.771,11.771,2000-01-01 00:11:16,0,run/data/m1/debug.log,3416
68,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,2.77477415e-06,8.555,8.555,2000-01-01 00:11:17,0,run/data/m2/debug.log,523
68,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,0.00039631028,14.900,14.900,2000-01-01 00:11:17,0,run/data/m3/debug.log,531
69,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1.08010245e-06,6.540,6.540,2000-01-01 00:11:27,0,run/data/m1/debug.log,3431
69,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,6.50856546e-07,5.929,5.929,2000-01-01 00:11:25,0,run/data/m2/debug.log,893
69,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,6.22927021e-05,14.916,14.916,2000-01-01 00:11:27,0,run/data/m3/debug.log,546
70,6,0,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1.14467894e-05,13.452,13.452,2000-01-01 00:11:33,0,run/data/m1/debug.log,3446
70,6,0,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.35898006e-05,13.906,13.906,2000-01-01 00:11:32,0,run/data/m2/debug.log,1194
70,6,0,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,3.86122196e-05,14.966,14.966,2000-01-01 00:11:33,0,run/data/m3/debug.log,561
