experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,n_epochs,gini_delta_first,gini_delta_last,gini_delta_max,gini_delta_slope_per_epoch,gini_published_last3_sd,verdict_descriptive,note
run2-tbt-10s,continentale,1,10,none,true,24,0.0,-0.1732133,0.00371904,6.353e-05,0.0,no amplification: published inequality mirrors the inputs,descriptive slope of gini_published - gini_input over epochs; a plateau is consistent with lambda_w < 1 (Prop. 6.2)
