experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run2-tbt-10s,continentale,1,10,none,true,6,m1,4,0.39500449,0.45340621,0.51696562,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,6,m2,3,0.58195088,0.1711799,0.28740843,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,7,m1,9,0.4804575,0.01966266,0.38835517,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,7,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,7,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,8,m2,3,0.34308856,0.75158465,0.97300855,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,8,m1,9,0.26190384,0.48869947,0.69766631,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,9,m1,9,0.20316001,0.78303787,1.20908475,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,9,m2,3,0.53734847,0.25197494,1.64776341,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,10,m1,8,0.35935094,0.19735619,1.3192055,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,10,m2,3,0.41218042,0.56096733,2.04330098,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,10,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,11,m1,6,0.4524016,0.12171742,1.3644106,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,11,m2,4,0.268075,0.8622977,0.84409354,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,11,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,12,m1,9,0.28458197,0.38609687,0.85206322,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,12,m2,3,0.63097684,0.10532803,0.27535365,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,13,m2,3,0.30540077,0.87182866,0.79794636,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,13,m1,8,0.32421519,0.30016835,0.5654226,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,13,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,14,m2,6,0.53093427,0.04208609,0.39800598,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,continentale,1,10,none,true,14,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,continentale,1,10,none,true,14,m1,5,0.24449229,0.86123641,1.08196924,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
