experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_i,validator_j,log_ratio_observed,log_ratio_theoretical,O_i,O_j,B,validator_i_host,validator_j_host,note
run2-tbt-10s,continentale,1,10,none,true,7,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,-2.19722458,-2.24453796,1,9,12,m3,m1,
run2-tbt-10s,continentale,1,10,none,true,7,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,-0.69314718,-1.22697872,1,2,12,m3,m2,
run2-tbt-10s,continentale,1,10,none,true,7,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.5040774,1.01755924,9,2,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,8,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,,-2.25871132,0,10,12,m3,m1,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,8,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,,-1.32037487,0,2,12,m3,m2,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,8,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.60943791,0.93833645,10,2,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,9,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,,-2.0857721,0,10,12,m3,m1,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,9,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,,-1.14375507,0,2,12,m3,m2,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,9,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.60943791,0.94201703,10,2,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,10,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,-2.07944154,-2.10977911,1,8,12,m3,m1,
run2-tbt-10s,continentale,1,10,none,true,10,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,-1.09861229,-1.12796408,1,3,12,m3,m2,
run2-tbt-10s,continentale,1,10,none,true,10,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.98082925,0.98181504,8,3,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,11,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,-1.25276297,-2.14576773,2,7,12,m3,m1,
run2-tbt-10s,continentale,1,10,none,true,11,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,-0.40546511,-1.16243836,2,3,12,m3,m2,
run2-tbt-10s,continentale,1,10,none,true,11,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.84729786,0.98332937,7,3,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,12,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,,-2.17781473,0,9,12,m3,m1,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,12,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,,-1.23434625,0,3,12,m3,m2,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,12,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.09861229,0.94346848,9,3,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,13,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,,-2.03079989,0,9,12,m3,m1,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,13,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,,-1.06435398,0,3,12,m3,m2,not computable: a zero count in the epoch
run2-tbt-10s,continentale,1,10,none,true,13,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,1.09861229,0.96644591,9,3,12,m1,m2,
run2-tbt-10s,continentale,1,10,none,true,14,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,-1.79175947,-2.14918449,1,6,12,m3,m1,
run2-tbt-10s,continentale,1,10,none,true,14,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,-1.60943791,-1.15452393,1,5,12,m3,m2,
run2-tbt-10s,continentale,1,10,none,true,14,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.18232156,0.99466056,6,5,12,m1,m2,
