experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_host,validator_address,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,MissedTurnRate,MissedTurnRate_note,n_rounds_won_not_argmin,blocks_won
run1-tbt-15s,regionale,1,15,none,true,6,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run1-tbt-15s,regionale,1,15,none,true,6,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,4,1,0.25,,0,3
run1-tbt-15s,regionale,1,15,none,true,6,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,7,0,0.0,,1,8
run1-tbt-15s,regionale,1,15,none,true,7,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run1-tbt-15s,regionale,1,15,none,true,7,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,5,5,1.0,,0,0
run1-tbt-15s,regionale,1,15,none,true,7,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,7,0,0.0,,5,12
run1-tbt-15s,regionale,1,15,none,true,8,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,1,0,0.0,,0,1
run1-tbt-15s,regionale,1,15,none,true,8,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,4,0,0.0,,0,4
run1-tbt-15s,regionale,1,15,none,true,8,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,7,0,0.0,,0,7
run1-tbt-15s,regionale,1,15,none,true,9,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,2,1,0.5,,0,1
run1-tbt-15s,regionale,1,15,none,true,9,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,2,1,0.5,,0,1
run1-tbt-15s,regionale,1,15,none,true,9,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,8,0,0.0,,2,10
run1-tbt-15s,regionale,1,15,none,true,10,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run1-tbt-15s,regionale,1,15,none,true,10,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,5,0,0.0,,1,6
run1-tbt-15s,regionale,1,15,none,true,10,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,7,1,0.14285714,,0,6
run1-tbt-15s,regionale,1,15,none,true,11,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,2,0,0.0,,0,2
run1-tbt-15s,regionale,1,15,none,true,11,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,5,0,0.0,,0,5
run1-tbt-15s,regionale,1,15,none,true,11,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,5,0,0.0,,0,5
run1-tbt-15s,regionale,1,15,none,true,12,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,1,0,0.0,,0,1
run1-tbt-15s,regionale,1,15,none,true,12,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,4,0,0.0,,0,4
run1-tbt-15s,regionale,1,15,none,true,12,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,7,0,0.0,,0,7
run1-tbt-15s,regionale,1,15,none,true,13,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,1,0,0.0,,1,2
run1-tbt-15s,regionale,1,15,none,true,13,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,5,2,0.4,,0,3
run1-tbt-15s,regionale,1,15,none,true,13,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,6,1,0.16666667,,2,7
run1-tbt-15s,regionale,1,15,none,true,14,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,1,0,0.0,,0,1
run1-tbt-15s,regionale,1,15,none,true,14,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run1-tbt-15s,regionale,1,15,none,true,14,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,11,0,0.0,,0,11
run1-tbt-15s,regionale,1,15,none,true,all,m3,126zpQGvcdYaSuvkAvrpLoXoNrPtK4JEbekAiJ,8,1,0.125,,1,8
run1-tbt-15s,regionale,1,15,none,true,all,m2,1QfNfpZhwfH6CM4ixrSJgDoDJhiRFdtubEjpYo,34,9,0.26470588,,1,26
run1-tbt-15s,regionale,1,15,none,true,all,m1,1YLDd55XmgLpCAy6ncxQKNEsQ8HSppoxHySYBe,65,2,0.03076923,,10,73
