epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
26,True,3,0,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,41030,26,41030,ok
26,True,3,0,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,13358,25,0,other-epoch
26,True,3,0,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,115186,26,115186,ok
