txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
2853830e7cc9c5cde9e874a3a3a7617bb6fa7a87ff334bbb1d961a844cb86ae8,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1,1,27,946685067,946685075,302,28,txs.log UpdateTx
03648335f77283a2e1b6dfe6d1ea1f1fa234dbf826ad36ca66bb9d9ab5ea0822,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,1,1,27,946685067,946685075,302,28,txs.log UpdateTx
c8c6b66f99c0b4e435aafd75a452184cbb750dd83ee8ddc37c7f23f0772bfc88,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1,1,27,946685067,946685075,302,28,txs.log UpdateTx
7eb4a9702101157970bbf40dfa3039d5becaa64a3a51b0a9026e4861c8b44664,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,9050,3,41,946685205,946685216,288,42,txs.log UpdateTx
189738942873750d84626ab64647a76152d7de716624292cf89c11ceaa3fb31f,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,20933,3,41,946685205,946685216,288,42,txs.log UpdateTx
a3bbfff1e95d2507040df6765a342aece56946694701a60c85bacddbccf9ad47,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,5330,3,41,946685205,946685216,288,42,txs.log UpdateTx
872f2975d9e5a1f0d0c9b5363f51fff9a6ab9f09d8d2b61a2324dded806a0f67,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,41030,4,53,946685328,946685335,276,54,txs.log UpdateTx
d8030062970403731fc748dc16753237431838b0d3eb31d1dfc97a999bdb3d6f,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,107087,4,53,946685328,946685335,276,54,txs.log UpdateTx
f0e50b3ccdaf97adc4957c0c009d6f720f4d3bb97900ac536835970c5dd48d5f,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,13358,4,53,946685328,946685335,276,54,txs.log UpdateTx
f8a26bd164b00a807249a8f929ec3758ece6fff67ce9b1edbf85d878ee257501,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,104092,5,65,946685448,946685455,264,66,txs.log UpdateTx
d4215b75212edfc609093361702fd66809d515d04f812641674ac144b10ee789,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,38404,5,65,946685448,946685455,264,66,txs.log UpdateTx
ae01e745e7a17c5fe4ca8fb2835c4e0c4f934cac1412c6f784201c7f53eab677,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,11653,5,65,946685448,946685455,264,66,txs.log UpdateTx
aa1a9f0b3b60f152a3c12d5021802d08f98259fe0a641e326db83c41752eb4f1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,105590,6,77,946685580,946685589,252,78,txs.log UpdateTx
8c52d9c53ca41c72c11e4aacf8f4d1a7f2347d2671c6b01ff3af92f5714d36eb,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,13358,6,77,946685580,946685589,252,78,txs.log UpdateTx
cd1789518474d4995b8de9e00357fb5bbb063e38dc73e33d7a90bd033096318d,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,41010,7,89,946685694,946685709,240,90,txs.log UpdateTx
d12e01a8e1e8d69a92e60858fd102f571eb449648d8670e63d172719202e330a,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,115186,7,89,946685694,946685709,240,90,txs.log UpdateTx
262934ccc9f98548be80b70975c18d2b38b9acf6c292507f772909df08ce91a4,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,38404,8,101,946685826,946685835,228,102,txs.log UpdateTx
0c7bfef6df8b06ea3905b91558ce12a20158501a413e948cfee30704e77e947b,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,105590,8,101,946685826,946685835,228,102,txs.log UpdateTx
cf01ca9f3e4a0d7434c39ed522f40f08fe013904e5ee0c7f156f85768c8d3ffc,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,10941,8,101,946685826,946685835,228,102,txs.log UpdateTx
3a29a3759eeac1336961f7f7bfc049d4905a497fc1c2c586f5ce282946ee70c2,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,115186,9,113,946685967,946685972,216,114,txs.log UpdateTx
64cef1c95b1bb194a55e046524e89d3d825dd98a1bf9042f4dcdfd1419021f36,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,46111,9,113,946685967,946685972,216,114,txs.log UpdateTx
5a5b0f1c8c14564e23861481439779436257a25b49150977b31247a89b4ea859,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,15062,9,113,946685967,946685972,216,114,txs.log UpdateTx
e2c1024e11564fed95a3b9f531ae52ac4fb570dd2c7b0b7016163acd857b3120,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,112191,10,125,946686075,946686085,204,126,txs.log UpdateTx
20fe18d581687449a5b27b85fa8bada9b95a2f2d4092e1599b45b3b554b1fe9f,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,38404,10,125,946686075,946686085,204,126,txs.log UpdateTx
50e09f1c419bd753f35ca514789a9d81ebe78a1f44aa450b0a61c504fb832f11,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,13358,10,125,946686075,946686085,204,126,txs.log UpdateTx
