txid,publisher_address,publisher_host,node_address,node_host,esg,blocktime,confirm_height
71531f2a56ee667343dbbf705fcd4ed893e50841e220a815f26dbeff5be0e91e,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,85.56,946685065,27
7f9b2464fef905e57afef483de6b50a2ee9e2770b24c864ae6cac7ea536d698e,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,26.46,946685065,27
025370ca2134893302393dd1457802f7ad79793d9520e3382fc50bca1fd6a8d3,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,24.17,946685065,27
d714863cfeeb17c642a849166b9b7f8dd1c85c93cae73dd75b7c658edaf8bcbf,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,15fYhE3iZ4bpB7ugDAYGojPMeX2Spatt4cYUa3,c1,17.5,946685065,27
297beeb736b873ed3f5ba7398692da225c9cff79d3d1ef4727d6ec6582a9099a,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,17qTRawo67UbxQwDkqqHxGDpdvyfvfQdxpNybm,c2,77.16,946685065,27
2edf4ce94a426608e40ca8a7202bd2d8e247d3c0e2176e948cf7d5bbf3a03d42,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,19CJJciQqbHBXRfwnZNpmfyWwq2CS5ExqyeWti,c3,99.26,946685065,27
c3bf2c01fdd73ac453f7952f32aefb3cd59e202e8db5fc82806514779c18b4e0,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,1ZGQepCG9n73v7nznTU4z3FWSu2Y5ZaTSRPy6v,c4,92.76,946685065,27
da5ce1b094fb1d8607563dde208f25fa709eb19b263c27f842e76d26f1cc00f9,1PVC8rmSYKPxprBgnVNVrSRTTYgr4yXnz2cf2e,,1Sr73nub1pmsBWR9zQQ4Swj6AKw4syyoYts52e,c5,70.53,946685065,27
