height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
64,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,3.46883434e-07,5.528,5.528,2000-01-01 00:10:27,0,run/data/m1/debug.log,461
64,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1.03626412e-05,13.107,13.107,2000-01-01 00:10:27,0,run/data/m2/debug.log,457
64,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,8.31683514e-05,14.983,14.983,2000-01-01 00:10:27,0,run/data/m3/debug.log,462
65,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,6.69189962e-06,11.623,11.623,2000-01-01 00:10:34,0,run/data/m1/debug.log,482
65,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,2.78667859e-05,14.906,14.906,2000-01-01 00:10:35,0,run/data/m2/debug.log,475
65,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,9.47447906e-05,15.017,15.017,2000-01-01 00:10:35,0,run/data/m3/debug.log,480
66,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,2.52375356e-06,8.364,8.364,2000-01-01 00:10:46,0,run/data/m1/debug.log,770
66,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1.12862932e-05,13.400,13.400,2000-01-01 00:10:47,0,run/data/m2/debug.log,490
66,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,2.36452558e-05,14.797,14.797,2000-01-01 00:10:47,0,run/data/m3/debug.log,495
67,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,6.9702593e-06,11.585,11.585,2000-01-01 00:10:55,0,run/data/m1/debug.log,1191
67,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1.68698569e-05,14.258,14.258,2000-01-01 00:10:56,0,run/data/m2/debug.log,510
67,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,2.90695999e-06,8.612,8.612,2000-01-01 00:10:56,0,run/data/m3/debug.log,515
68,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,8.5954033e-07,6.308,6.308,2000-01-01 00:11:06,0,run/data/m1/debug.log,1206
68,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,6.83555259e-05,15.066,15.066,2000-01-01 00:11:06,0,run/data/m2/debug.log,525
68,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,7.82512867e-05,15.067,15.067,2000-01-01 00:11:05,0,run/data/m3/debug.log,686
69,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1.90406218e-05,14.569,14.569,2000-01-01 00:11:12,0,run/data/m1/debug.log,1366
69,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1.9622777e-05,14.614,14.614,2000-01-01 00:11:13,0,run/data/m2/debug.log,540
69,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,0.000152949116,15.100,15.100,2000-01-01 00:11:13,0,run/data/m3/debug.log,701
70,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,6.22321999e-07,5.898,5.898,2000-01-01 00:11:28,0,run/data/m1/debug.log,1530
70,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,5.91028162e-06,10.962,10.962,2000-01-01 00:11:29,0,run/data/m2/debug.log,555
70,6,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,6.51565016e-05,14.983,14.983,2000-01-01 00:11:29,0,run/data/m3/debug.log,716
71,6,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,8.05227824e-06,12.126,12.126,2000-01-01 00:11:34,0,run/data/m1/debug.log,2093
71,6,0,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,1.62450965e-05,14.199,14.199,2000-01-01 00:11:35,0,run/data/m2/debug.log,570
