height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
64,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,3.46883434e-07,5,946685434,946685426,4,admin m1 m2 m3,8,2000-01-01 00:10:34,run/data/admin/debug.log,530
65,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,6.69189962e-06,11,946685446,946685434,4,admin m1 m2 m3,8,2000-01-01 00:10:46,run/data/admin/debug.log,544
66,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,2.52375356e-06,8,946685455,946685446,4,admin m1 m2 m3,8,2000-01-01 00:10:55,run/data/admin/debug.log,559
67,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,m3,2.90695999e-06,8,946685465,946685455,4,admin m1 m2 m3,8,2000-01-01 00:11:05,run/data/admin/debug.log,573
68,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,8.5954033e-07,6,946685472,946685465,4,admin m1 m2 m3,8,2000-01-01 00:11:13,run/data/admin/debug.log,587
69,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1.90406218e-05,14,946685488,946685472,4,admin m1 m2 m3,8,2000-01-01 00:11:28,run/data/admin/debug.log,601
70,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,6.22321999e-07,5,946685494,946685488,4,admin m1 m2 m3,8,2000-01-01 00:11:35,run/data/admin/debug.log,615
71,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,8.05227824e-06,12,946685507,946685494,4,admin m1 m2 m3,8,2000-01-01 00:11:48,run/data/admin/debug.log,629
72,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,5.53888104e-06,10,946685518,946685507,4,admin m1 m2 m3,8,2000-01-01 00:11:59,run/data/admin/debug.log,643
73,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,9.16720196e-07,6,946685525,946685518,4,admin m1 m2 m3,8,2000-01-01 00:12:05,run/data/admin/debug.log,660
74,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,3.14864714e-06,8,946685535,946685525,4,admin m1 m2 m3,8,2000-01-01 00:12:15,run/data/admin/debug.log,676
75,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,2.45438235e-05,14,946685550,946685535,4,admin m1 m2 m3,8,2000-01-01 00:12:31,run/data/admin/debug.log,690
76,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1.01998515e-05,12,946685564,946685550,4,admin m1 m2 m3,8,2000-01-01 00:12:44,run/data/admin/debug.log,704
77,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,m2,7.20991953e-06,11,946685577,946685564,4,admin m1 m2 m3,8,2000-01-01 00:12:57,run/data/admin/debug.log,718
78,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,5.73547528e-06,10,946685589,946685577,4,admin m1 m2 m3,8,2000-01-01 00:13:09,run/data/admin/debug.log,733
79,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,6.17669808e-06,10,946685600,946685589,4,admin m1 m2 m3,8,2000-01-01 00:13:20,run/data/admin/debug.log,747
80,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,1.96068285e-06,7,946685608,946685600,4,admin m1 m2 m3,8,2000-01-01 00:13:28,run/data/admin/debug.log,761
81,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,m1,4.24454847e-06,9,946685617,946685608,4,admin m1 m2 m3,8,2000-01-01 00:13:38,run/data/admin/debug.log,775
