txid,hosts_seen
43a574b726047707c2d1ab47efd65e151db81ac1fd0c43ec9bee2f50abdda31b,admin
5ba922a642feca4af50ea833d55be8466d5e82490bc7821985faf80c5f915798,admin
730441de3d658af317fddebed78d4fb58615b110727f56f1f9c8e962fe0f2d61,c3
9458bdf27d853962d8d3934226e5822541a5eabb6fe9037866426e527afc5d68,c2
c839f33563964b1617ed24ec892abf839118569bf00151c5df06595c5fd9c6cd,c1
