experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,sigma_id,sigma_s,source,what_it_measures,n,median_s,p90_s,max_s,note
run4-tbt-3s,continentale,1,3,none,true,S1_topology,0.010621,max one-way shortest-path latency between miners from the .gml (rtt/2),"propagation latency; deterministic (jitter 0 us), not a variance",3,,,,
run4-tbt-3s,continentale,1,3,none,true,S2_scheduler_residual_sd,0.626958,sd of block_time - parent_time - D_logged(observed winner) over measured rounds,quantisation of the 1 s time bar and block timestamps plus miner loop granularity: the noise that actually decides the race,392,0.562,1.458,2.664,PRIMARY estimate for the Prop. 5.18 bound
run4-tbt-3s,continentale,1,3,none,true,S2b_inversion_gap,0.4076475,D_observed_winner - D_min on inverted rounds,size of the disadvantage overcome by the observed winner (only on inverted rounds; biased by selection),91,0.367,0.986,1.906,"reported for comparison, not used in the bound"
run4-tbt-3s,continentale,1,3,none,true,S3_packet_loss,,,,,,,,"not computable: packet loss is not observable from the archived logs (1 s resolution, no per-message trace)"
