experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,host,height,kind,balance_gas,epoch,sent_gas
run6-tbt-10s,1,continentale,10,none,true,100,c1,34,sample,99.8042,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,37,sample,99.6078,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,40,sample,99.3856,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,42,sample,99.1626,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,46,sample,98.9398,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,49,sample,98.7168,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,51,sample,98.5494,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,55,sample,98.3262,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,58,sample,98.1034,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,61,sample,97.8804,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,64,sample,97.6576,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,67,sample,97.4904,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,70,sample,97.2674,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,73,sample,97.0448,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,76,sample,96.8218,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,79,sample,96.5992,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,82,sample,96.432,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,85,sample,96.2092,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,88,sample,95.9862,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,91,sample,95.7632,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,95,sample,95.5402,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,98,sample,95.3732,1,
run6-tbt-10s,1,continentale,10,none,true,100,c1,100,sample,95.15,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,103,sample,94.926,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,106,sample,94.7022,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,110,sample,94.4784,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,113,sample,94.3106,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,116,sample,94.0858,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,119,sample,93.8612,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,121,sample,93.6364,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,125,sample,93.4118,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,128,sample,93.2432,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,131,sample,93.019,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,133,sample,92.7946,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,137,sample,92.5704,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,139,sample,92.3458,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,143,sample,92.1774,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,146,sample,91.9526,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,149,sample,91.7282,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,152,sample,91.5036,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,154,sample,91.279,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,157,sample,91.1104,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,159,sample,90.886,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,162,sample,90.6612,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,165,sample,90.4366,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,167,sample,90.2118,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,170,sample,90.0434,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,174,sample,89.8186,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,176,sample,89.594,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,179,sample,89.3694,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,182,sample,89.1448,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,185,sample,88.9764,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,188,sample,88.7516,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,192,sample,88.5272,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,195,sample,88.3024,2,
run6-tbt-10s,1,continentale,10,none,true,100,c1,199,sample,88.078,2,
