experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run6-tbt-10s,1,continentale,10,none,true,100,2,1,100,199,153,47,47,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,0,3.175,0.067553,0.067553,0.067553,0,0.0,50861,50861,50861.0,50861.0,47,14.6662,8.928,15.267,0.9666,1,1,0,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,2,1,100,199,153,47,47,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,33,31.399171,0.668067,0.668067,0.668067,0,0.702128,502990,502990,502990.0,502990.0,47,10.3232,5.124,15.138,0.5323,32,2,3,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,2,1,100,199,153,47,47,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,14,12.425829,0.264379,0.264379,0.264379,0,0.297872,199052,199052,199052.0,199052.0,47,12.4474,5.742,15.183,0.7447,14,2,2,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,3,1,200,299,200,100,100,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,7,6.472378,0.064724,0.067553,0.064511,1,0.07,50861,74727,50861.0,74727.0,100,14.0557,5.551,15.317,0.9056,8,2,1,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,3,1,200,299,200,100,100,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,66,67.706965,0.67707,0.668067,0.677747,1,0.66,502990,785078,502990.0,785078.0,100,10.9855,4.895,15.315,0.5986,66,3,3,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,3,1,200,299,200,100,100,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,27,25.820657,0.258207,0.264379,0.257742,1,0.27,199052,298559,199052.0,298559.0,100,12.7186,5.831,15.317,0.7719,26,2,3,6,6,0
run6-tbt-10s,1,continentale,10,none,true,100,4,1,300,399,300,100,100,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,7,6.786098,0.067861,0.064511,0.068113,1,0.07,74727,79841,74727.0,79841.0,100,14.13,5.49,15.233,0.913,9,2,0,2,2,0
run6-tbt-10s,1,continentale,10,none,true,100,4,1,300,399,300,100,100,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,78,70.077218,0.700772,0.677747,0.702505,1,0.78,785078,823464,785078.0,823464.0,100,10.7985,5.128,14.948,0.5799,70,0,8,2,2,0
run6-tbt-10s,1,continentale,10,none,true,100,4,1,300,399,300,100,100,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,15,23.136684,0.231367,0.257742,0.229382,1,0.15,298559,268877,298559.0,268877.0,100,12.8262,5.407,15.231,0.7826,21,6,0,2,2,0
run6-tbt-10s,1,continentale,10,none,true,100,5,1,400,499,400,100,100,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,9,6.47044,0.064704,0.068113,0.064448,1,0.09,79841,78137,79841.0,78137.0,100,14.12,5.22,15.2,0.912,6,0,3,15,16,0
run6-tbt-10s,1,continentale,10,none,true,100,5,1,400,499,400,100,100,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,62,67.853182,0.678532,0.702505,0.676727,1,0.62,823464,820469,823464.0,820469.0,100,11.2308,4.9,14.881,0.6231,61,7,8,15,16,0
run6-tbt-10s,1,continentale,10,none,true,100,5,1,400,499,400,100,100,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,29,25.676378,0.256764,0.229382,0.258825,1,0.29,268877,313801,268877.0,313801.0,100,12.6162,5.216,15.116,0.7616,33,9,5,15,16,0
run6-tbt-10s,1,continentale,10,none,true,100,6,0,500,599,500,98,98,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,6,6.2932,0.064216,0.064448,0.064199,1,0.061224,78137,79841,78137.0,79841.0,98,14.1127,5.784,15.183,0.9113,6,1,1,4,4,0
run6-tbt-10s,1,continentale,10,none,true,100,6,0,500,599,500,98,98,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,74,66.176203,0.675267,0.676727,0.675155,1,0.755102,820469,839662,820469.0,839662.0,98,10.7363,4.64,15.099,0.5736,74,3,3,4,4,0
run6-tbt-10s,1,continentale,10,none,true,100,6,0,500,599,500,98,98,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,18,25.530597,0.260516,0.258825,0.260646,1,0.183673,313801,324155,313801.0,324155.0,98,13.1877,5.208,15.083,0.8188,18,2,2,4,4,0
