sample_height,host,balance_gas
312,c2,96.531
312,c3,97.3694
312,c4,97.8742
312,c5,98.2662
312,m1,108.4761
312,m2,109.262
312,m3,61.2025
312,ca,49.3564
321,c1,94.6848
321,c2,96.4192
321,c3,97.2576
321,c4,97.7622
321,c5,98.1544
321,m1,8.1814
321,m2,44.7834
321,m3,49.297
321,ca,49.3564
329,c1,94.461
329,c2,96.2512
329,c3,97.1456
329,c4,97.6502
329,c5,98.0984
329,m1,7.6821
329,m2,18.9592
329,m3,39.6868
329,ca,49.3564
337,c1,94.2932
337,c2,96.1392
337,c3,97.0336
337,c4,97.5942
337,c5,98.0426
337,m1,7.0167
337,m2,49.1174
337,m3,32.1044
337,ca,49.3564
345,c1,94.0684
345,c2,95.9714
345,c3,96.9216
345,c4,97.4822
345,c5,97.9866
345,m1,107.4587
345,m2,49.5404
345,m3,32.1044
345,ca,49.3564
353,c1,93.8438
353,c2,95.8598
353,c3,96.8096
353,c4,97.4264
353,c5,97.875
353,m1,7.1503
353,m2,21.2658
353,m3,25.9623
353,ca,49.3564
361,c1,93.619
361,c2,95.6918
361,c3,96.6978
361,c4,97.3146
361,c5,97.819
361,m1,7.1925
361,m2,9.4406
361,m3,21.1246
361,ca,49.3564
370,c1,93.3942
370,c2,95.524
370,c3,96.586
370,c4,97.2586
370,c5,97.763
370,m1,108.5823
370,m2,109.4406
370,m3,21.019
370,ca,49.3564
378,c1,93.2258
378,c2,95.4122
378,c3,96.53
378,c4,97.1466
378,c5,97.707
378,m1,7.0677
378,m2,45.4208
378,m3,17.0938
378,ca,49.3564
386,c1,93.0014
386,c2,95.2444
386,c3,96.4182
386,c4,97.0908
386,c5,97.651
386,m1,7.4224
386,m2,19.4608
386,m3,94.1466
386,ca,49.3564
394,c1,92.777
394,c2,95.1324
394,c3,96.3064
394,c4,96.9788
394,c5,97.539
394,m1,108.149
394,m2,119.3846
394,m3,94.1466
394,ca,49.3564
403,c1,92.5524
403,c2,94.9648
403,c3,96.1944
403,c4,96.9228
403,c5,97.483
403,m1,8.0923
403,m2,48.8028
403,m3,75.5961
403,ca,49.3564
412,c1,92.3278
412,c2,94.8528
412,c3,96.0824
412,c4,96.8108
412,c5,97.4272
412,m1,7.1198
412,m2,21.1469
412,m3,60.8984
412,ca,49.3564
420,c1,92.1594
420,c2,94.6848
420,c3,95.9706
420,c4,96.7548
420,c5,97.3712
420,m1,107.8836
420,m2,21.1457
420,m3,60.7338
420,ca,49.3564
428,c1,91.9348
428,c2,94.5728
428,c3,95.8586
428,c4,96.6428
428,c5,97.2592
428,m1,8.1708
428,m2,9.3893
428,m3,48.8362
428,ca,49.3564
437,c1,91.7102
437,c2,94.405
437,c3,95.7466
437,c4,96.5868
437,c5,97.2034
437,m1,7.5561
437,m2,44.8049
437,m3,39.5583
437,ca,49.3564
445,c1,91.4854
445,c2,94.2932
445,c3,95.635
445,c4,96.4748
445,c5,97.1474
445,m1,7.0895
445,m2,19.245
445,m3,32.091
445,ca,49.3564
455,c1,91.261
455,c2,94.1246
455,c3,95.523
455,c4,96.4188
455,c5,97.0914
455,m1,107.5583
455,m2,119.8718
455,m3,32.0148
455,ca,49.3564
463,c1,91.0928
463,c2,94.0122
463,c3,95.467
463,c4,96.307
463,c5,97.0356
463,m1,7.6355
463,m2,49.4493
463,m3,25.9728
463,ca,49.3564
472,c1,90.8684
472,c2,93.8438
472,c3,95.3552
472,c4,96.251
472,c5,96.9236
472,m1,7.0276
472,m2,20.9345
472,m3,21.1332
472,ca,49.3564
481,c1,90.6438
481,c2,93.7314
481,c3,95.2432
481,c4,96.1392
481,c5,96.8678
481,m1,107.6936
481,m2,20.8289
481,m3,21.7182
481,ca,49.3564
490,c1,90.4194
490,c2,93.5628
490,c3,95.1314
490,c4,96.0832
490,c5,96.8118
490,m1,7.8795
490,m2,9.7046
490,m3,17.6236
490,ca,49.3564
498,c1,90.195
498,c2,93.3944
498,c3,95.0196
498,c4,95.9714
498,c5,96.7558
498,m1,7.1042
498,m2,45.8469
498,m3,94.3479
498,ca,49.3564
505,c1,90.0264
505,c2,93.2822
505,c3,94.9078
505,c4,95.9154
505,c5,96.6998
505,m1,7.4597
505,m2,45.6791
505,m3,94.4601
505,ca,49.3564
514,c1,89.8018
514,c2,93.114
514,c3,94.7958
514,c4,95.8034
514,c5,96.5878
514,m1,107.8815
514,m2,19.3206
514,m3,76.2471
514,ca,49.3564
523,c1,89.5774
523,c2,93.0016
523,c3,94.684
523,c4,95.7476
523,c5,96.532
523,m1,8.1359
523,m2,48.7476
523,m3,61.3888
523,ca,49.3564
531,c1,89.3528
531,c2,92.8332
531,c3,94.572
531,c4,95.6356
531,c5,96.4762
531,m1,7.0076
531,m2,21.3363
531,m3,49.4658
531,ca,49.3564
540,c1,89.128
540,c2,92.7208
540,c3,94.46
540,c4,95.5236
540,c5,96.4202
540,m1,107.4496
540,m2,9.3211
540,m3,49.5738
540,ca,49.3564
548,c1,88.9596
548,c2,92.5522
548,c3,94.404
548,c4,95.4676
548,c5,96.3082
548,m1,7.7535
548,m2,110.0555
548,m3,39.908
548,ca,49.3564
556,c1,88.7348
556,c2,92.4398
556,c3,94.2922
556,c4,95.3556
556,c5,96.2522
556,m1,7.6242
556,m2,45.1995
556,m3,32.2814
556,ca,49.3564
564,c1,88.5104
564,c2,92.2714
564,c3,94.1798
564,c4,95.2996
564,c5,96.1962
564,m1,7.0972
564,m2,19.1924
564,m3,26.2919
564,ca,49.3564
