experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run2-tbt-10s,intercontinentale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.75571107,0.13672641,1.48772731,2.02369483,-19.65532718,70.20167971,63,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run2-tbt-10s,intercontinentale,1,10,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.77553448,0.13757153,1.50589429,2.04517468,1.47226791,66.9906126,63,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run2-tbt-10s,intercontinentale,1,10,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.71440031,,,,0.18284909,,34,,"H0 of proportionality: slope = 1, intercept = 0",,0.85151874,0.0,0.72790226,1.07e-06
