run_id,livello,tbt,height_conferma,epoca,nodo_certificato,indirizzo_certificato,esg_score,publisher,publisher_indirizzo,txid
run6-tbt-10s/continentale,continentale,10,27,1,m1,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,85.56,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,dd52ef856a97f98de22aa8fe0a35bcec0e124998bdf1ef9106aac34932dcd94f
run6-tbt-10s/continentale,continentale,10,27,1,m2,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,26.46,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,0fc712d5177b5e4255ed3ea0aa1fcf14805ec15704c58d219ce4a77d908d2bf7
run6-tbt-10s/continentale,continentale,10,27,1,m3,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,24.17,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,0d30b586a28b095de5d37f333c1eda97aeb8d91084ed53c64035d8ed89525ff0
run6-tbt-10s/continentale,continentale,10,27,1,c1,16iaz4Uim5owvE631oHWsTgzabtsFzyNPS3ynM,17.5,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,b30d49950b4633acb79789188e46b35093e76b3491c9adfd2589a75a89704f5a
run6-tbt-10s/continentale,continentale,10,27,1,c2,1BLQQ5iSr3KoQY1MuGVWoNbDL52x6tWbZ51Uwm,77.16,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,df5fe4dcf4e410a5fc5ef6b7089d3b514e9fb54a9ec4106d385ce59488718113
run6-tbt-10s/continentale,continentale,10,27,1,c3,19TjCe4L6fWTJAB4mK8JkE6V1uu4zAbYy1sJME,99.26,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,7d46bac9dda15e8d15fd4e80d996064cd6fb7f9c89103c4d0a0104534f6e6c06
run6-tbt-10s/continentale,continentale,10,27,1,c4,1DpyDXZoL6ruTFHoYwjwxpRZcawujgWo79bYkN,92.76,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,b64c6c8f52d2fbae60cb9cfcebdcada3bdb41d484edd5a51840ab1ea4e865615
run6-tbt-10s/continentale,continentale,10,27,1,c5,1JiovS1Zk7PuYaUhmrKjAgUYZb8uPYmGFu48TU,70.53,ca,1SEfQhVVQENgYPH4usHS37zSKHpwTXqLyVGom4,cce32a11b36b1276bc22822c91187239117b21c1fd60757ed3b52448595b51f9
