height,host,balance
122,c4,97.2664
122,c5,97.7674
122,m1,7.7542
122,m2,19.5148
122,m3,49.818
122,ca,49.3566
125,c1,93.2446
125,c2,95.4234
125,c3,96.5388
125,c4,97.2104
125,c5,97.7116
125,m1,108.3252
125,m2,119.409
125,m3,49.742
125,ca,49.3566
127,c1,93.02
127,c2,95.3114
127,c3,96.427
127,c4,97.0984
127,c5,97.6556
127,m1,109.1466
127,m2,119.409
127,m3,49.742
127,ca,49.3566
130,c1,92.8516
130,c2,95.1436
130,c3,96.315
130,c4,97.0424
130,c5,97.5996
130,m1,109.5948
130,m2,119.6328
130,m3,49.742
130,ca,49.3566
132,c1,92.627
132,c2,95.0316
132,c3,96.2032
132,c4,96.9308
132,c5,97.488
132,m1,6.9803
132,m2,49.0079
132,m3,40.5516
132,ca,49.3566
135,c1,92.4024
135,c2,94.8638
135,c3,96.0914
135,c4,96.8188
135,c5,97.4322
135,m1,108.2993
135,m2,49.0079
135,m3,40.5516
135,ca,49.3566
137,c1,92.1778
137,c2,94.7518
137,c3,95.9794
137,c4,96.763
137,c5,97.3762
137,m1,108.3613
137,m2,49.2119
137,m3,40.5516
137,ca,49.3566
140,c1,91.9532
140,c2,94.584
140,c3,95.8674
140,c4,96.651
140,c5,97.3202
140,m1,109.4397
140,m2,49.2119
140,m3,40.5516
140,ca,49.3566
143,c1,91.7846
143,c2,94.4722
143,c3,95.8114
143,c4,96.595
143,c5,97.2082
143,m1,109.6639
143,m2,49.6041
143,m3,40.5516
143,ca,49.3566
146,c1,91.5598
146,c2,94.3044
146,c3,95.6996
146,c4,96.4834
146,c5,97.1522
146,m1,7.877
146,m2,20.9292
146,m3,32.7961
146,ca,49.3566
148,c1,91.335
148,c2,94.1922
148,c3,95.5876
148,c4,96.4276
148,c5,97.0964
148,m1,108.4824
148,m2,20.9292
148,m3,32.7961
148,ca,49.3566
151,c1,91.1102
151,c2,94.0236
151,c3,95.4758
151,c4,96.3156
151,c5,97.0406
151,m1,109.4194
151,m2,20.8528
151,m3,32.7201
151,ca,49.3566
154,c1,90.9416
154,c2,93.9112
154,c3,95.364
154,c4,96.2596
154,c5,96.9848
154,m1,109.9804
154,m2,20.8528
154,m3,32.7201
154,ca,49.3566
156,c1,90.7168
156,c2,93.7428
156,c3,95.2522
156,c4,96.1478
156,c5,96.873
156,m1,7.177
156,m2,9.2692
156,m3,26.5309
156,ca,49.3566
159,c1,90.4924
159,c2,93.5742
159,c3,95.1404
159,c4,96.092
159,c5,96.817
159,m1,108.7478
159,m2,109.2692
159,m3,26.5309
159,ca,49.3566
162,c1,90.2678
162,c2,93.4618
162,c3,95.0284
162,c4,95.98
162,c5,96.761
162,m1,109.0906
162,m2,109.1928
162,m3,26.6499
162,ca,49.3566
164,c1,90.0432
164,c2,93.2934
164,c3,94.9164
164,c4,95.924
164,c5,96.705
164,m1,109.3712
164,m2,109.6486
164,m3,26.6499
164,ca,49.3566
168,c1,89.8746
168,c2,93.1812
168,c3,94.8604
168,c4,95.8122
168,c5,96.649
168,m1,109.988
168,m2,109.6486
168,m3,26.8741
168,ca,49.3566
170,c1,89.6498
170,c2,93.0126
170,c3,94.7484
170,c4,95.7562
170,c5,96.537
170,m1,7.9386
170,m2,45.0142
170,m3,21.8541
170,ca,49.3566
173,c1,89.4252
173,c2,92.9002
173,c3,94.6366
173,c4,95.6444
173,c5,96.481
173,m1,108.3314
173,m2,44.9082
173,m3,21.9913
173,ca,49.3566
176,c1,89.2004
176,c2,92.732
176,c3,94.5246
176,c4,95.5884
176,c5,96.425
176,m1,108.3314
176,m2,45.0206
176,m3,22.7341
176,ca,49.3566
179,c1,89.0318
179,c2,92.62
179,c3,94.4126
179,c4,95.4764
179,c5,96.369
179,m1,108.78
179,m2,45.0206
179,m3,23.0143
179,ca,49.3566
182,c1,88.8072
182,c2,92.4518
182,c3,94.3006
182,c4,95.4204
182,c5,96.313
182,m1,7.6536
182,m2,19.3087
182,m3,18.7662
182,ca,49.3566
185,c1,88.5826
185,c2,92.3396
185,c3,94.1882
185,c4,95.3086
185,c5,96.2012
185,m1,108.1876
185,m2,119.3715
185,m3,118.7662
185,ca,49.3566
188,c1,88.3582
188,c2,92.1712
188,c3,94.076
188,c4,95.2526
188,c5,96.1452
188,m1,108.7356
188,m2,119.3715
188,m3,118.8784
188,ca,49.3566
190,c1,88.1336
190,c2,92.0592
190,c3,93.9636
190,c4,95.1406
190,c5,96.0892
190,m1,108.7356
190,m2,119.8763
190,m3,118.8784
190,ca,49.3566
193,c1,87.9654
193,c2,91.8906
193,c3,93.9076
193,c4,95.0846
193,c5,96.0332
193,m1,7.2244
193,m2,49.1053
193,m3,95.4575
193,ca,49.3566
196,c1,87.7408
196,c2,91.7784
196,c3,93.7954
196,c4,94.973
196,c5,95.9212
196,m1,108.3442
196,m2,49.1053
196,m3,95.4575
196,ca,49.3566
199,c1,87.516
199,c2,91.61
199,c3,93.683
199,c4,94.9172
199,c5,95.8652
199,m1,109.0602
199,m2,49.1679
199,m3,95.3519
199,ca,49.3566
202,c1,87.2912
202,c2,91.4976
202,c3,93.5706
202,c4,94.8052
202,c5,95.8094
202,m1,109.6218
202,m2,49.1679
202,m3,95.3519
202,ca,49.3566
204,c1,87.067
204,c2,91.3294
204,c3,93.4582
204,c4,94.7492
204,c5,95.7534
204,m1,7.1249
204,m2,20.822
204,m3,76.3707
204,ca,49.3566
208,c1,86.8986
208,c2,91.217
208,c3,93.3458
208,c4,94.6372
208,c5,95.6974
208,m1,108.1441
208,m2,21.046
208,m3,76.6513
208,ca,49.3566
211,c1,86.674
211,c2,91.0486
211,c3,93.2336
211,c4,94.5812
211,c5,95.5854
211,m1,108.8671
211,m2,21.046
211,m3,76.5457
211,ca,49.3566
214,c1,86.4494
214,c2,90.9362
214,c3,93.1212
214,c4,94.4694
214,c5,95.5294
214,m1,109.3719
214,m2,21.046
214,m3,76.5457
214,ca,49.3566
217,c1,86.225
217,c2,90.7678
217,c3,93.009
217,c4,94.4136
217,c5,95.4736
217,m1,7.1836
217,m2,9.3666
217,m3,61.5914
217,ca,49.3566
220,c1,86.0566
220,c2,90.6554
220,c3,92.953
220,c4,94.3016
220,c5,95.4176
220,m1,108.2488
220,m2,109.6252
220,m3,61.5914
220,ca,49.3566
222,c1,85.8322
222,c2,90.4868
222,c3,92.8406
222,c4,94.2454
222,c5,95.3616
222,m1,108.6476
222,m2,109.549
222,m3,61.5914
222,ca,49.3566
225,c1,85.6076
225,c2,90.3182
225,c3,92.7282
225,c4,94.1332
225,c5,95.2498
225,m1,109.5594
225,m2,109.549
225,m3,61.5914
225,ca,49.3566
227,c1,85.383
227,c2,90.2058
227,c3,92.6158
227,c4,94.077
227,c5,95.1938
227,m1,109.5594
227,m2,110.0544
227,m3,61.5914
227,ca,49.3566
231,c1,85.1584
231,c2,90.0372
231,c3,92.5034
231,c4,93.9648
231,c5,95.1378
231,m1,7.8782
231,m2,45.1766
231,m3,49.6279
231,ca,49.3566
234,c1,84.9898
234,c2,89.9248
234,c3,92.391
234,c4,93.9086
234,c5,95.0818
234,m1,107.8018
234,m2,45.651
234,m3,49.7765
234,ca,49.3566
237,c1,84.7654
237,c2,89.7564
237,c3,92.2786
237,c4,93.7966
237,c5,95.0258
237,m1,108.536
237,m2,45.651
237,m3,49.7765
237,ca,49.3566
240,c1,84.5406
240,c2,89.6442
240,c3,92.1664
240,c4,93.7406
240,c5,94.914
240,m1,7.095
240,m2,19.5276
240,m3,40.176
240,ca,49.3566
242,c1,84.3158
242,c2,89.4756
242,c3,92.054
242,c4,93.6282
242,c5,94.8582
242,m1,107.2632
242,m2,120.2404
242,m3,40.176
242,ca,49.3566
245,c1,84.1474
245,c2,89.3634
245,c3,91.9416
245,c4,93.516
245,c5,94.8022
245,m1,107.4944
245,m2,120.6398
245,m3,40.1
245,ca,49.3566
247,c1,83.9232
247,c2,89.1948
247,c3,91.8854
247,c4,93.4598
247,c5,94.7464
247,m1,108.2304
247,m2,120.6398
247,m3,40.1
247,ca,49.3566
250,c1,83.6984
250,c2,89.0826
250,c3,91.773
250,c4,93.3476
250,c5,94.6346
250,m1,108.511
250,m2,121.0326
250,m3,40.1
250,ca,49.3566
253,c1,83.4738
253,c2,88.914
253,c3,91.6606
253,c4,93.2914
253,c5,94.5788
253,m1,7.0992
253,m2,49.6802
253,m3,32.435
253,ca,49.3566
255,c1,83.249
255,c2,88.802
255,c3,91.5482
255,c4,93.179
255,c5,94.5228
255,m1,107.9352
255,m2,49.6802
255,m3,32.435
255,ca,49.3566
259,c1,83.0804
259,c2,88.6334
259,c3,91.436
259,c4,93.1228
259,c5,94.4668
259,m1,108.9862
259,m2,49.6036
259,m3,32.359
259,ca,49.3566
262,c1,82.856
262,c2,88.521
262,c3,91.3238
262,c4,93.0104
262,c5,94.4108
262,m1,109.5476
262,m2,49.6036
262,m3,32.359
262,ca,49.3566
265,c1,82.6312
265,c2,88.3528
265,c3,91.2116
265,c4,92.9544
265,c5,94.2988
265,m1,7.1574
265,m2,21.0045
265,m3,26.242
265,ca,49.3566
268,c1,82.4066
268,c2,88.2406
268,c3,91.0994
268,c4,92.8422
268,c5,94.2426
268,m1,107.987
268,m2,21.4985
268,m3,26.242
268,ca,49.3566
271,c1,82.1818
271,c2,88.0722
271,c3,90.9872
271,c4,92.7862
271,c5,94.1864
271,m1,108.6478
271,m2,21.3923
271,m3,26.1364
271,ca,49.3566
273,c1,82.0132
273,c2,87.96
273,c3,90.931
273,c4,92.6738
273,c5,94.1302
273,m1,109.041
273,m2,21.3923
273,m3,26.1364
273,ca,49.3566
277,c1,81.7884
277,c2,87.7916
277,c3,90.8186
277,c4,92.6176
277,c5,94.074
277,m1,7.0512
277,m2,9.5825
277,m3,21.2641
277,ca,49.3566
280,c1,81.564
280,c2,87.6792
280,c3,90.7062
280,c4,92.5054
280,c5,93.9616
280,m1,107.5906
280,m2,110.4791
280,m3,21.2641
280,ca,49.3566
282,c1,81.3394
282,c2,87.5108
282,c3,90.594
282,c4,92.4492
282,c5,93.9054
282,m1,107.6532
282,m2,110.3731
282,m3,21.4887
282,ca,49.3566
285,c1,81.171
285,c2,87.3986
285,c3,90.4816
285,c4,92.337
285,c5,93.8492
285,m1,108.3142
285,m2,110.7103
285,m3,21.4887
285,ca,49.3566
288,c1,80.9468
288,c2,87.2302
288,c3,90.3692
288,c4,92.281
288,c5,93.793
288,m1,7.1134
288,m2,45.4389
288,m3,17.6803
288,ca,49.3566
291,c1,80.7226
291,c2,87.062
291,c3,90.2568
291,c4,92.1686
291,c5,93.7368
291,m1,107.7406
291,m2,45.7195
291,m3,117.9045
291,ca,49.3566
294,c1,80.498
294,c2,86.9496
294,c3,90.1444
294,c4,92.1124
294,c5,93.6244
294,m1,107.8858
294,m2,45.7755
294,m3,117.8283
294,ca,49.3566
297,c1,80.2732
297,c2,86.781
297,c3,90.032
297,c4,92
297,c5,93.5682
297,m1,108.8842
297,m2,45.7755
297,m3,117.8283
297,ca,49.3566
300,c1,80.105
300,c2,86.6686
300,c3,89.9758
300,c4,91.944
300,c5,93.512
300,m1,109.3896
300,m2,45.9441
300,m3,117.8283
300,ca,49.3566
302,c1,79.8802
302,c2,86.5002
302,c3,89.8634
302,c4,91.8318
302,c5,93.4558
302,m1,7.9653
302,m2,19.5324
302,m3,94.6174
302,ca,49.3566
305,c1,79.6558
305,c2,86.3878
305,c3,89.7512
305,c4,91.7756
305,c5,93.3434
305,m1,108.0277
305,m2,119.5946
305,m3,94.8
305,ca,49.3566
307,c1,79.4314
307,c2,86.2192
307,c3,89.6392
307,c4,91.6632
307,c5,93.2872
307,m1,108.6531
307,m2,119.9314
307,m3,94.8
307,ca,49.3566
310,c1,79.263
310,c2,86.1068
310,c3,89.5268
310,c4,91.607
310,c5,93.231
310,m1,109.1023
310,m2,119.9314
310,m3,94.9124
310,ca,49.3566
314,c1,79.0386
314,c2,85.9382
314,c3,89.4146
314,c4,91.4946
314,c5,93.1748
314,m1,7.6252
314,m2,49.4755
314,m3,76.2847
314,ca,49.3566
317,c1,78.814
317,c2,85.8258
317,c3,89.3024
317,c4,91.4384
317,c5,93.1188
317,m1,108.1256
317,m2,49.3695
317,m3,76.2847
317,ca,49.3566
320,c1,78.5892
320,c2,85.6572
320,c3,89.1902
320,c4,91.326
320,c5,93.0066
320,m1,108.6748
320,m2,49.3695
320,m3,76.5093
320,ca,49.3566
323,c1,78.3644
323,c2,85.5448
323,c3,89.0778
323,c4,91.2698
323,c5,92.9504
323,m1,109.349
323,m2,49.3695
323,m3,76.5093
323,ca,49.3566
326,c1,78.1958
326,c2,85.3762
326,c3,89.0216
326,c4,91.1578
326,c5,92.8942
326,m1,7.7469
326,m2,20.9028
326,m3,61.5622
326,ca,49.3566
329,c1,77.9716
329,c2,85.2638
329,c3,88.9092
329,c4,91.1018
329,c5,92.838
329,m1,108.5217
329,m2,20.9028
329,m3,61.5622
329,ca,49.3566
331,c1,77.7468
331,c2,85.0952
331,c3,88.7972
331,c4,90.9896
331,c5,92.7818
331,m1,108.4157
331,m2,21.676
331,m3,61.4566
331,ca,49.3566
334,c1,77.5226
334,c2,84.9832
334,c3,88.6848
334,c4,90.9334
334,c5,92.6694
334,m1,109.0333
334,m2,21.676
334,m3,61.4566
334,ca,49.3566
336,c1,77.3544
336,c2,84.8146
336,c3,88.5724
336,c4,90.821
336,c5,92.6132
336,m1,109.5945
336,m2,21.676
336,m3,61.4566
336,ca,49.3566
339,c1,77.1304
339,c2,84.7024
339,c3,88.4602
339,c4,90.765
339,c5,92.557
339,m1,8.3819
339,m2,9.6988
339,m3,49.5201
339,ca,49.3566
