experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,cluster_head_host,cluster_head_address,esg_miner,tau_miner,n_companies,companies,tau_cluster_sum,c_i_sum,theta_code,theta_thesis,W_k_raw,A_k_alloc,R_k_reconciled,B_k_prev,B_k,rho_k,rho_k_prev,feedback_factor,w_k_recomputed,w_k_int_recomputed,w_k_published,w_k_published_prev,publish_confirm_height,publish_logged_height,publish_logged_weight,recompute_match,implied_W_k_raw_from_published,implied_raw_delta_over_esg_miner,malus_M,psi,w_after_malus,w_effective_g,W_tot_snapshot,share_snapshot,blocks_mined_epoch,blocks_measured_epoch
run2-tbt-10s,1,continentale,10,none,true,12,1,1,0,11,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,0.0,0,0,,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,1,,28,27,1,1,0.01,,0.0,1.0,1,1.0,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,1,1,0,11,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,0.0,0,0,,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,1,,28,27,1,1,0.01,,0.0,1.0,1,1.0,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,1,1,0,11,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.0,0,0,,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,1,,28,27,1,1,0.01,,0.0,1.0,1,1.0,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,2,1,12,23,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,0.0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,,1,,29,1,,,,0.0,1.0,,,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,2,1,12,23,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,0.0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,,1,,29,1,,,,0.0,1.0,,,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,2,1,12,23,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,0.0,0,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,,1,,29,1,,,,0.0,1.0,,,3.0,0.333333,0,0
run2-tbt-10s,1,continentale,10,none,true,12,3,1,24,35,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,24.17,3,1,c5:esg=70.53:tau=2:c_i=1.4106,2,1.4106,10.0,28,106.604202,0.301882,9.5568,0.0,0.0,1.0,0.0,0.5,53.302101,5330,5330,,42,41,5330,1,106.6,-0.0002,0.0,1.0,5330,5330.0,35313.0,0.150936,0,0
run2-tbt-10s,1,continentale,10,none,true,12,3,1,24,35,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,85.56,3,2,c1:esg=17.50:tau=2:c_i=0.3500 c2:esg=77.16:tau=2:c_i=1.5432,4,1.8932,10.0,28,418.662192,1.18557,45.3946,0.0,0.0,1.0,0.0,0.5,209.331096,20933,20933,,42,41,20933,1,418.66,-0.0,0.0,1.0,20933,20933.0,35313.0,0.592785,0,0
run2-tbt-10s,1,continentale,10,none,true,12,3,1,24,35,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,26.46,3,2,c3:esg=99.26:tau=2:c_i=1.9852 c4:esg=92.76:tau=2:c_i=1.8552,4,3.8404,10.0,28,180.996984,0.512548,28.6703,0.0,0.0,1.0,0.0,0.5,90.498492,9050,9050,,42,41,9050,1,181.0,0.0001,0.0,1.0,9050,9050.0,35313.0,0.25628,0,0
run2-tbt-10s,1,continentale,10,none,true,12,4,1,36,47,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,24.17,2,1,c5:esg=70.53:tau=5:c_i=3.5265,5,3.5265,45.0,53,133.575505,0.744502,7.6364,0.0,0.0,1.0,1.0,1.0,133.575505,13358,13358,5330,54,53,13358,1,133.58,0.0002,0.0,1.0,13358,13358.0,161475.0,0.082725,0,0
