tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
151,152,admin,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:14,2,run/data/admin/debug.log,730
151,152,m1,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:03,3,run/data/m1/debug.log,613
151,152,m2,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:02,3,run/data/m2/debug.log,654
151,152,m3,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:03,3,run/data/m3/debug.log,621
152,153,admin,12,10.000,10.000,+0.000,5.000,2000-01-01 00:25:25,2,run/data/admin/debug.log,744
152,153,m1,12,10.000,10.000,+0.000,5.000,2000-01-01 00:25:13,3,run/data/m1/debug.log,628
152,153,m2,12,10.000,10.000,+0.000,5.000,2000-01-01 00:25:12,3,run/data/m2/debug.log,710
152,153,m3,12,10.000,10.000,+0.000,5.000,2000-01-01 00:25:13,3,run/data/m3/debug.log,636
153,154,admin,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:40,2,run/data/admin/debug.log,758
153,154,m1,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:25,3,run/data/m1/debug.log,675
153,154,m2,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:26,3,run/data/m2/debug.log,725
153,154,m3,12,9.917,10.000,+0.083,5.000,2000-01-01 00:25:26,3,run/data/m3/debug.log,651
154,155,admin,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:55,5,run/data/admin/debug.log,772
154,155,m1,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:40,6,run/data/m1/debug.log,690
154,155,m2,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:39,6,run/data/m2/debug.log,746
154,155,m3,12,10.500,10.000,-0.500,5.000,2000-01-01 00:25:40,6,run/data/m3/debug.log,666
155,156,admin,12,10.917,10.000,-0.917,5.000,2000-01-01 00:26:05,2,run/data/admin/debug.log,805
155,156,m1,12,10.917,10.000,-0.917,5.000,2000-01-01 00:25:54,3,run/data/m1/debug.log,793
155,156,m2,12,11.000,10.000,-1.000,5.000,2000-01-01 00:25:55,3,run/data/m2/debug.log,783
155,156,m3,12,10.917,10.000,-0.917,5.000,2000-01-01 00:25:56,3,run/data/m3/debug.log,697
156,157,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:16,2,run/data/admin/debug.log,819
156,157,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:04,3,run/data/m1/debug.log,856
156,157,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:06,3,run/data/m2/debug.log,818
156,157,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:06,3,run/data/m3/debug.log,712
157,158,admin,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:27,2,run/data/admin/debug.log,833
157,158,m1,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:15,3,run/data/m1/debug.log,1076
157,158,m2,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:17,3,run/data/m2/debug.log,833
157,158,m3,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:17,3,run/data/m3/debug.log,727
158,159,admin,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:35,2,run/data/admin/debug.log,847
158,159,m1,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:27,3,run/data/m1/debug.log,1091
158,159,m2,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:26,3,run/data/m2/debug.log,1109
158,159,m3,12,11.083,10.000,-1.083,5.000,2000-01-01 00:26:28,3,run/data/m3/debug.log,742
159,160,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:42,2,run/data/admin/debug.log,861
159,160,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:35,3,run/data/m1/debug.log,1109
159,160,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:34,3,run/data/m2/debug.log,1497
159,160,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:35,3,run/data/m3/debug.log,760
160,161,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:52,2,run/data/admin/debug.log,875
160,161,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:43,3,run/data/m1/debug.log,1124
160,161,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:43,3,run/data/m2/debug.log,1512
160,161,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:42,3,run/data/m3/debug.log,886
161,162,admin,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:59,2,run/data/admin/debug.log,889
161,162,m1,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:53,3,run/data/m1/debug.log,1139
161,162,m2,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:52,3,run/data/m2/debug.log,1756
161,162,m3,12,10.833,10.000,-0.833,5.000,2000-01-01 00:26:53,3,run/data/m3/debug.log,901
162,163,admin,12,10.333,10.000,-0.333,5.000,2000-01-01 00:27:13,2,run/data/admin/debug.log,903
162,163,m1,12,10.333,10.000,-0.333,5.000,2000-01-01 00:26:59,3,run/data/m1/debug.log,1154
162,163,m2,12,10.333,10.000,-0.333,5.000,2000-01-01 00:26:58,3,run/data/m2/debug.log,2363
162,163,m3,12,10.333,10.000,-0.333,5.000,2000-01-01 00:26:59,3,run/data/m3/debug.log,916
163,164,admin,12,10.917,10.000,-0.917,5.000,2000-01-01 00:27:28,2,run/data/admin/debug.log,917
163,164,m1,12,10.917,10.000,-0.917,5.000,2000-01-01 00:27:14,3,run/data/m1/debug.log,1169
163,164,m2,12,10.917,10.000,-0.917,5.000,2000-01-01 00:27:13,3,run/data/m2/debug.log,2728
163,164,m3,12,10.917,10.000,-0.917,5.000,2000-01-01 00:27:14,3,run/data/m3/debug.log,931
164,165,admin,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:37,2,run/data/admin/debug.log,931
164,165,m1,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:29,3,run/data/m1/debug.log,1184
164,165,m2,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:28,3,run/data/m2/debug.log,3058
164,165,m3,12,11.333,10.000,-1.333,5.000,2000-01-01 00:27:29,3,run/data/m3/debug.log,946
