height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
152,2,1,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,2.72483069e-06,13.708,13.708,2000-01-01 00:25:03,0,run/data/m1/debug.log,614
152,2,1,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,6.65470949e-07,8.931,8.931,2000-01-01 00:25:02,0,run/data/m2/debug.log,655
152,2,1,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,9.89755742e-07,10.239,10.239,2000-01-01 00:25:03,0,run/data/m3/debug.log,622
153,2,0,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,1.60737872e-06,11.987,11.987,2000-01-01 00:25:13,0,run/data/m1/debug.log,629
153,2,0,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,5.5551825e-06,14.842,14.842,2000-01-01 00:25:12,0,run/data/m2/debug.log,711
153,2,0,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,2.43720864e-05,15.000,15.000,2000-01-01 00:25:13,0,run/data/m3/debug.log,637
154,2,0,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,4.95777385e-06,14.769,14.769,2000-01-01 00:25:25,0,run/data/m1/debug.log,676
154,2,0,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,2.17335424e-06,13.042,13.042,2000-01-01 00:25:26,0,run/data/m2/debug.log,726
154,2,0,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,1.96755858e-05,15.017,15.017,2000-01-01 00:25:26,0,run/data/m3/debug.log,652
155,2,0,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,2.7390576e-06,13.605,13.605,2000-01-01 00:25:40,0,run/data/m1/debug.log,691
155,2,0,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,4.45116103e-06,14.539,14.539,2000-01-01 00:25:39,0,run/data/m2/debug.log,747
