height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,00bb0c5ce0474da7b79ddb71f14d82da070b908d200dc6d0786ab38c3b0e407e,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684801,1,598,1,1
2,00ae0686df5d05ef38934be482b14ffbdcf7e6767796733f5ce5a2a31dd486e4,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684802,1,597,1,1
3,00841a83b4fde456e2e7513606900e48b3334c4c873fe7d32a1021919afb9d56,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684811,4,596,1,1
4,002e712f8493fbfe0893cc9868a91d3d12f49069f91f0a8ff4705989520f4a7f,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684821,1,595,1,1
5,0037892d26d1235ff9f03c4763e8a5308e25d42ca076b183bcc1ae2918b28db0,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684835,1,594,1,1
6,0096c1beac7e2e8aa64177bdd0229c6a5170c6a631ac8b3164d73a4e2fad2545,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684850,1,593,1,1
7,0036a341f415c6dde529a6efc323a9d68bdbfed26294eadd80b7af735f6741d8,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684862,40,592,1,1
8,00a0572a98f4b156fd87f1aa5ec3395798dbd426f2ffaf5a74931884a03ff3e4,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684876,1,591,1,1
9,00c4f07ae0dd469b0f3de98e8c6e0f90146f41688564c223958658f01dbeaf6b,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684888,1,590,1,1
10,00a2adfe505e0afc0096f5a69c6efa2eb4f6c5c9e732d979f5765d8b36f1c4de,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684901,1,589,1,1
11,0001a7fb8899129764c56ebe46e82496b7c371de80822dbb4b2a6edd5369ae24,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684911,1,588,1,1
12,0045e5173a6e89d1d119300780d57e438f3039430c1349e6c63510e5418ce57a,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684920,1,587,1,1
13,00ed7c4d98c221558368bbaead8fcf1d24418a2a1d07bc1e64cc20012a7b9a69,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684922,1,586,1,1
14,008a82b217b728083bc1809b4b46771af3a2cb978e96b71f660b5b3bb4b4189e,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684930,1,585,1,1
15,003cd218507b5c073d4fa03618c82ae60ab40e4fffd6c06477e3856dcb7ae18f,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684939,1,584,1,1
16,00fab818e896e96b8c69e4ff67a71c9acd0f9ef2c0530d3bfe8eddb16e504b98,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684955,1,583,1,1
17,0036d1f0272d50219a66c910f1205ba40efc1acc0fec7834eaf7bfc6c5dfdae9,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946684963,1,582,1,1
18,00ff7b8539a6f364fbd54b74f3fb9aac617631dfd3698908a8da60fcc28937e4,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946684972,1,581,1,1
19,00f18dd73112fd019b50f9b0621dad651f525bfdcb4493d211c4d9e5de1571c6,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946684985,1,580,1,1
20,00dac9bb3feadea28a0b7da12f55ec85f4575c73132ff1ae23435c0f85d6bc6e,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946684995,1,579,1,1
21,00baa94107a9c70ff008e871a253f0fa99771ed0b43279c27183c499fecdc825,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685004,1,578,1,1
22,00137451ff4f77356e68dcad8b86ca43c8b0f4243bfbb2c72666fffdc8fa0ee7,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946685016,1,577,1,1
23,0012b1f100a123ab0c888bded2cb107a0d5f671f1d8c93a1430384cf31cec7c2,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946685025,1,576,1,1
24,002feef19c6b0734ebbbfa8c6591e4eba9ae92a09cf8f488836f08a0c13acddc,1GPFx4okn9eXpgBYGn4YQf1D2qKYStL2Pwo4t7,,946685036,1,575,1,1
25,0026817d1da2a359e48272db91dafc47987d5c38a4546b1bb3c2c93a8933daab,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685048,1,574,1,1
26,00b8ec486d927133c88d07c0666d57941d3b0b8899d3509943262710f49f4201,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685056,1,573,1,1
27,00207ddae07486f70a50d4fc29e50997e9cf007b0b2379af26528fbf6a95bf0d,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685063,17,572,1,1
28,00c5901be0642f6c63b30af0928bfcdb831241746073cac0246e8be808c94555,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685073,1,571,1,1
29,003816e689c3e1ee7af2bfb5014811506c377c50a235bc52c7a272b28917d82e,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685086,1,570,1,1
30,00f6ec81803d7ca3b194e1f715ec7192c47fad106c68dfe757bb91f24b14acd8,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685096,1,569,1,1
31,0061f35336b5c93721a69446c2215f94a13963b449e5068bddf2f7fdc00d12a2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685106,1,568,1,1
32,0059f5d320bdfb65caa1a21d54b79af2c76c781312a8e41b37a8e46920639df6,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685114,1,567,1,1
33,0086c4553c4d780b5f0c0f1cf8eadbb6ca4ae910d1839e383712b738d8907e12,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685126,1,566,1,1
34,008dfdbc8c8849ace19bd98cae0d858d78c759bf00413214e979358904f40d5d,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685135,1,565,1,1
35,00a725c2f2c927b222f659b798441077db3d6ba13ab4673fbdca0fbfdd2c8738,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685146,10,564,1,1
36,00b6e0cbab30906bc710c670ee734c8c3db49115c30f0c935ca61c63c8282b3b,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685153,3,563,1,1
37,000bdd2dfc7ce6e113c285267d623e7ee127cef828ffa80c4eecab30553136a1,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685165,7,562,1,1
38,00598ea95d70e21dd89017538428f611fbac2d1cd1a9223b20ad625bfada489e,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685174,3,561,1,1
39,00d80e13a9cc1caa7aa0081f874a4dfe6b536f9a3617a9531832c5a9e75fb961,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,946685182,4,560,1,1
40,00d821d34e9c1c904992e309027fdfc937504487d5fb99ddc508699f7e6215d6,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685192,5,559,1,1
41,00a7274a473780199692f39e0f5b4fbb99e111d0268f4c3bffaf1266edc8d16e,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685204,4,558,1,1
42,007c460c2f3644a3ab079f0ca865124d83f5354885e85f2ff2ef4b51ad742091,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685213,5,557,1,1
43,001feac2a87401c3a81c46a21c072ec616d864a7e18b80aab5e7ea4c7e539bca,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685221,5,556,1,1
44,003968f76964f3b3c8ec6ea39c0643ffea0e5e2250b232cdccf179e10df4fcd1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685237,6,555,1,1
45,00d7464dc77df8bb0e58d8f6c4697b29c6255dacfb366703c33ba05bfe4ebf17,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685241,3,554,1,1
46,00cc0920e69a5328476645585b5f9fce6929f997e5bf30dfaecf886bc178c611,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685254,5,553,1,1
47,000bdc023e22c4f1cc8b6fa3e6617a381b693c91a1a680d50f5597f5875783f9,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,946685265,5,552,1,1
48,0091f01a51ce3e8710e141fbec4870be6f7c775b1d72f8c43bbd6ef5ffa5c4c9,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685274,4,551,1,1
49,0025442a9194736aa89304719f1c4b205f30d0771e14fe9669c9bee1038e8d94,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,946685287,6,550,1,1
