epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
4,True,3,0,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,m2,316428,4,316428,ok
4,True,3,0,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,m3,77424,4,77424,ok
4,True,3,0,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,m1,830065,4,830065,ok
