run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run2-tbt-10s/nazionale,nazionale,10,1,3,0.0,0.0,1.0,m2,0.333333,0.0,0.0,0.0
run2-tbt-10s/nazionale,nazionale,10,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run2-tbt-10s/nazionale,nazionale,10,3,3,0.294566,0.294566,0.859546,m1,0.592785,0.294562,0.208001,3e-06
run2-tbt-10s/nazionale,nazionale,10,4,3,0.38697,0.38697,0.752464,m1,0.66318,0.386973,0.210115,-3e-06
run2-tbt-10s/nazionale,nazionale,10,5,3,0.399782,0.399782,0.734193,m1,0.675269,0.399785,0.229936,-3e-06
run2-tbt-10s/nazionale,nazionale,10,6,2,0.387699,0.387699,0.506818,m1,0.887699,0.390771,0.206263,-0.003072
run2-tbt-10s/nazionale,nazionale,10,7,2,0.237445,0.237445,0.830577,m1,0.737445,0.400378,0.228945,-0.162933
run2-tbt-10s/nazionale,nazionale,10,8,3,0.407263,0.407263,0.72294,m1,0.681512,0.407267,0.206263,-4e-06
run2-tbt-10s/nazionale,nazionale,10,9,3,0.378486,0.378486,0.763769,m1,0.653134,0.378484,0.207867,1e-06
run2-tbt-10s/nazionale,nazionale,10,10,3,0.401875,0.401875,0.731718,m1,0.684288,0.40188,0.223135,-5e-06
run2-tbt-10s/nazionale,nazionale,10,11,2,0.211206,0.211206,0.867158,m1,0.711206,0.381179,0.203271,-0.169973
run2-tbt-10s/nazionale,nazionale,10,12,3,0.413207,0.413207,0.711852,m1,0.680989,0.41321,0.230546,-3e-06
run2-tbt-10s/nazionale,nazionale,10,13,3,0.389713,0.389713,0.749051,m1,0.672509,0.389712,0.201833,1e-06
run2-tbt-10s/nazionale,nazionale,10,14,2,0.275379,0.275379,0.768516,m2,0.775379,0.388686,0.221963,-0.113307
run2-tbt-10s/nazionale,nazionale,10,15,2,0.207409,0.207409,0.872045,m1,0.707409,0.377735,0.215939,-0.170326
run2-tbt-10s/nazionale,nazionale,10,16,3,0.402981,0.402981,0.728195,m1,0.673258,0.402984,0.210115,-3e-06
run2-tbt-10s/nazionale,nazionale,10,17,2,0.394858,0.394858,0.485087,m1,0.894858,0.397959,0.223012,-0.003101
run2-tbt-10s/nazionale,nazionale,10,18,2,0.247022,0.247022,0.815965,m1,0.747022,0.397454,0.206263,-0.150433
run2-tbt-10s/nazionale,nazionale,10,19,3,0.393008,0.393008,0.742277,m1,0.662209,0.393007,0.207867,1e-06
run2-tbt-10s/nazionale,nazionale,10,20,3,0.399782,0.399782,0.734193,m1,0.675269,0.399785,0.229936,-3e-06
run2-tbt-10s/nazionale,nazionale,10,21,3,0.391139,0.391139,0.74679,m1,0.668364,0.391138,0.211054,1e-06
run2-tbt-10s/nazionale,nazionale,10,22,3,0.390767,0.390767,0.747561,m1,0.671043,0.390771,0.206263,-4e-06
run2-tbt-10s/nazionale,nazionale,10,23,2,0.222989,0.222989,0.851346,m1,0.722989,0.386973,0.210115,-0.163984
run2-tbt-10s/nazionale,nazionale,10,24,2,0.411144,0.411144,0.432639,m1,0.911144,0.411183,0.229372,-3.9e-05
run2-tbt-10s/nazionale,nazionale,10,25,3,0.384815,0.384815,0.755405,m1,0.660821,0.384816,0.209474,-1e-06
run2-tbt-10s/nazionale,nazionale,10,26,2,0.237351,0.237351,0.830718,m1,0.737351,0.400332,0.216729,-0.162981
run2-tbt-10s/nazionale,nazionale,10,27,0,0.0,0.0,0.0,,,0.407267,0.206263,-0.407267
run2-tbt-10s/nazionale,nazionale,10,28,0,0.0,0.0,0.0,,,0.396143,0.221963,-0.396143
