height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
152,2,1,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,1.25463564e-07,5.894,5.894,2000-01-01 00:25:18,0,run/data/m1/debug.log,630
152,2,1,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,1.96190882e-06,12.736,12.736,2000-01-01 00:25:18,0,run/data/m2/debug.log,603
152,2,1,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,1.70143306e-05,14.983,14.983,2000-01-01 00:25:18,0,run/data/m3/debug.log,622
153,2,0,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,5.12624061e-06,14.864,14.864,2000-01-01 00:25:25,0,run/data/m1/debug.log,779
153,2,0,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,2.57262657e-07,6.845,6.845,2000-01-01 00:25:26,0,run/data/m2/debug.log,618
153,2,0,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,4.17267251e-05,15.067,15.067,2000-01-01 00:25:26,0,run/data/m3/debug.log,637
154,2,0,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,1.51682812e-06,11.897,11.897,2000-01-01 00:25:35,0,run/data/m1/debug.log,794
154,2,0,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,1.12670802e-06,10.807,10.807,2000-01-01 00:25:34,0,run/data/m2/debug.log,915
154,2,0,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,8.8730328e-06,15.038,15.038,2000-01-01 00:25:34,0,run/data/m3/debug.log,652
155,2,0,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,4.76331657e-06,14.733,14.733,2000-01-01 00:25:46,0,run/data/m1/debug.log,809
155,2,0,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,2.85375856e-07,6.952,6.952,2000-01-01 00:25:45,0,run/data/m2/debug.log,1192
155,2,0,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,1.950929e-05,15.000,15.000,2000-01-01 00:25:45,0,run/data/m3/debug.log,667
156,2,0,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,1.40391834e-06,11.648,11.648,2000-01-01 00:25:53,0,run/data/m1/debug.log,824
156,2,0,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,1.38328635e-06,11.593,11.593,2000-01-01 00:25:52,0,run/data/m2/debug.log,1286
156,2,0,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,3.24217012e-05,15.083,15.083,2000-01-01 00:25:53,0,run/data/m3/debug.log,682
157,2,0,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,2.32427157e-06,13.345,13.345,2000-01-01 00:26:06,0,run/data/m1/debug.log,839
157,2,0,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,4.22146906e-06,14.647,14.647,2000-01-01 00:26:04,0,run/data/m2/debug.log,1305
157,2,0,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,8.42833278e-07,9.784,9.784,2000-01-01 00:26:05,0,run/data/m3/debug.log,697
