txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
207dec5773d59be3584dc7c47cf1af22aa580dd8d8e7989b9b207428d24f98fd,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,199052,1,105,946685853,946685862,497,106,txs.log UpdateTx
ac443a95bfc654ddd039327b78055654469b0cb5620c29c23d225742e2dddf17,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,511089,1,105,946685853,946685862,497,106,txs.log UpdateTx
c58f9f17e7acc899a57c1c90260bf12483ff1160bcc5bb55698ef180156ab1e1,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,50861,1,105,946685853,946685862,497,106,txs.log UpdateTx
31361f4f650f96250d60f5bf31edce734678c21f3e668bf8efd54fad976ea67f,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,74727,2,205,946686876,946686883,397,206,txs.log UpdateTx
eee77fdade943ba75447d2057141882b779627ee67502f85b843d6abec7cd1fb,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,301205,2,205,946686876,946686883,397,206,txs.log UpdateTx
4ad8dad0f644ac254aa32f3aaa06f1986ee00f0d8062f23ff476c3133b7fe2a2,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,768423,2,205,946686876,946686883,397,206,txs.log UpdateTx
ce0a7728a81931722df9ab5d29051aa293e4a936d2f7fb975168367b5dca78ea,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,814324,3,305,946687938,946687945,297,306,txs.log UpdateTx
b4b18a2638b926e3602e10330a1485bd91c37b07c3d3f3889aeedb6d8b134274,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,265001,3,305,946687938,946687945,297,306,txs.log UpdateTx
46157092adc4b7854a1cf3422808e7ddbab5096a9bb899882197f77b170c2395,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,78137,3,305,946687938,946687945,297,306,txs.log UpdateTx
3c1b4f0330e520973ec5d8c0596f044156ab6f6a18754a0bfbeb247f758990b6,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,838621,4,405,946689027,946689034,197,406,txs.log UpdateTx
5af5d3b5880e389bb4df51dfc011d72483cfe070784aa22352a8e35449cf7f77,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,316256,4,405,946689027,946689034,197,406,txs.log UpdateTx
4e2f1b9062c8f65faa53542c8deb1a33512b8ad1a839239578cc987a815e2c9a,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,1MR23ACVa8yHLyXnyiCzuh5NNcyYPcVjABvQX7,m1,813867,5,505,946690101,946690114,97,506,txs.log UpdateTx
f62f7f20294d990f776fe4e072b9f015c9282d6dea15942b975d0a4b76edb102,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,1Snjm1ipv6bNrYBJg7akJXwLCy8JeNnkNx1L2x,m2,313993,5,505,946690101,946690114,97,506,txs.log UpdateTx
9273d1f630bb9cbd438792bd9a57f8cb9a09b5f01473fc6596cb0e8f2b336bd9,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,12FC8Zks2JqRt2BTkbvcKztQFVkCRaMjVC9Tu7,m3,75720,5,505,946690101,946690114,97,506,txs.log UpdateTx
