run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run3-tbt-5s/intercontinentale,intercontinentale,5,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,3,3,0.0,0.0,1.0,m2,0.333333,0.0,0.0,0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,4,2,0.0,0.0,1.0,m2,0.5,0.0,0.0,0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,5,3,0.340435,0.340435,0.810916,m1,0.633261,0.34041,0.208001,2.4e-05
run3-tbt-5s/intercontinentale,intercontinentale,5,6,2,0.228079,0.228079,0.844208,m1,0.728079,0.346779,0.264376,-0.1187
run3-tbt-5s/intercontinentale,intercontinentale,5,7,3,0.381948,0.381948,0.757951,m1,0.651992,0.381947,0.182877,2e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,8,3,0.390535,0.390535,0.747477,m1,0.678026,0.390532,0.223048,3e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,9,3,0.365172,0.365172,0.781542,m1,0.652246,0.365173,0.194885,-0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,10,2,0.39287,0.39287,0.491198,m1,0.89287,0.402627,0.254174,-0.009757
run3-tbt-5s/intercontinentale,intercontinentale,5,11,3,0.375611,0.375611,0.76592,m1,0.670891,0.375611,0.194885,-0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,12,2,0.213107,0.213107,0.864673,m1,0.713107,0.370583,0.21866,-0.157476
run3-tbt-5s/intercontinentale,intercontinentale,5,13,2,0.299013,0.299013,0.723897,m2,0.799013,0.43267,0.245912,-0.133656
run3-tbt-5s/intercontinentale,intercontinentale,5,14,3,0.349654,0.349654,0.801032,m1,0.628422,0.349652,0.210124,2e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,15,2,0.211503,0.211503,0.866772,m1,0.711503,0.360062,0.222773,-0.148559
run3-tbt-5s/intercontinentale,intercontinentale,5,16,3,0.429087,0.429087,0.689013,m1,0.70327,0.429083,0.254174,4e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,17,2,0.361923,0.361923,0.579179,m1,0.861923,0.365173,0.194885,-0.003249
run3-tbt-5s/intercontinentale,intercontinentale,5,18,1,0.0,0.0,0.0,m2,1.0,0.365909,0.182877,-0.365909
run3-tbt-5s/intercontinentale,intercontinentale,5,19,3,0.409106,0.409106,0.721028,m1,0.689779,0.409106,0.239993,0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,20,2,0.382815,0.382815,0.521214,m1,0.882815,0.383984,0.226146,-0.001169
run3-tbt-5s/intercontinentale,intercontinentale,5,21,2,0.197785,0.197785,0.883981,m2,0.697785,0.365909,0.182877,-0.168123
run3-tbt-5s/intercontinentale,intercontinentale,5,22,3,0.372101,0.372101,0.77172,m1,0.644309,0.372093,0.26455,7e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,23,3,0.37979,0.37979,0.762614,m1,0.663745,0.379786,0.199076,4e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,24,1,0.0,0.0,0.0,m2,1.0,0.379169,0.231284,-0.379169
run3-tbt-5s/intercontinentale,intercontinentale,5,25,3,0.380579,0.380579,0.759719,m1,0.650318,0.380574,0.199076,4e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,26,3,0.365172,0.365172,0.781542,m1,0.652246,0.365173,0.194885,-0.0
run3-tbt-5s/intercontinentale,intercontinentale,5,27,2,0.39287,0.39287,0.491198,m1,0.89287,0.402627,0.254174,-0.009757
run3-tbt-5s/intercontinentale,intercontinentale,5,28,3,0.370827,0.370827,0.772478,m1,0.665481,0.370826,0.207364,1e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,29,2,0.232659,0.232659,0.837623,m1,0.732659,0.379786,0.199076,-0.147127
run3-tbt-5s/intercontinentale,intercontinentale,5,30,3,0.404516,0.404516,0.722975,m1,0.667966,0.404509,0.257387,7e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,31,3,0.375668,0.375668,0.768164,m1,0.658914,0.375666,0.210124,2e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,32,2,0.251917,0.251917,0.808225,m1,0.751917,0.388809,0.211327,-0.136892
run3-tbt-5s/intercontinentale,intercontinentale,5,33,3,0.401062,0.401062,0.727779,m1,0.663876,0.401057,0.211527,5e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,34,3,0.379173,0.379173,0.763468,m1,0.662667,0.379169,0.231284,4e-06
run3-tbt-5s/intercontinentale,intercontinentale,5,35,0,0.0,0.0,0.0,,,0.365173,0.194885,-0.365173
run3-tbt-5s/intercontinentale,intercontinentale,5,36,0,0.0,0.0,0.0,,,0.418707,0.254174,-0.418707
