height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
98,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.10156618e-06,2,946685290,946685286,4,admin m1 m2 m3,8,2000-01-01 00:08:10,run/data/admin/debug.log,616
99,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,m2,2.43023068e-06,3,946685295,946685290,4,admin m1 m2 m3,8,2000-01-01 00:08:16,run/data/admin/debug.log,632
100,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.0533513e-05,5,946685303,946685295,4,admin m1 m2 m3,11,2000-01-01 00:08:23,run/data/admin/debug.log,646
100,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,m2,0.000127242126,7,946685303,946685295,4,admin m1 m2 m3,9,2000-01-01 00:08:23,run/data/admin/debug.log,657
101,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,5.32963843e-06,4,946685307,946685303,4,admin m1 m2 m3,8,2000-01-01 00:08:28,run/data/admin/debug.log,676
102,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,m2,4.54893106e-06,4,946685313,946685307,4,admin m1 m2 m3,8,2000-01-01 00:08:33,run/data/admin/debug.log,691
103,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.28364743e-05,5,946685320,946685313,4,admin m1 m2 m3,11,2000-01-01 00:08:41,run/data/admin/debug.log,705
103,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,m2,5.52619196e-05,7,946685320,946685313,4,admin m1 m2 m3,9,2000-01-01 00:08:41,run/data/admin/debug.log,716
104,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,m2,1.18863184e-05,5,946685327,946685320,4,admin m1 m2 m3,8,2000-01-01 00:08:47,run/data/admin/debug.log,735
105,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,m3,1.88915516e-06,3,946685332,946685327,4,admin m1 m2 m3,8,2000-01-01 00:08:52,run/data/admin/debug.log,753
106,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,m3,5.27350076e-05,7,946685339,946685332,4,admin m1 m2 m3,8,2000-01-01 00:09:00,run/data/admin/debug.log,767
107,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,7.390115e-06,4,946685346,946685339,4,admin m1 m2 m3,8,2000-01-01 00:09:06,run/data/admin/debug.log,781
108,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,4.50357558e-07,2,946685349,946685346,4,admin m1 m2 m3,8,2000-01-01 00:09:10,run/data/admin/debug.log,795
109,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,m3,4.0503207e-06,3,946685355,946685349,4,admin m1 m2 m3,8,2000-01-01 00:09:15,run/data/admin/debug.log,811
110,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,7.80374934e-06,4,946685361,946685355,4,admin m1 m2 m3,8,2000-01-01 00:09:22,run/data/admin/debug.log,825
111,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.98886743e-05,6,946685368,946685361,4,admin m1 m2 m3,8,2000-01-01 00:09:28,run/data/admin/debug.log,839
112,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,m3,5.28830851e-06,4,946685374,946685368,4,admin m1 m2 m3,8,2000-01-01 00:09:34,run/data/admin/debug.log,853
113,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.01862499e-06,2,946685378,946685374,4,admin m1 m2 m3,8,2000-01-01 00:09:38,run/data/admin/debug.log,867
114,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,2.57393775e-05,6,946685385,946685378,4,admin m1 m2 m3,8,2000-01-01 00:09:46,run/data/admin/debug.log,882
115,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,2.75342167e-05,7,946685393,946685385,4,admin m1 m2 m3,8,2000-01-01 00:09:54,run/data/admin/debug.log,896
116,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,8.22400327e-06,5,946685399,946685393,4,admin m1 m2 m3,11,2000-01-01 00:09:59,run/data/admin/debug.log,910
116,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,m3,3.3746567e-06,3,946685399,946685393,4,admin m1 m2 m3,9,2000-01-01 00:09:59,run/data/admin/debug.log,924
117,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,m1,1.03977047e-06,2,946685402,946685399,4,admin m1 m2 m3,8,2000-01-01 00:10:02,run/data/admin/debug.log,943
