tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
97,98,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:10,2,run/data/admin/debug.log,615
97,98,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:06,3,run/data/m1/debug.log,518
97,98,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:06,3,run/data/m2/debug.log,507
97,98,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:06,3,run/data/m3/debug.log,521
98,99,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:16,2,run/data/admin/debug.log,631
98,99,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:10,3,run/data/m1/debug.log,574
98,99,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:11,3,run/data/m2/debug.log,523
98,99,m3,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:11,3,run/data/m3/debug.log,537
99,100,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:23,5,run/data/admin/debug.log,645
99,100,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:16,6,run/data/m1/debug.log,589
99,100,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:15,6,run/data/m2/debug.log,936
99,100,m3,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:17,6,run/data/m3/debug.log,552
100,101,admin,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:28,2,run/data/admin/debug.log,675
100,101,m1,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:23,3,run/data/m1/debug.log,962
100,101,m2,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:23,3,run/data/m2/debug.log,1499
100,101,m3,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:24,3,run/data/m3/debug.log,583
101,102,admin,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:33,2,run/data/admin/debug.log,690
101,102,m1,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:27,3,run/data/m1/debug.log,1396
101,102,m2,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:28,3,run/data/m2/debug.log,1534
101,102,m3,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:29,3,run/data/m3/debug.log,598
102,103,admin,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:41,5,run/data/admin/debug.log,704
102,103,m1,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:34,6,run/data/m1/debug.log,1419
102,103,m2,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:33,6,run/data/m2/debug.log,1740
102,103,m3,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:34,6,run/data/m3/debug.log,621
103,104,admin,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:47,2,run/data/admin/debug.log,734
103,104,m1,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:40,3,run/data/m1/debug.log,1469
103,104,m2,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:40,3,run/data/m2/debug.log,2151
103,104,m3,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:42,3,run/data/m3/debug.log,652
104,105,admin,12,5.500,5.000,-0.500,2.500,2000-01-01 00:08:52,2,run/data/admin/debug.log,752
104,105,m1,12,5.500,5.000,-0.500,2.500,2000-01-01 00:08:48,3,run/data/m1/debug.log,1504
