height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
98,9,1,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,1.10156618e-06,2.982,2.982,2000-01-01 00:08:06,0,run/data/m1/debug.log,519
98,9,1,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3.69125864e-06,3.912,3.912,2000-01-01 00:08:06,0,run/data/m2/debug.log,508
98,9,1,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,6.13508571e-05,7.495,7.495,2000-01-01 00:08:06,0,run/data/m3/debug.log,522
99,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,1.34840111e-05,6.021,6.021,2000-01-01 00:08:10,0,run/data/m1/debug.log,575
99,9,0,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,2.43023068e-06,3.503,3.503,2000-01-01 00:08:11,0,run/data/m2/debug.log,524
99,9,0,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0.000165717268,7.533,7.533,2000-01-01 00:08:11,0,run/data/m3/debug.log,538
100,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,1.0533513e-05,5.568,5.568,2000-01-01 00:08:16,0,run/data/m1/debug.log,590
100,9,0,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,0.000127242126,7.533,7.533,2000-01-01 00:08:15,0,run/data/m2/debug.log,937
100,9,0,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0.00010154867,7.533,7.533,2000-01-01 00:08:17,0,run/data/m3/debug.log,553
101,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,5.32963843e-06,4.366,4.366,2000-01-01 00:08:23,0,run/data/m1/debug.log,963
101,9,0,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,3.33368457e-05,7.223,7.223,2000-01-01 00:08:23,0,run/data/m2/debug.log,1500
101,9,0,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,3.2858711e-06,3.747,3.747,2000-01-01 00:08:24,0,run/data/m3/debug.log,584
102,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,3.02816207e-05,7.142,7.142,2000-01-01 00:08:27,0,run/data/m1/debug.log,1397
102,9,0,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,4.54893106e-06,4.143,4.143,2000-01-01 00:08:28,0,run/data/m2/debug.log,1535
102,9,0,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0.000299085853,7.483,7.483,2000-01-01 00:08:29,0,run/data/m3/debug.log,599
103,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,1.28364743e-05,5.961,5.961,2000-01-01 00:08:34,0,run/data/m1/debug.log,1420
103,9,0,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,5.52619196e-05,7.438,7.438,2000-01-01 00:08:33,0,run/data/m2/debug.log,1741
103,9,0,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,0.000103781259,7.466,7.466,2000-01-01 00:08:34,0,run/data/m3/debug.log,622
104,9,0,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,9.26827001e-05,7.482,7.482,2000-01-01 00:08:40,0,run/data/m1/debug.log,1470
