run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run4-tbt-3s/continentale,continentale,3,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,3,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,5,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,6,3,0.0,0.0,1.0,m1,0.333333,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,7,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run4-tbt-3s/continentale,continentale,3,8,3,0.295554,0.295554,0.856948,m1,0.598547,0.295524,0.208001,3e-05
run4-tbt-3s/continentale,continentale,3,9,3,0.300441,0.300441,0.834916,m1,0.628194,0.300512,0.0,-7.1e-05
run4-tbt-3s/continentale,continentale,3,10,3,0.346946,0.346946,0.801793,m1,0.644196,0.34696,0.184093,-1.3e-05
run4-tbt-3s/continentale,continentale,3,11,3,0.365724,0.365724,0.780933,m1,0.643322,0.365727,0.274277,-3e-06
run4-tbt-3s/continentale,continentale,3,12,3,0.346966,0.346966,0.80177,m1,0.644211,0.34696,0.184093,7e-06
run4-tbt-3s/continentale,continentale,3,13,3,0.397327,0.397327,0.738258,m1,0.680779,0.397331,0.276598,-4e-06
run4-tbt-3s/continentale,continentale,3,14,3,0.353994,0.353994,0.792822,m1,0.652032,0.353989,0.163691,5e-06
run4-tbt-3s/continentale,continentale,3,15,2,0.243848,0.243848,0.820885,m1,0.743848,0.374321,0.217341,-0.130473
run4-tbt-3s/continentale,continentale,3,16,2,0.397487,0.397487,0.47691,m1,0.897487,0.402064,0.234787,-0.004577
run4-tbt-3s/continentale,continentale,3,17,3,0.375236,0.375236,0.767306,m1,0.66768,0.375233,0.199512,3e-06
run4-tbt-3s/continentale,continentale,3,18,3,0.380188,0.380188,0.761535,m1,0.668765,0.380194,0.223861,-6e-06
run4-tbt-3s/continentale,continentale,3,19,2,0.186852,0.186852,0.896774,m2,0.686852,0.340844,0.216668,-0.153992
run4-tbt-3s/continentale,continentale,3,20,3,0.371501,0.371501,0.773316,m1,0.658722,0.371507,0.276118,-5e-06
run4-tbt-3s/continentale,continentale,3,21,3,0.374327,0.374327,0.768704,m1,0.666062,0.374321,0.217341,6e-06
run4-tbt-3s/continentale,continentale,3,22,1,0.0,0.0,0.0,m1,1.0,0.340844,0.216668,-0.340844
