run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run3-tbt-5s/continentale,continentale,5,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/continentale,continentale,5,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/continentale,continentale,5,3,3,0.0,0.0,1.0,m3,0.333333,0.0,0.0,0.0
run3-tbt-5s/continentale,continentale,5,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/continentale,continentale,5,5,3,0.295554,0.295554,0.856948,m1,0.598547,0.295524,0.208001,3e-05
run3-tbt-5s/continentale,continentale,5,6,2,0.228079,0.228079,0.844208,m1,0.728079,0.346779,0.264376,-0.1187
run3-tbt-5s/continentale,continentale,5,7,3,0.399024,0.399024,0.735761,m1,0.683471,0.399025,0.18914,-1e-06
run3-tbt-5s/continentale,continentale,5,8,3,0.383988,0.383988,0.756942,m1,0.664139,0.383984,0.226146,3e-06
run3-tbt-5s/continentale,continentale,5,9,3,0.375668,0.375668,0.768164,m1,0.658914,0.375666,0.210124,2e-06
run3-tbt-5s/continentale,continentale,5,10,2,0.211503,0.211503,0.866772,m1,0.711503,0.360062,0.222773,-0.148559
run3-tbt-5s/continentale,continentale,5,11,3,0.422229,0.422229,0.698012,m1,0.690663,0.422222,0.230999,7e-06
run3-tbt-5s/continentale,continentale,5,12,3,0.384723,0.384723,0.755055,m1,0.674796,0.384723,0.223206,1e-06
run3-tbt-5s/continentale,continentale,5,13,2,0.213107,0.213107,0.864673,m1,0.713107,0.370583,0.21866,-0.157476
run3-tbt-5s/continentale,continentale,5,14,3,0.419918,0.419918,0.70416,m1,0.696871,0.419915,0.223048,3e-06
run3-tbt-5s/continentale,continentale,5,15,3,0.365172,0.365172,0.781542,m1,0.652246,0.365173,0.194885,-0.0
run3-tbt-5s/continentale,continentale,5,16,2,0.231346,0.231346,0.839526,m1,0.731346,0.379169,0.231284,-0.147823
run3-tbt-5s/continentale,continentale,5,17,3,0.401062,0.401062,0.727779,m1,0.663876,0.401057,0.211527,5e-06
run3-tbt-5s/continentale,continentale,5,18,3,0.388811,0.388811,0.749252,m1,0.679512,0.388809,0.211327,2e-06
run3-tbt-5s/continentale,continentale,5,19,1,0.0,0.0,0.0,m2,1.0,0.370583,0.21866,-0.370583
run3-tbt-5s/continentale,continentale,5,20,3,0.390693,0.390693,0.747374,m1,0.667602,0.390691,0.211327,3e-06
run3-tbt-5s/continentale,continentale,5,21,2,0.380267,0.380267,0.528592,m1,0.880267,0.379384,0.239702,0.000883
run3-tbt-5s/continentale,continentale,5,22,2,0.251676,0.251676,0.80861,m1,0.751676,0.395167,0.226146,-0.143491
run3-tbt-5s/continentale,continentale,5,23,3,0.400405,0.400405,0.733025,m1,0.674551,0.400402,0.210124,2e-06
run3-tbt-5s/continentale,continentale,5,24,3,0.388811,0.388811,0.749252,m1,0.679512,0.388809,0.211327,2e-06
run3-tbt-5s/continentale,continentale,5,25,1,0.0,0.0,0.0,m1,1.0,0.365173,0.194885,-0.365173
run3-tbt-5s/continentale,continentale,5,26,3,0.404338,0.404338,0.727448,m1,0.679393,0.404337,0.21866,2e-06
run3-tbt-5s/continentale,continentale,5,27,3,0.39103,0.39103,0.745851,m1,0.662741,0.391026,0.242581,4e-06
run3-tbt-5s/continentale,continentale,5,28,3,0.384723,0.384723,0.755055,m1,0.674796,0.384723,0.223206,1e-06
run3-tbt-5s/continentale,continentale,5,29,2,0.232659,0.232659,0.837623,m1,0.732659,0.379786,0.199076,-0.147127
run3-tbt-5s/continentale,continentale,5,30,3,0.39205,0.39205,0.745504,m1,0.669235,0.392049,0.194885,0.0
run3-tbt-5s/continentale,continentale,5,31,3,0.396281,0.396281,0.7395,m1,0.673507,0.396274,0.26455,7e-06
run3-tbt-5s/continentale,continentale,5,32,3,0.370745,0.370745,0.772606,m1,0.665335,0.370746,0.18914,-1e-06
run3-tbt-5s/continentale,continentale,5,33,3,0.374168,0.374168,0.769181,m1,0.647154,0.374163,0.211527,5e-06
run3-tbt-5s/continentale,continentale,5,34,3,0.379173,0.379173,0.763468,m1,0.662667,0.379169,0.231284,4e-06
run3-tbt-5s/continentale,continentale,5,35,0,0.0,0.0,0.0,,,0.379786,0.199076,-0.379786
run3-tbt-5s/continentale,continentale,5,36,0,0.0,0.0,0.0,,,0.397727,0.223206,-0.397727
