experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch_first,epoch_last,validator_host,validator_address,p_theoretical_first,p_hat_first,wilson_low_first,wilson_high_first,p_theoretical_last,p_hat_last,wilson_low_last,wilson_high_last,gain_observed,gain_theoretical,intervals_overlap,mono_n_pairs_total,mono_n_pairs_informative,mono_n_concordant,mono_concordance_rate,mono_sign_test_p_greater,mono_note
run3-tbt-5s,regionale,1,5,none,true,10,34,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,0.677484,1.0,0.75750599,1.0,0.650098,0.83333333,0.55196914,0.95303486,-0.16666667,-0.027386,1,24,16,8,0.5,0.59819031,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
run3-tbt-5s,regionale,1,5,none,true,10,34,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,0.230366,0.0,0.0,0.24249401,0.260672,0.16666667,0.04696514,0.44803086,0.16666667,0.030306,1,24,17,11,0.64705882,0.16615295,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
run3-tbt-5s,regionale,1,5,none,true,10,34,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0.09215,0.0,0.0,0.24249401,0.089229,0.0,0.0,0.24249401,0.0,-0.002921,1,24,10,4,0.4,0.828125,"consecutive-epoch pairs: sign(dw_eff) vs sign(dp_hat), ties excluded; exact binomial sign test vs 1/2"
