experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run3-tbt-5s,regionale,1,5,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.40705833,0.1556488,2.10198669,2.71212997,-25.56481153,140.64990853,75,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run3-tbt-5s,regionale,1,5,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.48256475,0.15872576,2.17146226,2.79366724,2.18287291,127.7556525,75,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run3-tbt-5s,regionale,1,5,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.67667548,,,,0.5265998,,35,,"H0 of proportionality: slope = 1, intercept = 0",,0.31982512,0.06107876,0.37432057,0.02673795
