experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,cluster_head_host,cluster_head_address,n_epoch_pairs,n_distinct_rho_values,n_pairs_rho_equal_1,spearman_rho_e_vs_w_next,spearman_p,spearman_rho_e_vs_w_next_over_W_raw_next,spearman_p_control,spearman_R_k_vs_rho_k,spearman_p_R_vs_rho,note
run3-tbt-5s,regionale,1,5,none,true,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,24,2,21,0.580559,0.002936,0.495532,0.016198,0.573819,0.003369,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run3-tbt-5s,regionale,1,5,none,true,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,28,2,25,0.546864,0.002601,0.464164,0.01473,0.53635,0.003259,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run3-tbt-5s,regionale,1,5,none,true,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,24,2,22,0.502144,0.012405,0.373047,0.079564,0.479234,0.017814,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run3-tbt-5s,regionale,1,5,none,true,all clusters pooled,,76,2,68,0.442939,6.2e-05,0.438917,0.000103,0.531904,1e-06,"pooled across clusters: w_k(e+1) mixes cluster sizes, so the pooled coefficient is dominated by the between-cluster ESG x activity differences, not by rho"
