experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,1,192,203,201,3,3,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,3,1.868246,0.622749,0.622749,0.622749,0,1.0,36305,36305,36305.0,36305.0,3,1.526,1.422,1.699,0.263,3,0,0,0,0,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,1,192,203,201,3,3,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0,0.336495,0.112165,0.112165,0.112165,0,0.0,6539,6539,6539.0,6539.0,3,2.9623,2.95,2.971,0.9812,0,0,0,0,0,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,1,192,203,201,3,3,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0,0.795259,0.265086,0.265086,0.265086,0,0.0,15454,15454,15454.0,15454.0,3,2.8637,2.82,2.947,0.9318,0,0,0,0,0,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,1,204,215,204,12,12,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,12,7.796053,0.649671,0.622749,0.706002,1,1.0,36305,34808,36305.0,34808.0,12,2.2815,1.498,2.623,0.6408,11,0,1,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,1,204,215,204,12,12,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0,1.234699,0.102892,0.112165,0.083605,1,0.0,6539,4122,6539.0,4122.0,12,2.7783,2.164,2.965,0.8891,0,0,0,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,1,204,215,204,12,12,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0,2.969248,0.247437,0.265086,0.210393,1,0.0,15454,10373,15454.0,10373.0,12,2.772,2.141,2.95,0.886,1,1,0,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,1,216,227,216,12,12,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,12,8.224856,0.685405,0.706002,0.644211,1,1.0,34808,42907,34808.0,42907.0,12,1.7589,0.946,2.205,0.3795,11,0,1,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,1,216,227,216,12,12,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0,1.163889,0.096991,0.083605,0.123761,1,0.0,4122,8243,4122.0,8243.0,12,2.825,2.625,2.92,0.9125,0,0,0,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,1,216,227,216,12,12,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0,2.611255,0.217605,0.210393,0.232028,1,0.0,10373,15454,10373.0,15454.0,12,2.5528,0.807,2.933,0.7764,1,1,0,1,1,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,20,1,228,239,228,12,12,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,8,7.760105,0.646675,0.644211,0.650126,1,0.666667,42907,36305,42907.0,36305.0,12,2.2086,1.297,2.786,0.6043,7,3,4,9,11,0
