experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,cluster_head_host,cluster_head_address,malus_M,psi,n_events,events,registry_records
run5-tbt-2s,1,intercontinentale,2,none,true,12,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,2,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,2,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,2,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,3,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,3,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,3,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,4,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,4,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,4,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,5,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,5,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,5,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,6,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,6,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,6,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,7,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,7,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,7,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,8,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,8,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,8,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,9,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,9,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,9,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,10,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,10,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,10,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,11,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,11,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,11,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,12,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,12,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,12,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,13,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,13,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,13,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,14,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,14,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,14,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,15,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,15,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,15,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,16,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,16,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,16,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,17,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,18,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,19,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,20,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,20,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,20,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,21,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,21,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,21,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,22,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,22,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,22,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,23,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,0.0,1.0,0,,0
run5-tbt-2s,1,intercontinentale,2,none,true,12,23,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,0.0,1.0,0,,0
