height,epoch,miner,balance,sent
67,6,m1,49.6782,45.2943
67,6,m3,51.208,9.8416
67,6,m2,49.9952,28.7971
73,7,m2,20.8363,11.3018
73,7,m1,104.5087,97.3833
73,7,m3,41.3212,7.8642
85,8,m2,109.8027,64.6816
85,8,m3,33.6634,6.3327
85,8,m1,108.0492,100.7467
97,9,m2,44.9705,25.7823
97,9,m3,27.9265,5.1853
97,9,m1,108.0711,100.7675
109,10,m2,119.3728,70.4237
109,10,m3,22.7026,4.1405
109,10,m1,108.364,101.0458
121,11,m2,48.7987,28.0792
121,11,m3,118.5169,23.3034
121,11,m1,108.8914,101.5468
133,12,m3,95.2599,18.6520
133,12,m2,20.5689,11.1413
133,12,m1,108.7806,101.4416
144,13,m2,109.159,64.2954
144,13,m3,76.4575,14.8915
144,13,m1,109.0238,101.6726
157,14,m2,45.94,26.3640
157,14,m3,61.445,11.8890
157,14,m1,107.895,100.6002
168,15,m3,49.435,9.4870
168,15,m2,119.7908,70.6745
169,15,m1,108.7458,101.4085
180,16,m3,39.9586,7.5917
180,16,m2,49.1337,28.2802
180,16,m1,108.5851,101.2558
192,17,m3,32.3839,6.0768
192,17,m2,21.1615,11.4969
192,17,m1,108.4475,101.1251
204,18,m3,26.1565,4.8313
204,18,m2,109.4688,64.4813
204,18,m1,109.0454,101.6931
217,19,m3,21.28,3.8560
217,19,m2,45.3145,25.9887
217,19,m1,108.4591,101.1361
230,20,m3,117.4042,23.0808
230,20,m2,119.8966,70.7380
230,20,m1,108.4198,101.0988
241,21,m3,94.173,18.4346
241,21,m2,49.0078,28.2047
241,21,m1,108.731,101.3944
252,22,m3,75.5878,14.7176
252,22,m2,21.0871,11.4523
252,22,m1,108.592,101.2624
264,23,m3,60.7194,11.7439
264,23,m2,109.2478,64.3487
264,23,m1,109.47,102.0965
276,24,m3,49.7557,9.5511
276,24,m2,45.4653,26.0792
277,24,m1,107.7527,100.4651
288,25,m3,40.0832,7.6166
288,25,m2,119.5089,70.5053
288,25,m1,108.6088,101.2784
300,26,m3,32.3158,6.0632
300,26,m2,49.4784,28.4870
300,26,m1,108.2846,100.9704
314,27,m3,26.1312,4.8262
314,27,m2,20.8966,11.3380
314,27,m1,109.3138,101.9481
324,28,m3,21.1836,3.8367
324,28,m2,109.3404,64.4042
324,28,m1,108.9729,101.6243
336,29,m3,117.3017,23.0603
336,29,m2,45.7414,26.2448
336,29,m1,108.136,100.8292
348,30,m3,94.0904,18.4181
348,30,m2,120.3828,71.0297
348,30,m1,108.0078,100.7074
360,31,m3,75.6629,14.7326
360,31,m2,49.4267,28.4560
360,31,m1,108.7394,101.4024
372,32,m3,60.7203,11.7441
372,32,m2,21.6193,11.7716
372,32,m1,108.3464,101.0291
385,33,m3,48.9108,9.3822
385,33,m2,109.4579,64.4747
385,33,m1,109.4333,102.0616
396,34,m3,39.4836,7.4967
396,34,m2,45.2814,25.9688
396,34,m1,108.5105,101.1850
408,35,m3,31.8359,5.9672
408,35,m2,119.4504,70.4702
408,35,m1,108.9437,101.5965
420,36,m3,25.7475,4.7495
420,36,m2,48.9976,28.1986
420,36,m1,108.9546,101.6069
432,37,m3,20.9528,3.7906
432,37,m2,21.9568,11.9741
432,37,m1,107.5159,100.2401
