height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
60,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.3815084e-06,10,946685685,946685672,4,admin m1 m2 m3,8,2000-01-01 00:14:45,run/data/admin/debug.log,528
61,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.92890543e-06,15,946685700,946685685,4,admin m1 m2 m3,8,2000-01-01 00:15:00,run/data/admin/debug.log,544
62,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,3.44853932e-06,13,946685715,946685700,4,admin m1 m2 m3,8,2000-01-01 00:15:16,run/data/admin/debug.log,558
63,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.54369539e-06,14,946685732,946685715,4,admin m1 m2 m3,8,2000-01-01 00:15:32,run/data/admin/debug.log,572
64,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.75894877e-06,11,946685745,946685732,4,admin m1 m2 m3,8,2000-01-01 00:15:45,run/data/admin/debug.log,586
65,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.39452152e-05,20,946685766,946685745,4,admin m1 m2 m3,8,2000-01-01 00:16:06,run/data/admin/debug.log,603
66,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,3.23726366e-06,13,946685780,946685766,4,admin m1 m2 m3,8,2000-01-01 00:16:21,run/data/admin/debug.log,618
67,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,2.44443011e-06,12,946685792,946685780,4,admin m1 m2 m3,8,2000-01-01 00:16:33,run/data/admin/debug.log,632
68,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,7.63398501e-06,17,946685811,946685792,4,admin m1 m2 m3,8,2000-01-01 00:16:51,run/data/admin/debug.log,646
69,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.07465557e-05,19,946685832,946685811,4,admin m1 m2 m3,11,2000-01-01 00:17:12,run/data/admin/debug.log,660
69,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.29101931e-05,20,946685832,946685811,4,admin m1 m2 m3,9,2000-01-01 00:17:12,run/data/admin/debug.log,671
70,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.13122831e-06,9,946685842,946685832,4,admin m1 m2 m3,8,2000-01-01 00:17:22,run/data/admin/debug.log,690
71,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.16035605e-06,14,946685856,946685842,4,admin m1 m2 m3,8,2000-01-01 00:17:37,run/data/admin/debug.log,708
72,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,5.10849398e-06,15,946685872,946685856,4,admin m1 m2 m3,8,2000-01-01 00:17:52,run/data/admin/debug.log,722
73,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.15817194e-06,9,946685883,946685872,4,admin m1 m2 m3,8,2000-01-01 00:18:03,run/data/admin/debug.log,739
74,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,9.08199807e-07,9,946685894,946685883,4,admin m1 m2 m3,8,2000-01-01 00:18:14,run/data/admin/debug.log,753
75,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,5.41772099e-06,15,946685910,946685894,4,admin m1 m2 m3,8,2000-01-01 00:18:31,run/data/admin/debug.log,769
76,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,8.83259474e-07,9,946685921,946685910,4,admin m1 m2 m3,8,2000-01-01 00:18:41,run/data/admin/debug.log,783
77,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,3.3825722e-05,22,946685944,946685921,4,admin m1 m2 m3,11,2000-01-01 00:19:05,run/data/admin/debug.log,797
77,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.77454062e-05,21,946685944,946685921,4,admin m1 m2 m3,9,2000-01-01 00:19:05,run/data/admin/debug.log,808
78,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,2.20823732e-05,21,946685966,946685944,4,admin m1 m2 m3,8,2000-01-01 00:19:27,run/data/admin/debug.log,828
79,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,2.14154929e-07,7,946685976,946685966,4,admin m1 m2 m3,8,2000-01-01 00:19:37,run/data/admin/debug.log,846
80,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,8.58361022e-06,18,946685996,946685976,4,admin m1 m2 m3,8,2000-01-01 00:19:56,run/data/admin/debug.log,860
81,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.8948909e-05,21,946686018,946685996,4,admin m1 m2 m3,8,2000-01-01 00:20:18,run/data/admin/debug.log,877
82,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,2.25054049e-06,11,946686030,946686018,4,admin m1 m2 m3,8,2000-01-01 00:20:31,run/data/admin/debug.log,891
83,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.73423703e-06,10,946686041,946686030,4,admin m1 m2 m3,8,2000-01-01 00:20:41,run/data/admin/debug.log,905
84,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.68134281e-06,14,946686057,946686041,4,admin m1 m2 m3,8,2000-01-01 00:20:57,run/data/admin/debug.log,919
85,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,5.66068165e-07,8,946686066,946686057,4,admin m1 m2 m3,11,2000-01-01 00:21:06,run/data/admin/debug.log,935
85,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,2.91357124e-07,8,946686066,946686057,4,admin m1 m2 m3,9,2000-01-01 00:21:07,run/data/admin/debug.log,946
86,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.57284802e-05,20,946686087,946686066,4,admin m1 m2 m3,8,2000-01-01 00:21:28,run/data/admin/debug.log,965
87,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,6.35527853e-06,16,946686105,946686087,4,admin m1 m2 m3,8,2000-01-01 00:21:45,run/data/admin/debug.log,979
88,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,3.85857648e-06,13,946686120,946686105,4,admin m1 m2 m3,8,2000-01-01 00:22:01,run/data/admin/debug.log,996
89,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,8.09170879e-06,17,946686138,946686120,4,admin m1 m2 m3,8,2000-01-01 00:22:18,run/data/admin/debug.log,1010
90,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,3.18550553e-06,12,946686152,946686138,4,admin m1 m2 m3,8,2000-01-01 00:22:32,run/data/admin/debug.log,1025
91,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,2.95733055e-06,12,946686167,946686152,4,admin m1 m2 m3,8,2000-01-01 00:22:47,run/data/admin/debug.log,1039
92,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,8.51628563e-06,18,946686186,946686167,4,admin m1 m2 m3,8,2000-01-01 00:23:06,run/data/admin/debug.log,1053
93,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.23753037e-06,9,946686198,946686186,4,admin m1 m2 m3,8,2000-01-01 00:23:19,run/data/admin/debug.log,1067
94,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,5.8446688e-06,16,946686217,946686198,4,admin m1 m2 m3,8,2000-01-01 00:23:38,run/data/admin/debug.log,1081
95,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,1.08427842e-05,19,946686238,946686217,4,admin m1 m2 m3,8,2000-01-01 00:23:58,run/data/admin/debug.log,1095
96,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.12465609e-05,19,946686258,946686238,4,admin m1 m2 m3,8,2000-01-01 00:24:18,run/data/admin/debug.log,1112
97,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.77291083e-08,7,946686266,946686258,4,admin m1 m2 m3,8,2000-01-01 00:24:26,run/data/admin/debug.log,1126
98,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,3.03116138e-06,12,946686279,946686266,4,admin m1 m2 m3,8,2000-01-01 00:24:40,run/data/admin/debug.log,1141
99,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,4.15743764e-07,8,946686290,946686279,4,admin m1 m2 m3,8,2000-01-01 00:24:50,run/data/admin/debug.log,1155
100,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,7.28219084e-06,17,946686310,946686290,4,admin m1 m2 m3,8,2000-01-01 00:25:10,run/data/admin/debug.log,1169
101,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.78797178e-06,15,946686325,946686310,4,admin m1 m2 m3,11,2000-01-01 00:25:25,run/data/admin/debug.log,1183
101,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,4.39908371e-06,14,946686326,946686310,4,admin m1 m2 m3,9,2000-01-01 00:25:26,run/data/admin/debug.log,1197
102,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,1.32088296e-05,20,946686346,946686326,4,admin m1 m2 m3,8,2000-01-01 00:25:47,run/data/admin/debug.log,1214
103,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,2.62919439e-06,12,946686361,946686346,4,admin m1 m2 m3,8,2000-01-01 00:26:01,run/data/admin/debug.log,1235
104,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,7.14405744e-06,17,946686380,946686361,4,admin m1 m2 m3,8,2000-01-01 00:26:21,run/data/admin/debug.log,1249
105,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,5.76096769e-06,16,946686397,946686380,4,admin m1 m2 m3,8,2000-01-01 00:26:37,run/data/admin/debug.log,1263
106,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,3.0233111e-06,12,946686410,946686397,4,admin m1 m2 m3,8,2000-01-01 00:26:50,run/data/admin/debug.log,1277
107,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,9.00338755e-06,18,946686428,946686410,4,admin m1 m2 m3,8,2000-01-01 00:27:09,run/data/admin/debug.log,1291
108,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.18700318e-06,9,946686439,946686428,4,admin m1 m2 m3,8,2000-01-01 00:27:20,run/data/admin/debug.log,1305
109,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.4288444e-05,20,946686461,946686439,4,admin m1 m2 m3,8,2000-01-01 00:27:42,run/data/admin/debug.log,1320
110,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,5.5186609e-06,15,946686478,946686461,4,admin m1 m2 m3,8,2000-01-01 00:27:58,run/data/admin/debug.log,1334
111,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,m3,3.43910428e-06,13,946686494,946686478,4,admin m1 m2 m3,8,2000-01-01 00:28:14,run/data/admin/debug.log,1351
112,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,4.58271174e-06,14,946686510,946686494,4,admin m1 m2 m3,8,2000-01-01 00:28:30,run/data/admin/debug.log,1365
113,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,7.57214682e-06,17,946686529,946686510,4,admin m1 m2 m3,8,2000-01-01 00:28:49,run/data/admin/debug.log,1379
114,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.45802708e-05,20,946686549,946686529,4,admin m1 m2 m3,8,2000-01-01 00:29:10,run/data/admin/debug.log,1394
115,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,m1,1.09998095e-06,9,946686559,946686549,4,admin m1 m2 m3,8,2000-01-01 00:29:20,run/data/admin/debug.log,1408
116,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,3.54921697e-06,13,946686575,946686559,4,admin m1 m2 m3,8,2000-01-01 00:29:35,run/data/admin/debug.log,1422
117,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,m2,1.327866e-05,20,946686595,946686575,4,admin m1 m2 m3,8,2000-01-01 00:29:56,run/data/admin/debug.log,1436
