height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
60,6,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1.3815084e-06,10.295,10.295,2000-01-01 00:14:34,0,run/data/m1/debug.log,472
60,6,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,3.84302778e-05,22.481,22.481,2000-01-01 00:14:34,0,run/data/m2/debug.log,479
60,6,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,1.36712598e-05,20.531,20.531,2000-01-01 00:14:32,0,run/data/m3/debug.log,459
61,6,0,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,4.92890543e-06,15.292,15.292,2000-01-01 00:14:45,0,run/data/m1/debug.log,531
61,6,0,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,2.32208584e-05,22.059,22.059,2000-01-01 00:14:46,0,run/data/m2/debug.log,494
61,6,0,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,4.17950244e-05,22.518,22.518,2000-01-01 00:14:45,0,run/data/m3/debug.log,474
62,6,0,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1.26392587e-05,20.185,20.185,2000-01-01 00:15:00,0,run/data/m1/debug.log,594
62,6,0,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,4.51236138e-05,22.497,22.497,2000-01-01 00:15:01,0,run/data/m2/debug.log,510
62,6,0,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,3.44853932e-06,13.491,13.491,2000-01-01 00:15:01,0,run/data/m3/debug.log,490
63,6,0,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,4.54369539e-06,14.852,14.852,2000-01-01 00:15:16,0,run/data/m1/debug.log,609
63,6,0,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,6.2026645e-06,16.517,16.517,2000-01-01 00:15:16,0,run/data/m2/debug.log,525
63,6,0,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,5.14448166e-05,22.526,22.526,2000-01-01 00:15:15,0,run/data/m3/debug.log,519
64,6,0,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1.30901881e-05,20.402,20.402,2000-01-01 00:15:32,0,run/data/m1/debug.log,693
