sample_height,host,balance_gas
23,c1,99.8042
23,c2,99.8042
23,c3,99.8042
23,c4,99.8042
23,c5,99.8042
23,m1,4.344
23,m2,21.6801
23,m3,40.1818
23,ca,49.357
25,c1,99.6078
25,c2,99.6634
25,c3,99.7192
25,c4,99.719
25,c5,99.7192
25,m1,7.6782
25,m2,9.8268
25,m3,32.5004
25,ca,49.357
27,c1,99.3856
27,c2,99.4966
27,c3,99.6082
27,c4,99.608
27,c5,99.6636
27,m1,108.663
27,m2,109.8268
27,m3,32.5004
27,ca,49.357
29,c1,99.1628
29,c2,99.3856
29,c3,99.4972
29,c4,99.5524
29,c5,99.608
29,m1,109.0022
29,m2,109.7212
29,m3,32.395
29,ca,49.357
31,c1,98.9402
31,c2,99.2186
31,c3,99.386
31,c4,99.4412
31,c5,99.5524
31,m1,109.2244
31,m2,109.7212
31,m3,32.934
31,ca,49.357
33,c1,98.7172
33,c2,99.1072
33,c3,99.275
33,c4,99.3858
33,c5,99.4412
33,m1,109.2244
33,m2,109.7212
33,m3,33.4906
33,ca,49.357
35,c1,98.4942
35,c2,98.94
35,c3,99.1636
35,c4,99.2744
35,c5,99.3856
35,m1,109.2244
35,m2,109.7212
35,m3,34.1028
35,ca,49.357
37,c1,98.3268
37,c2,98.8284
37,c3,99.0522
37,c4,99.2186
37,c5,99.3302
37,m1,7.168
37,m2,45.0433
37,m3,28.3282
37,ca,49.357
39,c1,98.1038
39,c2,98.661
39,c3,98.9406
39,c4,99.1072
39,c5,99.2744
39,m1,107.168
39,m2,45.8177
39,m3,28.3282
39,ca,49.357
41,c1,97.8806
41,c2,98.494
41,c3,98.8292
41,c4,99.0516
41,c5,99.1628
41,m1,107.0916
41,m2,46.0205
41,m3,28.2522
41,ca,49.357
43,c1,97.6576
43,c2,98.3826
43,c3,98.7176
43,c4,98.9402
43,c5,99.107
43,m1,107.0916
43,m2,46.9173
43,m3,28.2522
43,ca,49.357
45,c1,97.4346
45,c2,98.2152
45,c3,98.606
45,c4,98.8844
45,c5,99.0512
45,m1,107.0916
45,m2,47.0847
45,m3,28.2522
45,ca,49.357
48,c1,97.2114
48,c2,98.1036
48,c3,98.4946
48,c4,98.7728
48,c5,98.9956
48,m1,107.0916
48,m2,47.3637
48,m3,28.8096
48,ca,49.357
50,c1,97.044
50,c2,97.9362
50,c3,98.4388
50,c4,98.717
50,c5,98.8842
50,m1,7.2094
50,m2,20.1003
50,m3,24.0403
50,ca,49.357
51,c1,96.8208
51,c2,97.8248
51,c3,98.3274
51,c4,98.6054
51,c5,98.8284
51,m1,107.2094
51,m2,20.1003
51,m3,24.3193
51,ca,49.357
54,c1,96.598
54,c2,97.6576
54,c3,98.2158
54,c4,98.4938
54,c5,98.7728
54,m1,107.1036
54,m2,20.5147
54,m3,24.7159
54,ca,49.357
55,c1,96.375
55,c2,97.546
55,c3,98.1042
55,c4,98.438
55,c5,98.717
55,m1,107.7254
55,m2,20.5147
55,m3,24.7159
55,ca,49.357
58,c1,96.152
58,c2,97.3786
58,c3,97.9926
58,c4,98.3266
58,c5,98.6612
58,m1,107.7254
58,m2,20.5147
58,m3,25.3853
58,ca,49.357
60,c1,95.9292
60,c2,97.2114
60,c3,97.881
60,c4,98.271
60,c5,98.5496
60,m1,7.2115
60,m2,9.1839
60,m3,21.0645
60,ca,49.357
62,c1,95.7618
62,c2,97.0998
62,c3,97.7696
62,c4,98.1596
62,c5,98.494
62,m1,108.0897
62,m2,109.1839
62,m3,21.0645
62,ca,49.357
64,c1,95.5388
64,c2,96.9326
64,c3,97.658
64,c4,98.1038
64,c5,98.4382
64,m1,108.4797
64,m2,109.1839
64,m3,21.3433
64,ca,49.357
66,c1,95.3158
66,c2,96.821
66,c3,97.5464
66,c4,97.9922
66,c5,98.3824
66,m1,108.4797
66,m2,110.0205
66,m3,21.3433
66,ca,49.357
68,c1,95.093
68,c2,96.6536
68,c3,97.435
68,c4,97.9364
68,c5,98.271
68,m1,108.9257
68,m2,110.0205
68,m3,21.3433
68,ca,49.357
70,c1,94.87
70,c2,96.542
70,c3,97.3234
70,c4,97.825
70,c5,98.2152
70,m1,109.7063
70,m2,110.0205
70,m3,21.3433
70,ca,49.357
72,c1,94.647
72,c2,96.3748
72,c3,97.212
72,c4,97.7692
72,c5,98.1596
72,m1,110.1525
72,m2,110.0205
72,m3,21.3433
72,ca,49.357
74,c1,94.48
74,c2,96.2632
74,c3,97.1564
74,c4,97.658
74,c5,98.104
74,m1,7.6086
74,m2,45.9342
74,m3,17.1046
74,ca,49.357
76,c1,94.2568
76,c2,96.096
76,c3,97.045
76,c4,97.6022
76,c5,98.0482
76,m1,108.3114
76,m2,45.9342
76,m3,117.1046
76,ca,49.357
78,c1,94.033
78,c2,95.9288
78,c3,96.9334
78,c4,97.4908
78,c5,97.9366
78,m1,108.737
78,m2,46.0516
78,m3,116.999
78,ca,49.357
80,c1,93.809
80,c2,95.8174
80,c3,96.822
80,c4,97.3794
80,c5,97.8808
80,m1,109.4158
80,m2,46.219
80,m3,116.999
80,ca,49.357
81,c1,93.585
81,c2,95.65
81,c3,96.7104
81,c4,97.3238
81,c5,97.825
81,m1,110.2532
81,m2,46.219
81,m3,116.999
81,ca,49.357
84,c1,93.3612
84,c2,95.5388
84,c3,96.5988
84,c4,97.2122
84,c5,97.7692
84,m1,7.0418
84,m2,19.6424
84,m3,93.954
84,ca,49.357
86,c1,93.1934
86,c2,95.3714
86,c3,96.4872
86,c4,97.1564
86,c5,97.6578
86,m1,107.265
86,m2,119.6424
86,m3,94.7568
86,ca,49.357
88,c1,92.9696
88,c2,95.2598
88,c3,96.3756
88,c4,97.0448
88,c5,97.602
88,m1,107.656
88,m2,120.0334
88,m3,94.7568
88,ca,49.357
90,c1,92.7458
90,c2,95.0926
90,c3,96.2644
90,c4,96.989
90,c5,97.5462
90,m1,108.1646
90,m2,119.957
90,m3,94.6514
90,ca,49.357
91,c1,92.5222
91,c2,94.981
91,c3,96.153
91,c4,96.8774
91,c5,97.4904
91,m1,108.1646
91,m2,119.957
91,m3,95.2734
91,ca,49.357
93,c1,92.2984
93,c2,94.8138
93,c3,96.0414
93,c4,96.8216
93,c5,97.379
93,m1,108.4996
93,m2,119.957
93,m3,95.6082
93,ca,49.357
95,c1,92.0748
95,c2,94.6466
95,c3,95.9298
95,c4,96.7102
95,c5,97.3234
95,m1,108.8346
95,m2,120.236
95,m3,95.6082
95,ca,49.357
97,c1,91.8516
97,c2,94.535
97,c3,95.8184
97,c4,96.6544
97,c5,97.2678
97,m1,7.5095
97,m2,49.2494
97,m3,77.154
97,ca,49.357
99,c1,91.6838
99,c2,94.3676
99,c3,95.7628
99,c4,96.543
99,c5,97.2122
99,m1,108.0449
99,m2,49.2494
99,m3,77.4222
99,ca,49.357
101,c1,91.4594
101,c2,94.2556
101,c3,95.651
101,c4,96.487
101,c5,97.1562
101,m1,108.4409
101,m2,49.3404
101,m3,77.3168
101,ca,49.357
103,c1,91.2348
103,c2,94.0872
103,c3,95.539
103,c4,96.3754
103,c5,97.0442
103,m1,108.4409
103,m2,49.3404
103,m3,78.3332
103,ca,49.357
105,c1,91.0104
105,c2,93.9748
105,c3,95.427
105,c4,96.3194
105,c5,96.9884
105,m1,108.7775
105,m2,49.6206
105,m3,78.3332
105,ca,49.357
107,c1,90.7858
107,c2,93.8062
107,c3,95.315
107,c4,96.2074
107,c5,96.9324
107,m1,109.3941
107,m2,49.6206
