host,address,esg
m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,85.56
m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,26.46
m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,24.17
c1,1FxDCdZVGpjWm6uLbNob2iCQ9yxw6DRxBSm9XK,17.50
c2,12tZ2Db4FqKa8tWj5kCSyLayPn2wZgFqbmAA15,77.16
c3,1T4QPhG3W19X6RG7JSCSWUBEWNcDbX5P7TSXm6,99.26
c4,1HSsgRzT3u8K12Vu3Exb4rfR3ftqbn2i14Qd81,92.76
c5,1WKAvTs1PuLWWhbs81FEoWMauujvaJsfcdCK19,70.53
